block,condition,epi_mean,epi_std,epi_median,viol_mean,n
guard,guarded,-3.072513882600876,4.6288764933638555,-2.178356682636097,5848.85,60
guard,plain,-2.374720610665771,5.4825340200311645,-2.598791782958287,5402.1,60
signal,mahalanobis,,,,,60
