block,condition,epi_mean,epi_std,epi_median,viol_mean,n
adapt,dagger,-1.0276561123939743,4.907821855266578,-1.7709445498855607,4858.766666666666,60
adapt,ekf,-3.3817568746778326,2.9361867109542126,-3.6207484229968028,4462.733333333334,60
adapt,static,-2.03257176056135,3.2394993577868787,-3.0798334553395197,5797.7,60
