fault,baseline_epi,baseline_viol,epi_unsup,viol_unsup,epi_sup,viol_sup,flag_frac,viol_reduced_by_sup
rh_offset,-0.020702736830368718,3718.0,-1.7884440201978318,5207.666666666667,0.386001557563862,2193.6666666666665,0.652662037037037,3014.0000000000005
t_in_stuck,-0.020702736830368718,3718.0,-0.8439865740604334,5167.333333333333,0.28957981223193374,2175.3333333333335,0.657986111111111,2991.9999999999995
uVent_dead,-0.020702736830368718,3718.0,1.1675945234351062,5162.0,1.5229334800659682,3014.6666666666665,0.6414351851851852,2147.3333333333335
t_in_offset,-0.020702736830368718,3718.0,-0.3886289152514582,4467.0,0.24590858153325867,2549.6666666666665,0.5509259259259259,1917.3333333333335
uLamp_dead,-0.020702736830368718,3718.0,-0.26884685115832935,3671.6666666666665,1.5984617897228788,2328.6666666666665,0.5413194444444445,1343.0
uBoil_stuck,-0.020702736830368718,3718.0,-3.7713884260197315,2497.6666666666665,-2.9484965485347594,1687.3333333333333,0.5726851851851852,810.3333333333333
