steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,method,seed,shift,dagger_iter
2880,4.157808197990389,7.257192319472313,3.099384121481924,0.31201110819534394,2.3010165147196284,0.4863564985669517,294823.4379785627,3.4667900910593774,1.6211883285565056,7.670055049065429,94.89583333333333,147,148.30854034423828,100.0,0,0.0,54.513888888888886,1310,6299.046703338623,1457,106.67046453524885,55.90304578804623,1704.456676002697,2030.7316359277693,0,rule_based,1,2023-07-01,
130,-0.6209170655937031,0.0774432542237892,0.6983603198174924,0.09197719390033744,0.1392868262921036,0.4670962996250513,3146.132202841436,1.0219688211148605,1.5569876654168378,0.46428942097367865,61.53846153846154,50,597.1353378295898,62.30769230769231,49,143292.76306152344,30.0,91,595.4176254272461,190,31.445194479868306,53.68922981942405,103.17542690637681,27.292578778348673,0,offline,1,2023-07-01,
123,-0.5266650452946495,0.07818344880033751,0.6048484940949871,0.152260427410109,0.12276792715681203,0.32982013952806594,3176.202607513711,1.691782526778989,1.0994004650935532,0.40922642385604013,56.91056910569105,53,618.6420631408691,47.15447154471545,65,152245.59338378906,38.21138211382114,76,537.169319152832,194,52.05484700741652,37.9103608501459,90.93920531350074,27.883154517576333,0,ekf_sindy,1,2023-07-01,
325,-0.05245885892080959,0.35271061033910356,0.40516946925991315,0.023443126185145227,0.283972889259412,0.0977534538153559,14328.868545026082,0.260479179834947,0.32584484605118635,0.9465762975313734,72.61538461538461,89,226.57877349853516,47.69230769230769,170,248139.37463378906,34.15384615384615,214,1962.1293334960938,473,8.014743964432842,11.236029140388258,210.35028828779946,124.11218875568888,0,retrained_ceiling,1,2023-07-01,
130,-0.6209170655937031,0.0774432542237892,0.6983603198174924,0.09197719390033744,0.1392868262921036,0.4670962996250513,3146.132202841436,1.0219688211148605,1.5569876654168378,0.46428942097367865,61.53846153846154,50,597.1353378295898,62.30769230769231,49,143292.76306152344,30.0,91,595.4176254272461,190,31.445194479868306,53.68922981942405,103.17542690637681,27.292578778348673,0,dagger,1,2023-07-01,0.0
325,-0.019405856584861214,0.569144406396618,0.5885502629814794,0.18019326553923382,0.4083569974422455,0.0,23121.491509862608,2.002147394880376,0.0,1.3611899914741519,78.76923076923077,69,144.84881591796875,100.0,0,0.0,71.07692307692308,94,281.1802291870117,163,61.60453524061529,0.0,302.4866646482314,128.86402091713077,0,dagger,1,2023-07-01,1.0
325,-0.06880101375335895,0.5465273096439872,0.6153283233973463,0.22504674371418404,0.389721903347969,0.0005596763351932168,22202.671954286983,2.500519374602045,0.0018655877839773892,1.2990730111598967,74.46153846153845,83,217.47071838378906,96.92307692307692,10,4189.1259765625,64.0,117,380.56658935546875,210,76.93905754574281,0.06433061349223089,288.6828916589063,123.83854446799216,0,dagger,1,2023-07-01,2.0
325,-0.30012405798182384,0.38709361509647183,0.6872176730782957,0.1700672529983567,0.3804654852390289,0.13668493484091013,15725.678113294169,1.8896361444261858,0.4556164494697004,1.2682182841300964,78.15384615384615,71,186.02420806884766,100.0,0,0.0,70.46153846153847,96,255.82508087158203,167,58.14265061337867,15.710912100098422,281.82628566536295,130.00000317347263,0,dagger,1,2023-07-01,3.0
