train,test,seed,rollout_rmse,maha,ens_std,epi_unguarded,viol_unguarded,epi_guarded,viol_guarded,guard_frac
2019:07-01,2020:03-01,1,72.41541595195577,6.100516364668163,0.08160177879721704,0.7043661997012534,2239,0.6273982415713155,648,1.0
2019:07-01,2021:07-01,1,2.2061389873155153,2.664272191189141,0.03342144580235147,-0.007678118231945421,60,0.0510713067144834,34,0.46153846153846156
2019:07-01,2022:10-01,1,55.856988048672186,4.419075184516377,0.058191049628901106,1.2913067867362416,1855,-0.6336032338677242,793,0.9174107142857143
2019:07-01,2023:01-01,1,97.85989997198126,11.092492728106352,0.1524817086752306,-3.422312767754254,2896,-7.321946567113759,934,1.0
2019:07-01,2021:03-01,1,113.78141306048535,9.995077797158066,0.13659116276830938,-2.9128505336528807,2353,-1.177344284170475,586,1.0
