ood,violation
8.655597626077864,1
8.617056999086739,1
8.617379381603818,1
8.622811259476423,1
8.633965360180566,1
8.651412314372383,1
8.664260783171654,1
8.684509912708524,1
8.71259833415023,1
8.748765388716281,1
8.74783274724,1
8.75597310775393,1
8.773213884446958,1
8.799797308629886,1
8.869037145372594,1
8.946728337182423,1
9.032612635770846,1
9.126026932589495,1
9.109480453700298,1
9.098413257563084,1
9.091199134722888,1
9.086636538921514,1
8.969823134709696,1
8.85592193300012,1
8.743707325809046,1
8.633622433088096,1
8.584655053709806,1
8.538051918929996,1
8.494384449644507,1
8.454101251778937,1
8.432727488816006,1
8.412469255347286,1
8.39371370196732,1
8.376621032081157,1
8.350721608557828,1
8.324207579171372,1
8.297200987270859,1
8.270035652955983,1
8.254081424799901,1
8.23575993914254,1
8.215238881394226,1
8.192331309806054,1
8.151990967749903,1
8.109076355635976,1
8.062816347090997,1
8.013075568996818,1
7.937297894371631,1
7.859406664396738,1
7.778222194507676,1
7.694350607984159,1
7.630100441745692,1
7.56397510021196,1
7.495203189828967,1
7.424125208590243,1
7.4462910515959155,1
7.4638141298792915,1
7.479043562317594,1
7.494121617222558,1
7.628578089458316,1
7.756403631747544,1
7.880190388710508,1
7.9975226479766555,1
8.030096387652259,1
8.060433419407913,1
8.088067436650688,1
8.11329543510473,1
8.128684100277324,1
8.147555875222627,1
8.16951485703151,1
8.193404266868136,1
8.186979910003087,1
8.18377367333651,1
8.183205830460844,1
8.183774337169217,1
8.153223884226714,1
8.125109040033404,1
8.098792622873244,1
8.074409828740768,1
8.062653911928992,1
8.051675140987252,1
8.041462161351951,1
8.0291451657606,1
7.97411163919105,1
7.919299313529111,1
7.864566317335132,1
7.810040582633783,1
7.767047425151318,1
7.723524756899746,1
7.6800155697848185,1
7.636672426389719,1
7.593720594459437,1
7.551459446319818,1
7.510262229741798,1
7.46955445409076,1
7.4086622947328555,1
7.350816069815781,1
7.296160453096409,1
7.246741991442759,1
7.235730793490354,1
7.229084623448862,1
7.228509928969956,1
7.234703532976834,1
7.248322049721282,1
7.269963041584031,1
7.300146759326169,1
7.341159694400616,1
7.436353135315756,1
7.539183799531628,1
7.651171322424544,1
7.766619874243185,1
7.818072779326198,1
7.879340901232691,1
7.949530188147359,1
8.027082362780678,1
8.08927392737795,1
8.15651688434159,1
8.22756504933744,1
8.296302799290451,1
8.252198244005518,1
8.213312636299994,1
8.174884381560267,1
8.13334881614167,1
8.039380166656004,1
7.946074265292455,1
7.851686137849158,1
7.753185144261105,1
7.610451856392183,1
7.4669069211621615,1
7.321321798986523,1
