method,baseline,metric,n_pairs,mean_diff,ci_low,ci_high,cohen_d,p_value,p_holm,significant
grey_box_mpc,rule_based,epi,10,-0.8042986022596915,-1.252172208444532,-0.36635417524143876,-1.049555764848826,0.013671875,0.0546875,False
nn_mpc,rule_based,epi,10,-6.674900738564439,-8.682913242369422,-4.817936447029947,-2.0234710319651366,0.001953125,0.009765625,True
oracle_mpc,rule_based,epi,2,-1.9507452648575454,-1.9652209636178575,-1.9362695660972333,-95.2897147088187,0.5,0.5,False
ppo,rule_based,epi,3,-17.667896962946283,-21.26936278246483,-15.865761554448122,-5.664673523207631,0.25,0.5,False
sindy_mpc,rule_based,epi,10,-3.8728545829296275,-6.707993484120902,-0.7777602860443897,-0.7745936049551067,0.048828125,0.146484375,False
