train,test,seed,rollout_rmse,maha,ens_std,epi_unguarded,viol_unguarded,epi_guarded,viol_guarded,guard_frac
2019:03-01,2020:03-01,0,2.601798938255247,2.71811194784533,0.04743081908025046,1.2502217913166311,917,0.668845275724022,1035,0.33556547619047616
2019:03-01,2021:07-01,0,8.047385098313471,9.007216667595785,0.24499350781044246,-0.5811220162201283,200,0.577850347192876,846,1.0
2019:03-01,2022:10-01,0,21.81564745214903,4.029362744510415,0.05636357339061665,-0.33340195093958713,946,-0.6888406754596509,826,0.8370535714285714
2019:03-01,2023:01-01,0,23.694249808083377,3.9184756929922706,0.04874108796460011,-5.623216721464058,1462,-6.0504144598090015,1223,0.47544642857142855
2019:03-01,2021:03-01,0,3.017641015135985,2.8791897261130748,0.0472172662053631,-0.18045692929244397,1224,-0.1139791463525065,1042,0.39955357142857145
