method,epi_mean,epi_std,viol_mean,Tcorr,n
rule_based,4.6464599079955935,0.0,2450.0,95.29513888888889,10
grey_box_mpc,3.842161305735902,0.7663228855443331,5869.9,63.55628164270862,10
ppo,3.810487762894246,1.155199783031461,1787.9,86.00347222222221,10
sindy_mpc,0.8165588435361885,3.775296141724899,5746.6,49.34375,10
sac,-2.407860876028616,1.2355110008527237,1682.5,81.77256944444444,10
