steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,method,seed,test_year,xi_uboil,rng_seed,horizon,max_solver_failures,secs,regen_id,config_hash,git_sha,image
5760,4.633505033605601,18.82551512786217,14.192010094256572,7.289512529497127,2.1524715303685187,4.750026034390926,764786.5520694008,80.99458366107919,15.83342011463642,7.174905101228396,95.22569444444444,275,385.74970149993896,100.0,0,0.0,62.10069444444445,2183,6893.667533874512,2458,2492.1410341909514,545.9800039294614,1594.4233554580537,964.8017977790362,0,5760,1.0,False,rule_based,3,2020,,-1,20,100,4.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-6.971197553462108,18.221369854828968,25.192567408291076,8.104337951146658,2.1297811298067355,14.958448327337681,740243.1503524268,90.04819945718509,49.86149442445894,7.099270432689119,93.87152777777777,353,601.7383589744568,100.0,0,0.0,51.05902777777778,2819,6172.752422332764,3172,2770.71382839817,1719.3618767216722,1577.6156514270263,1167.3957143081307,0,5760,1.0,False,rule_based,3,2021,,-1,20,100,4.8,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,1.3275113618985808,17.637418865785413,16.309907503886834,7.499613752832879,2.1396342341557695,6.670659516898183,716520.1414225324,83.3290416981431,22.235531722993944,7.132114113852565,95.39930555555556,265,493.48263025283813,100.0,0,0.0,61.111111111111114,2240,5014.862869262695,2505,2563.970514295536,766.7424732707419,1584.9142469795343,1140.604291500547,0,5760,1.0,False,rule_based,3,2022,,-1,20,100,4.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.8142653819713086,17.52128685038918,21.335552232360484,7.35007553803624,2.3552000843903835,11.630276609933864,711802.2782970604,81.66750597818044,38.767588699779544,7.850666947967945,93.02083333333333,402,549.7288312911987,100.0,0,0.0,53.07291666666667,2703,6248.114597320557,3105,2512.846337649489,1336.8134034486193,1744.592654565445,1265.6447612482766,0,5760,1.0,False,rule_based,3,2023,,-1,20,100,4.8,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-2.1588286095020024,11.601713775390792,13.760542384892794,4.185200037449261,3.193688964883168,6.381653382560365,471319.62212525087,46.50222263832512,21.272177941867884,10.645629882943894,48.66319444444444,2957,5691.329283237457,82.23958333333333,1023,1654569.3239746094,53.43750000000001,2682,5798.0731773376465,6662,1430.8376195992983,733.5233770431447,2365.6955293070546,1523.4313842963795,0,5760,1.0,False,sindy_mpc_conf,3,2020,0.0,4174263774,20,100,79.8,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-5.273983441821384,7.565001724092323,12.838985165913709,5.684850930528356,3.5158311029290243,3.6383031324563273,307328.1950412506,63.16501033920395,12.127677108187758,11.719437009763414,51.94444444444445,2768,5871.9662544727325,70.57291666666666,1695,2557605.194946289,36.64930555555556,3649,7618.235496520996,8112,1943.5387795871543,418.1957624616574,2604.319333776297,1401.1430028870564,0,5760,1.0,False,sindy_mpc_conf,3,2021,0.0,4174263774,20,100,80.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-4.704581359512508,9.000518795499474,13.70510015501198,4.183361904857646,3.202358817187558,6.319379432966777,365646.0760671661,46.48179894286274,21.064598109889257,10.674529390625194,52.708333333333336,2724,8341.664004564285,68.19444444444444,1832,4144524.9365234375,42.43055555555556,3316,7708.061084747314,7872,1430.2091996240435,726.3654521623466,2372.117641721923,1346.1111479829838,0,5760,1.0,False,sindy_mpc_conf,3,2022,0.0,4174263774,20,100,85.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.4194600562041497,8.039496632855855,11.458956689060006,4.87145244374678,3.308172404349625,3.279331840963599,326604.55070976913,54.12724937496423,10.931106136545331,11.027241347832083,54.39236111111111,2627,3927.9088048934937,88.69791666666667,651,913528.6384277344,43.05555555555556,3280,5689.096435546875,6558,1665.4538259953367,376.9346943350352,2450.498075146261,1779.276019066946,0,5760,1.0,False,sindy_mpc_conf,3,2023,0.0,4174263774,20,100,77.4,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,4.799008334267879,13.570268283977743,8.771259949709865,4.909930888396132,3.6314072746620916,0.22992178665164056,551292.1490365958,54.55478764884591,0.7664059555054685,12.104690915540306,59.53125,2331,2819.473587036133,92.39583333333333,438,259347.04931640625,67.46527777777777,1874,3608.7137603759766,4643,1678.608849600643,26.427791571736705,2689.931315227926,1536.282843403273,0,5760,1.0,False,sindy_mpc_dense,3,2020,0.031140727109899843,1414005743,20,100,71.4,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-2.485324669931325,7.742320653245621,10.227645323176944,6.598441563349872,2.786894520009848,0.8423092398172256,314531.77653810335,73.31601737055414,2.807697466057419,9.289648400032826,63.97569444444444,2075,2225.0247983932495,93.02083333333333,402,251786.7466583252,68.22916666666666,1830,2957.677734375,4307,2255.877456783006,96.81715397247656,2064.3663094218923,1376.282198241854,0,5760,1.0,False,sindy_mpc_dense,3,2021,0.031140727109899843,1414005743,20,100,71.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,1.2420174435017222,10.906782228333181,9.664764784831458,5.988783168524905,2.9308986581813934,0.7450829581251606,443088.0280260355,66.54203520583228,2.483609860417202,9.769662193937979,74.30555555555556,1480,1438.0042400360107,92.5,432,329450.2951660156,71.97916666666667,1614,2866.5541610717773,3526,2047.4472373913413,85.64171930329564,2171.036043606683,1327.930258197509,0,5760,1.0,False,sindy_mpc_dense,3,2022,0.031140727109899843,1414005743,20,100,71.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,0.4610209407895678,9.877848155118913,9.416827214329345,5.578189838536417,3.708157733038438,0.13047964275449048,401287.58130170585,61.97988709484908,0.43493214251496826,12.360525776794793,72.8125,1566,1582.6772384643555,93.54166666666667,372,227479.06018066406,52.82986111111111,2717,4569.7585525512695,4655,1907.0734485380722,14.99766011123561,2746.783507100241,1767.695262526578,0,5760,1.0,False,sindy_mpc_dense,3,2023,0.031140727109899843,1414005743,20,100,71.3,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,4.798665976284177,13.568637994997482,8.769972018713307,4.909705005139938,3.6309941869745463,0.22927282659882292,551225.9185467728,54.5522778348882,0.7642427553294098,12.103313956581822,59.548611111111114,2330,2819.9138803482056,92.41319444444444,437,259156.6348876953,67.46527777777777,1874,3608.099437713623,4641,1678.5316254569868,26.3531985467625,2689.625323313576,1536.3373240442866,0,5760,1.0,False,sindy_mpc_lowthr,3,2020,0.031140724056142544,1197778244,20,100,71.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-2.486918930016568,7.73817932098264,10.225098250999208,6.597849774837062,2.7868312620507547,0.8404172141113921,314363.53491491976,73.30944194263402,2.8013907137046408,9.289437540169184,63.97569444444444,2075,2223.8724269866943,92.93402777777777,407,252550.45057678223,68.22916666666666,1830,2951.7782821655273,4312,2255.675135901909,96.59967991815029,2064.31945276637,1376.0657989798074,0,5760,1.0,False,sindy_mpc_lowthr,3,2021,0.031140724056142544,1197778244,20,100,70.6,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,1.241836243262731,10.907873348347941,9.66603710508521,5.987884243817744,2.9308808635797745,0.7472719976876909,443132.35477663507,66.53204715353048,2.49090665895897,9.76960287859925,74.32291666666667,1479,1438.448733329773,92.5,432,329814.23693847656,71.99652777777777,1613,2863.8847694396973,3524,2047.1399123570473,85.89333310232152,2171.0228620576454,1327.9856507415684,0,5760,1.0,False,sindy_mpc_lowthr,3,2022,0.031140724056142544,1197778244,20,100,71.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,0.46628962501712146,9.8789866591273,9.41269703411018,5.578192158571408,3.706655881560218,0.12784899397855343,401333.8330270466,61.97991287301565,0.42616331326184476,12.355519605200728,72.79513888888889,1567,1583.9973735809326,93.54166666666667,372,224131.3829345703,52.951388888888886,2710,4562.818344116211,4649,1907.0742415697737,14.695286652570372,2745.6710261247163,1768.2370952438082,0,5760,1.0,False,sindy_mpc_lowthr,3,2023,0.031140724056142544,1197778244,20,100,73.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
