metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,block,condition,recipe,seed,test_year,xi_uboil,rng_seed,traj_steps,regen_id,config_hash,git_sha,image
one_step,1,t_in,1.8486162195530906,1.4162600015399158,0.8317389393089251,,,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,103.54715498881437,82.47750195269633,0.6826414088183572,,,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.774730927851768,4.761871854437438,0.6223596573906638,,,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.204400399082574,1.8568611055661428,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,118.78425645374404,98.97917320046562,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,7.537555614474253,5.923213123976646,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.1676619906706693,1.8104946095801489,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,212.63308087488713,171.57996550439472,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,9.364297757632613,7.387651847879286,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.3862273748665412,1.9638000511512053,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,295.05958712246985,245.7690174204952,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,10.741387012253124,8.392183058927863,,0.0,20.0,replay,replay_confirmatory,confirmatory,19,2020,0.05812297632532848,3747979278,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,t_in,1.8433262202033422,1.41431339025849,0.8327005530133498,,,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,100.33564660947172,81.93444790162923,0.7020218460129548,,,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.570116919141183,4.623713015851223,0.6448265635542838,,,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.271149631629687,1.858548981698244,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,121.94742944049567,101.33868284845303,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,7.114801927617972,5.71894144098452,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.1982387551609297,1.8114684613097216,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,245.0169382769255,196.4325184075752,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.731752811865384,6.270184409405738,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.3958080331008675,1.9536742610468585,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,358.75342965454803,297.5199185135801,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.576192291024077,6.619886967448769,,0.0,20.0,replay,replay_lowthr,lowthr,19,2020,0.04928842647894444,1519259795,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
