metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,block,condition,recipe,seed,test_year,xi_uboil,rng_seed,traj_steps,regen_id,config_hash,git_sha,image
one_step,1,t_in,1.9004845831780386,1.5078593506404179,0.8139919484422415,,,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,100.9516207697769,79.62974701077948,0.6939764755023422,,,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.450500513862431,4.619620700120212,0.6588345564687411,,,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.4621959077140856,1.922012401722973,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,129.51909149144348,108.25429939030614,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,8.526507496441278,6.709260852202402,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.6404571575183042,2.144733922265338,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,337.8350145225383,272.9561969582,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,8.15395627814397,6.891583366359505,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.702538496165997,2.221656302440686,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,423.7764844437085,350.28621035074576,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.560297534952957,6.955829935139379,,0.0,20.0,replay,replay_confirmatory,confirmatory,9,2020,0.0,1308943729,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,t_in,1.8008835645707282,1.408962906466865,0.8329777573282002,,,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,97.63486283899441,79.42187166061173,0.7137548995048578,,,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.380775909338604,4.56052792354004,0.6661701308923458,,,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.3561402466269747,1.8368423993456893,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,141.47187060119387,118.04860573578586,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,8.239482053690466,6.562613125990316,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.4134665688843464,1.9369301154509706,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,353.1545840410943,284.55956776537573,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.663944578373842,6.387650996150199,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.454435209832817,1.9806459441873243,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,483.03070542164096,405.5388401502635,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.112434693306321,6.383545064746991,,0.0,20.0,replay,replay_lowthr,lowthr,9,2020,0.02603693362313919,1681742920,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
