steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,factor,value,seed,test_year,regen_id,config_hash,git_sha,image,nonzero,xi_uboil,rep
5760,7.302752782160914,16.867016055800015,9.5642632736391,4.939350317105418,4.175349454601749,0.4495635019319317,685222.5272668755,54.8816701900602,1.4985450064397723,13.917831515339163,62.43055555555556,2164,1872.3477115631104,88.81944444444444,644,1022434.4592285156,67.23958333333333,1887,3868.4434242248535,4695,1688.6667753834085,51.67396572142614,3092.8514479600904,1420.314685841369,0,5760,1.0,False,design,mpc_horizon=8,mpc_horizon,8.0,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,
5760,5.191800514903708,17.2711005285599,12.079300013656193,4.747096358197018,5.880254155019625,1.4519495004395502,701638.4589727459,52.745515091077976,4.8398316681318345,19.60084718339875,66.64930555555556,1921,1587.7998123168945,55.65972222222222,2554,3796966.5013427734,58.072916666666664,2415,5272.950031280518,6890,1622.9389268407754,166.8907476607423,4355.743819830001,1346.2948685813583,0,5760,1.0,False,design,mpc_horizon=12,mpc_horizon,12.0,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,
5760,4.6482630820908035,17.335977717925964,12.68771463583516,4.68347561860212,6.21226195851575,1.79197705871729,704274.0947907423,52.038617984468004,5.973256862390967,20.70753986171917,68.85416666666667,1794,1539.6824035644531,53.697916666666664,2667,4222710.909545898,56.041666666666664,2532,5894.0515213012695,6993,1601.1882450241583,205.9743748138777,4601.675524937185,1387.998237186424,0,5760,1.0,False,design,mpc_horizon=20,mpc_horizon,20.0,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,
5760,1.903369837576811,16.274072512437233,14.370702674860421,4.852579905215597,6.2073325257647705,3.3107902438800556,661134.1958177626,53.917554502395525,11.035967479600187,20.6911084192159,69.25347222222223,1771,2799.899890899658,50.85069444444444,2831,8237969.042358398,53.94097222222223,2653,7030.1401290893555,7255,1659.001676589283,380.550602546012,4598.024093355512,1336.116774175559,0,5760,1.0,False,design,mpc_horizon=30,mpc_horizon,30.0,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,
5760,4.627137607681989,17.337360496995807,12.710222889313819,4.683060044507301,6.250247818260446,1.7769150265460731,704330.2701904547,52.03400049452557,5.923050088486911,20.83415939420149,68.90625,1791,1536.7683963775635,53.17708333333333,2697,4251860.632324219,55.78125000000001,2547,5933.130168914795,7035,1601.0461694462654,204.2431064275064,4629.813198601982,1387.108027103641,0,5760,1.0,False,design,stlsq_threshold=0.01,stlsq_threshold,0.01,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,43.0,0.049307788131238636,
5760,-14.669745002315041,24.490659194876145,39.160404197191184,5.4779450205238245,2.7293495708811357,30.953109605786228,994933.0297918434,60.86605578359805,103.17703201928742,9.09783190293712,59.791666666666664,2316,2896.976071357727,100.0,0,0.0,52.74305555555555,2722,4839.686985015869,5038,1872.8017161787825,3557.828689845856,2021.7404228634953,1949.8943567184656,0,5760,1.0,False,design,stlsq_threshold=0.05,stlsq_threshold,0.05,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,28.0,0.0,
5760,2.6511251216786973,5.615805634317057,2.9646805126383597,0.15453569478294812,2.055544947730021,0.7545998701253905,228142.10389413044,1.7170632753660904,2.5153329004179685,6.851816492433404,32.395833333333336,3894,18520.47910952568,95.46875,261,160865.58056640625,25.763888888888886,4276,31989.412746429443,8431,52.832716146534665,86.73561716155994,1522.625886349958,1440.0652275187956,0,5760,1.0,False,design,stlsq_threshold=0.1,stlsq_threshold,0.1,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,20.0,0.0,
5760,-1.0975196246502517,3.666185047138021,4.763704671788273,0.7627036222164519,0.8370145155381049,3.1639865340337154,148938.7675399821,8.474484691293911,10.546621780112385,2.7900483851270166,31.12847222222222,3967,23130.90560722351,78.24652777777777,1253,2328593.0471191406,29.097222222222225,4084,24442.20269393921,9304,260.7533750814481,363.6766129697494,620.0107520376532,647.8123589732676,0,5760,1.0,False,design,stlsq_threshold=0.2,stlsq_threshold,0.2,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,12.0,0.0,
5704,4.452663561410561,16.600840321217447,12.148176759806887,6.223819131976839,4.417126071356079,1.5072315564739673,674409.1380494587,69.15354591085377,5.024105188246558,14.723753571186931,80.55750350631136,1109,605.7270832061768,81.57433380084152,1051,1522633.4829101562,84.08134642356241,908,1693.4322814941406,3068,2127.8014125248637,173.24500661624361,3271.945237801775,1389.8167977461612,0,5760,0.9903,True,design,coef_perturb=0.1,coef_perturb,0.1,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,0.0
5760,-2.0553119530455843,13.479041917869392,15.534353870914975,5.424140248767632,5.815686763511574,4.29452685863577,547586.077913444,60.268224986307025,14.3150895287859,19.385622545038583,93.50694444444444,374,272.1647481918335,38.59375,3537,14991885.703857422,43.35069444444444,3263,9493.199657440186,7174,1854.4069224530085,493.6237766777238,4307.916121011127,791.6128003281465,0,5760,1.0,False,design,coef_perturb=0.1,coef_perturb,0.1,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,1.0
