block,condition,seed,test_year,threshold,r_dist_err,r_std_err,auc_dist,auc_std,n_steps,regen_id,config_hash,git_sha,image,steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,guard_activations,secs
guard,guarded,2,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,0.693352303056616,9.816829270321636,9.12347696726502,5.168023996348951,2.411302025733515,1.544150945182555,398808.6891068165,57.42248884832168,5.147169817275183,8.037673419111718,61.77083333333333,2202.0,3220.691921710968,99.75694444444444,14.0,7356.906860351562,48.61111111111111,2960.0,8193.635662078857,5176.0,1766.8458105113937,177.4886144270435,1786.1496482325615,1607.29764703717,0.0,5760.0,1.0,False,-1.0,74.2
signal,mahalanobis,3,2021,2.8595478900837894,0.2619698355744126,0.1185355647882779,0.6980717543464746,0.6281576923489185,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,3,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-5.5307602126978495,7.631481320733085,13.162241533430931,5.778281550041017,3.9152800221971034,3.4686799611928145,310028.9286547816,64.20312833378908,11.562266537309382,13.050933407323676,53.40277777777778,2684.0,5635.614700317383,68.26388888888889,1828.0,4439490.080688477,43.888888888888886,3232.0,7206.265655517578,7744.0,1975.480872345949,398.69884588648927,2900.2074232252608,1405.1814661835556,0.0,5760.0,1.0,False,-1.0,75.5
guard,guarded,3,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.3302627983505317,7.509511197892354,10.839773996242888,5.496351751709385,3.5339737193843703,1.8094485251491303,305073.8924143769,61.07057501899317,6.031495083830436,11.779912397947902,45.12152777777778,3161.0,7497.52235865593,66.66666666666666,1920.0,4344588.345703125,42.74305555555556,3298.0,13683.518394470217,8379.0,1879.0946146941124,207.98258921328,2617.7583098111418,1266.4155846750411,0.0,5760.0,1.0,False,-1.0,75.0
signal,mahalanobis,3,2022,2.8595478900837894,0.2665741111352725,0.1360270204958246,0.7295366328488434,0.6595530661135764,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,3,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.85613749862485,9.29441371752825,14.1505512161531,4.274387362916489,3.809470329540416,6.066693523696196,377585.5572745852,47.49319292129432,20.222311745653982,12.698234431801383,53.55902777777778,2675.0,7959.28333902359,67.06597222222223,1897.0,7849180.221679687,46.31944444444444,3092.0,7419.855278015137,7664.0,1461.3290122645076,697.3210947693325,2821.829872010079,1338.6140675294569,0.0,5760.0,1.0,False,-1.0,80.1
guard,guarded,3,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.5376938313775703,9.547291427625252,12.08498525900282,4.511332150895943,3.803904825561351,3.7697482825455273,387858.71424727584,50.1259127877327,12.565827608485092,12.67968275187117,51.24999999999999,2808.0,8909.082564353943,66.97916666666667,1902.0,6709612.194580078,50.41666666666666,2856.0,10476.841995239258,7566.0,1542.3357770796592,433.304400212116,2817.707279064979,1258.9172333882498,0.0,5760.0,1.0,False,-1.0,75.8
signal,mahalanobis,3,2023,2.8595478900837894,0.1164038208163533,0.1867630950633293,0.5971013007267347,0.6405117826441142,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,3,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.5382279596190607,8.030770984140844,11.568998943759905,4.907344473038403,3.542201203219112,3.1194532675023883,326250.0712307218,54.526049700426704,10.398177558341295,11.807337344063706,54.37499999999999,2628.0,3946.7267808914185,87.03125,747.0,1758528.8033447266,46.75347222222222,3067.0,5344.879165649414,6442.0,1677.7246062952906,358.5578468907789,2623.8527423274886,1772.131153299816,0.0,5760.0,1.0,False,-1.0,72.1
guard,guarded,3,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.7350175384370043,7.772732811848816,10.50775035028582,4.974112419914147,3.377124662206747,2.156513268164927,315767.27048135817,55.267915776823855,7.188377560549757,11.257082207355824,50.79861111111112,2834.0,4761.949324607849,87.03125,747.0,1873030.732421875,46.61458333333333,3075.0,6798.456367492676,6656.0,1700.5512537167417,247.87508831454988,2501.573823102091,1731.9256074427635,0.0,5760.0,1.0,False,-1.0,71.1
signal,mahalanobis,4,2021,2.8595478900837894,0.2105939853083449,0.2017877550201845,0.6709984028983644,0.7099294300812485,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,4,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-6.4089881510457305,6.627923541674116,13.036911692719848,6.310463320792089,6.340837270434892,0.3856111014928669,269259.393880511,70.1162591199121,1.2853703383095565,21.13612423478297,50.10416666666667,2874.0,5752.183197678067,49.39236111111111,2915.0,5269501.321289063,62.13541666666666,2181.0,3709.642517089844,7970.0,2157.4233579509983,44.323115233514656,4696.916495898081,1453.6040122137947,0.0,5760.0,1.0,False,-1.0,75.7
guard,guarded,4,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-5.083096542087965,7.511479475663609,12.594576017751574,6.182009455394121,5.947525938868059,0.4650406234893947,305153.85369883414,68.68899394882358,1.5501354116313155,19.82508646289353,47.1875,3042.0,7537.956297159195,51.59722222222223,2788.0,5073923.467895508,54.28819444444445,2633.0,9613.276439666748,8463.0,2113.5075067027888,53.45294528862651,4405.574767588226,1329.096851522036,0.0,5760.0,1.0,False,-1.0,72.9
signal,mahalanobis,4,2022,2.8595478900837894,0.2215390414777554,0.1941558059703777,0.6994412489013228,0.6752021834201556,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,4,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.050371885109229,7.189003492328241,11.239375377437469,4.766541075371406,5.821335600181093,0.65149870188497,292053.2668758348,52.961567504126734,2.171662339616567,19.404452000603644,51.71875,2781.0,7734.969892024994,57.13541666666667,2469.0,8328606.9775390625,60.920138888888886,2251.0,4299.864582061768,7501.0,1629.586692368356,74.88490824418858,4312.100442727509,1414.033483193768,0.0,5760.0,1.0,False,-1.0,79.8
guard,guarded,4,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5329.0,-3.171935627381954,7.437466657976582,10.609402285358536,4.8835684776940536,5.167063007662749,0.558770800001733,302147.08298029867,54.26187197437837,1.86256933333911,17.223543358875833,48.73334584349784,2732.0,9140.93426513672,52.65528241696378,2523.0,7283124.35144043,58.24732595233627,2225.0,7928.170974731445,7480.0,1669.5960607871652,64.22652874127655,3827.4540795230378,1113.173428011724,0.0,5760.0,0.9252,True,-1.0,70.1
signal,mahalanobis,4,2023,2.8595478900837894,0.1205183276324558,0.224937880607427,0.6199397201320557,0.6905759614766223,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,4,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.6036636907816,7.186817849239468,11.790481540021068,5.341121516844004,6.405749548321982,0.0436104748550802,291964.4751253534,59.34579463160005,0.1453682495169342,21.352498494406607,51.89236111111111,2771.0,4179.107391834259,69.375,1764.0,2567489.971923828,64.01041666666667,2073.0,2762.9997367858887,6608.0,1826.0244511516228,5.012698281595307,4744.999666036182,1803.822411533736,0.0,5760.0,1.0,False,-1.0,72.7
guard,guarded,4,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.207168438462723,7.584070178549069,11.791238617011793,5.357644023463968,6.209776225059648,0.2238183684881776,308102.851003556,59.52937803848854,0.7460612282939255,20.69925408353216,49.77430555555556,2893.0,5141.124651432037,71.04166666666667,1668.0,2718698.5002441406,61.57986111111112,2213.0,4388.708015441895,6774.0,1831.6731703766068,25.726249315708152,4599.834240246799,1772.400576943734,0.0,5760.0,1.0,False,-1.0,71.2
signal,mahalanobis,5,2021,2.8595478900837894,0.2189585690020642,0.1005357664490757,0.6635344314746928,0.575663694878556,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,5,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-6.441641816844273,6.637420951751485,13.079062768595762,6.2519768048497255,6.4921632080348814,0.3349227557111531,269645.22616490413,69.46640894277473,1.1164091857038438,21.64054402678294,49.895833333333336,2886.0,6337.189682159573,49.30555555555556,2920.0,5259855.774169922,61.59722222222223,2212.0,3791.436218261719,8018.0,2137.4279672105986,38.49686836127717,4809.009782427527,1423.465769480081,0.0,5760.0,1.0,False,-1.0,75.9
guard,guarded,5,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-5.282293259423577,7.331784976332985,12.61407823575656,6.073365671733623,6.032539868802303,0.5081726952206344,297853.7646635275,67.48184079704026,1.693908984068781,20.10846622934101,45.59027777777778,3134.0,8309.722942113876,49.25347222222222,2923.0,5161814.600463867,52.96875,2709.0,10811.741149902344,8766.0,2076.364332649181,58.41065472267711,4468.548051062283,1278.4665708279076,0.0,5760.0,1.0,False,-1.0,72.7
signal,mahalanobis,5,2022,2.8595478900837894,0.2374359745072691,0.1466578633619202,0.71786385646451,0.5988199937830944,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,5,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.342653107839836,6.872502222901366,11.215155330741204,4.6751893910467786,5.911830863164612,0.6281350765298122,279195.402805368,51.94654878940865,2.093783588432707,19.706102877215372,52.44791666666667,2739.0,8387.07324886322,56.92708333333333,2481.0,7680793.896606445,61.458333333333336,2220.0,4303.616680145264,7440.0,1598.3553470425877,72.1994340647922,4379.133971775245,1373.6488533531617,0.0,5760.0,1.0,False,-1.0,80.8
guard,guarded,5,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5329.0,-3.3680006590463307,7.162060400970761,10.530061060017092,4.78819638097827,5.177194626798872,0.5646700522399507,290958.7037894372,53.20218201086967,1.8822335074665024,17.257315422662906,48.22668418089698,2759.0,9742.078511953354,51.96096828673296,2560.0,6609692.4697265625,57.008819665978606,2291.0,8370.932346343994,7610.0,1636.9902148193628,64.90460358723848,3834.958981313544,1101.708067601263,0.0,5760.0,0.9252,True,-1.0,69.9
signal,mahalanobis,5,2023,2.8595478900837894,0.1377546294497998,0.1624175059811532,0.6225621422599524,0.5792521491199862,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,5,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.906653023046436,7.252813267684692,12.159466290731128,5.451678928269005,6.65992528808278,0.0478620743793435,294645.5389996906,60.57421031410006,0.1595402479311451,22.19975096027593,53.07291666666667,2703.0,4397.378151416779,69.375,1764.0,2540183.4354248047,66.00694444444444,1958.0,2552.738723754883,6425.0,1863.821856644352,5.501387871340949,4933.277991478259,1764.387639442633,0.0,5760.0,1.0,False,-1.0,72.1
guard,guarded,5,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-4.528563837033605,7.5944800274923345,12.12304386452594,5.4290070818526655,6.475917694669397,0.2181190880038775,308525.7511168761,60.32230090947407,0.7270636266795918,21.58639231556465,50.625,2844.0,5361.634161949158,70.0,1728.0,2627741.5364990234,63.29861111111112,2114.0,4541.083438873291,6686.0,1856.0707977266643,25.071159545058432,4796.976069862789,1738.6686751050445,0.0,5760.0,1.0,False,-1.0,72.3
signal,mahalanobis,6,2021,2.8595478900837894,0.2690998498016393,0.1164467677235359,0.647059296417776,0.5482269090188008,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,6,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.1572375150817003,7.761794271643418,9.919031786725116,7.363134037624206,1.6648592030199385,0.891038546080975,315322.89228551387,81.81260041804673,2.9701284869365834,5.549530676733129,75.86805555555556,1390.0,1359.3690512180328,99.47916666666666,30.0,17195.895263671875,57.25694444444444,2462.0,4472.520950317383,3882.0,2517.3107814204404,102.41822372560928,1233.2290383833874,1362.4370645150675,0.0,5760.0,1.0,False,-1.0,72.7
guard,guarded,6,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.235966701267176,7.732237938792938,9.968204640060112,7.06404561745958,1.4793894800506702,1.424769542549863,314122.1662634631,78.4893957495509,4.749231808499544,4.931298266835568,64.96527777777777,2018.0,4610.867885112762,99.91319444444444,5.0,166.67724609375,52.69097222222222,2725.0,9101.061031341553,4748.0,2415.058330816566,163.76661387830148,1095.8440593062865,1333.8260623931446,0.0,5760.0,1.0,False,-1.0,69.3
signal,mahalanobis,6,2022,2.8595478900837894,0.3114022843797259,0.2091756894859985,0.7124615797907691,0.5806238209316783,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,6,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,5.272757388882311,14.912501261355912,9.639743872473604,6.712498294246124,2.071532527079704,0.8557130511477763,605820.363742584,74.58331438051249,2.8523768371592544,6.905108423599013,84.53125,891.0,709.3692674636841,100.0,0.0,0.0,64.75694444444444,2030.0,3698.2179832458496,2921.0,2294.871211263715,98.35782212748371,1534.4685383093115,1376.5459210442873,0.0,5760.0,1.0,False,-1.0,79.2
guard,guarded,6,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5344.0,-0.583641433733193,8.972392714873601,9.556034148606797,6.728981149029037,1.6367952009077211,1.1902577986700358,364503.45404174,74.76645721143375,3.967525995566786,5.455984003025737,71.61302395209582,1517.0,4042.400305747986,99.90643712574852,5.0,326.017822265625,62.612275449101794,1998.0,6326.714881896973,3520.0,2300.5063760811763,136.81124112978534,1212.440889295939,1187.5013162117418,0.0,5760.0,0.9278,True,-1.0,65.0
signal,mahalanobis,6,2023,2.8595478900837894,0.1484025312183334,0.103144615773515,0.6068512243552641,0.5571292098098484,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,6,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,4.367639229483695,12.674599196109734,8.306959966626039,5.687310423476973,2.168178478549706,0.4514710645993607,514905.592341958,63.19233803863303,1.504903548664536,7.227261595165686,78.10763888888889,1261.0,931.8694305419922,100.0,0.0,0.0,52.15277777777778,2756.0,4512.215389251709,4017.0,1944.3796322459148,51.89322599095688,1606.0581313409043,1728.9081033844664,0.0,5760.0,1.0,False,-1.0,77.8
guard,guarded,6,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,3.445645888788714,12.111785208208644,8.66613931941993,5.674355330049671,2.1732094712113383,0.818574518158921,492041.27408347616,63.04839255610745,2.728581727196404,7.244031570704461,72.13541666666666,1605.0,2269.8192415237427,100.0,0.0,0.0,52.708333333333336,2724.0,7118.506839752197,4329.0,1939.9505411341013,94.08902528010256,1609.7847945336448,1725.3197821932729,0.0,5760.0,1.0,False,-1.0,75.2
signal,mahalanobis,7,2021,2.8595478900837894,0.2761669303307351,0.3407378696857749,0.6373246135871546,0.7036760134628164,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,7,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-1.7369686113345528,7.643979751062996,9.38094836239755,7.042744117447104,1.6484972437236165,0.6897070012268292,310536.6773869342,78.25271241607894,2.299023337422764,5.494990812412055,78.29861111111111,1250.0,793.7961416244507,99.82638888888889,10.0,958.473388671875,52.552083333333336,2733.0,5405.355895996094,3993.0,2407.775765025406,79.27666669971738,1221.1090695248563,1266.2702939037465,0.0,5760.0,1.0,False,-1.0,64.1
guard,guarded,7,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.457843123755716,7.351427391715992,10.80927051547171,6.861358445888574,1.5126791304635008,2.4352329391196337,298651.7377884622,76.2373160654286,8.11744313039878,5.0422637682116696,66.35416666666667,1938.0,5339.3837122917175,98.64583333333331,78.0,27196.12670898437,49.13194444444444,2930.0,11738.87102508545,4946.0,2345.7635700777064,279.9118319418918,1120.5030596962508,1194.4840928051772,0.0,5760.0,1.0,False,-1.0,64.1
signal,mahalanobis,7,2022,2.8595478900837894,0.32397462618348,0.3648957273110041,0.7062661117006452,0.6696032837052758,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,7,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,5.910296243425922,14.84748826906285,8.937192025636929,6.1343337323977,2.1054727231975257,0.6973855700417009,603179.2109306783,68.15926369330778,2.3246185668056696,7.018242410658419,82.72569444444444,995.0,703.5344181060791,100.0,0.0,0.0,59.72222222222222,2320.0,4950.041061401367,3315.0,2097.2081145385346,80.15926076205021,1559.6094237867037,1264.8403811374822,0.0,5760.0,1.0,False,-1.0,73.5
guard,guarded,7,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,4453.0,-1.2808807390768164,7.0853486140613295,8.366229353138145,5.596175677359503,1.1435016114406862,1.6265520643379563,287842.28744624153,62.17972974843893,5.421840214459855,3.8116720381356206,70.94093869301594,1294.0,4210.89172410965,98.89961823489784,49.0,24673.349243164062,57.60161688749158,1888.0,7584.533233642578,3231.0,1913.22245422498,186.9600074749498,847.0382307603666,765.5021814204554,0.0,5760.0,0.7731,True,-1.0,50.9
signal,mahalanobis,7,2023,2.8595478900837894,0.1680347993877307,0.2757892546863911,0.6102395384483461,0.6780969301348425,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,7,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,4.703811152070895,12.574939361927232,7.871128209856335,5.381870668156201,2.355304551446159,0.1339529902539762,510856.9115782938,59.79856297951334,0.4465099675132541,7.851015171487196,77.55208333333333,1293.0,826.0893602371216,100.0,0.0,0.0,46.47569444444444,3083.0,5705.0244789123535,4376.0,1839.9557848962693,15.39689537957492,1744.670038232705,1653.1109782390995,0.0,5760.0,1.0,False,-1.0,71.0
guard,guarded,7,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,2.717113521847471,10.997187776901576,8.280074255054103,5.316599320838664,2.331889094977792,0.6315858392376476,446760.75343662646,59.07332578709627,2.1052861307921584,7.772963649925974,70.41666666666667,1704.0,2604.970772266388,99.98263888888889,1.0,7.28125,45.763888888888886,3124.0,9522.227684020996,4829.0,1817.640793827436,72.59607344210342,1727.325255860861,1590.6384069447308,0.0,5760.0,1.0,False,-1.0,69.1
signal,mahalanobis,8,2021,2.8595478900837894,0.2441371411189646,0.1384312646341357,0.6669554044204343,0.5925588730250606,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,8,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.392700844897212,7.122107340219773,9.514808185116983,7.350804320976097,2.036465858286326,0.1275380058545619,289335.6106964283,81.67560356640108,0.4251266861818731,6.788219527621088,59.61805555555556,2326.0,3762.494458675385,99.28819444444444,41.0,44279.208984375,65.52083333333333,1986.0,2620.0005798339844,4353.0,2513.095495567444,14.659540940973727,1508.4932281571018,1457.820672134065,0.0,5760.0,1.0,False,-1.0,66.7
guard,guarded,8,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.3595241388823984,7.073074349521361,9.43259848840376,7.168393999302351,1.923587464038781,0.3406170250626281,287343.6454493053,79.64882221447057,1.1353900835420936,6.4119582134626025,53.36805555555556,2686.0,5894.106642484665,98.31597222222224,97.0,46904.89001464844,59.53125,2331.0,9516.57479095459,5114.0,2450.732991456589,39.15138217467761,1424.8796041424855,1342.9790953947945,0.0,5760.0,1.0,False,-1.0,65.4
signal,mahalanobis,8,2022,2.8595478900837894,0.2643137268381803,0.273085574589255,0.7313320323386284,0.6532152389221172,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,8,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,0.055729534547905,8.85832887012603,8.802599335578126,6.32342185787051,2.397639422434655,0.0815380552729591,359869.61034887,70.2602428652279,0.2717935175765306,7.992131408115517,62.5,2160.0,3776.272902488709,99.01041666666669,57.0,27831.235961914062,73.19444444444444,1544.0,1915.185962677002,3761.0,2161.853626284161,9.372190264276032,1776.029201493919,1417.6039956233142,0.0,5760.0,1.0,False,-1.0,69.4
guard,guarded,8,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5027.0,-0.694972196125148,7.329699172992518,8.024671369117666,6.023659147186977,1.7130493618949807,0.28796286003571,297769.02890282107,66.9295460798553,0.9598762001190336,5.710164539649936,57.668589616073206,2128.0,5995.026266098023,98.13009747364234,94.0,58463.20178222656,67.31649094887608,1643.0,6775.505916595459,3865.0,2059.370648269602,33.09917930016806,1268.925453455776,1016.8568795456416,0.0,5760.0,0.8727,True,-1.0,59.3
signal,mahalanobis,8,2023,2.8595478900837894,0.1293890980005441,0.0130664058664948,0.5974989013227003,0.527300121122473,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,8,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-0.845683962571358,7.868897192376536,8.714581154947894,5.965597639205459,2.7477695406735085,0.0012139750689268,319673.9484402968,66.28441821339399,0.0040465835630893,9.15923180224503,59.60069444444444,2327.0,3053.658703804016,100.0,0.0,0.0,63.59375000000001,2097.0,2560.1410751342773,4424.0,2039.52055961276,0.1395373632350898,2035.3848457266663,1791.0375384277509,0.0,5760.0,1.0,False,-1.0,65.4
guard,guarded,8,2023,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-1.449452756929699,7.478063065533711,8.92751582246341,5.991346975251133,2.741216327848368,0.1949525193639099,303796.312037307,66.57052194723482,0.6498417312130332,9.13738775949456,58.22916666666666,2406.0,3736.599362373352,99.61805555555556,22.0,4598.09716796875,64.91319444444444,2021.0,5093.907093048096,4449.0,2048.32375109138,22.40833556290992,2030.530614510885,1739.3621859012806,0.0,5760.0,1.0,False,-1.0,64.5
signal,mahalanobis,9,2021,2.8595478900837894,0.2642845684839809,0.1566828652590471,0.6765976375758356,0.5971887259630845,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,9,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-2.037955728086132,7.922360589445253,9.960316317531388,6.889507727865552,1.935771500869793,1.1350370887960402,321845.8989462134,76.5500858651728,3.7834569626534673,6.4525716695659785,62.93402777777778,2135.0,2448.198088645935,99.91319444444444,5.0,78.80517578125,56.57986111111111,2501.0,4200.363510131836,4641.0,2355.3872568366146,130.4640331747429,1433.904815237112,1396.413327109853,0.0,5760.0,1.0,False,-1.0,72.8
guard,guarded,9,2021,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-3.331486266454717,7.959624316670785,11.2911105831255,6.593406240483207,1.7929375607720122,2.904766781870284,323359.73786475067,73.2600693387023,9.682555939567612,5.976458535906708,53.645833333333336,2670.0,6050.329815626144,99.13194444444444,50.0,11690.859008789062,49.91319444444444,2885.0,11009.13836288452,5605.0,2254.155979345149,333.8812392646236,1328.1018968588542,1294.696583546871,0.0,5760.0,1.0,False,-1.0,70.4
signal,mahalanobis,9,2022,2.8595478900837894,0.3114497643834859,0.2103830399868407,0.7449688618775056,0.6236172744227925,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,9,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5760.0,-0.2745865259116951,9.565792309628876,9.84037883554057,6.181560863299833,2.270784702337734,1.388033269903003,388610.31257867307,68.68400959222036,4.626777566343343,7.56928234112578,68.94097222222221,1789.0,2064.7371940612798,99.87847222222224,7.0,815.269775390625,63.50694444444444,2102.0,3653.501361846924,3898.0,2113.3541423194697,159.5440540434641,1682.0627421380354,1360.105509678517,0.0,5760.0,1.0,False,-1.0,72.3
guard,guarded,9,2022,2.8595478900837894,,,,,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5027.0,-2.462985871167907,8.276617123885703,10.739602995053607,5.762716371208855,1.6053633389953657,3.3715232848493883,336237.57065785665,64.0301819023206,11.23841094949796,5.351211129984552,61.58742788939725,1931.0,5866.688723087311,97.75213845235729,113.0,56121.93908691406,60.59279888601552,1981.0,8102.645721435547,4025.0,1970.1594424766745,387.53141201787207,1189.1580292014417,951.9452896400792,0.0,5760.0,0.8727,True,-1.0,64.8
signal,mahalanobis,9,2023,2.8595478900837894,0.1359501546698094,0.0779746679082385,0.6141299614659035,0.5542656146161598,5759.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
