steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,oracle_horizon,seed,test_year,secs,regen_id,config_hash,git_sha,image,metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,recipe,xi_uboil,rng_seed,traj_steps
5760.0,2.9060299595184538,18.01890342903692,15.112873469518465,7.679688308647336,2.664534657307101,4.768650503564028,732017.9518046249,85.3298700960815,15.89550167854676,8.881782191023671,74.0625,1494.0,2446.116859436035,100.0,0.0,0.0,69.34027777777779,1766.0,4156.366451263428,3260.0,2625.534463472017,548.1207468983857,1973.7293751118218,742.7327609335678,11.0,5760.0,1.0,False,horizon,h=12,12.0,2,2020,4828.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,
5760.0,2.7498578375567724,18.102437548498393,15.352579710941619,7.558688664420188,2.6096691034953636,5.184221943026068,735411.5254077472,83.98542960466877,17.280739810086892,8.698897011651212,80.59027777777777,1118.0,1779.8812952041626,100.0,0.0,0.0,69.67013888888889,1747.0,4007.4676780700684,2865.0,2584.1670635479513,595.8875787329366,1933.088223415879,709.2322122221034,67.0,5760.0,1.0,False,horizon,h=20,20.0,2,2020,7931.1,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,
3685.0,0.19511899293872204,11.795205277230215,11.600086284291493,5.381701615107071,1.5752477768594444,4.643136892324978,479180.2143874775,59.79668461230079,15.477122974416593,5.250825922864815,75.41383989145183,906.0,1771.5423307418823,100.0,0.0,0.0,70.47489823609226,1088.0,2523.944694519043,1994.0,1839.89798553822,533.6938962441293,1166.8502041244724,435.08792663727695,100.0,5760.0,0.6398,True,horizon,h=48,48.0,2,2020,12345.1,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,
3532.0,-1.032288561573248,11.470311525025966,12.502600086599212,5.429854825149546,1.605320869977974,5.467424391471695,465981.4057041799,60.3317202794394,18.22474797157232,5.351069566593247,68.54473386183464,1111.0,2243.842998981476,100.0,0.0,0.0,70.0736126840317,1057.0,2599.908157348633,2168.0,1856.3606226421339,628.4395852977482,1189.126570874666,467.0447238279306,100.0,5760.0,0.6132,True,horizon,h=96,96.0,2,2020,20185.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,one_step,1.0,t_in,1.774928434316275,1.376187424336123,0.8422285924653157,,,confirmatory,0.0,1712067057.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,one_step,1.0,co2,104.93774650696848,83.46718473300879,0.672821158234655,,,confirmatory,0.0,1712067057.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,one_step,1.0,rh,6.39750842065809,4.543932222959216,0.6679055891186075,,,confirmatory,0.0,1712067057.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,4.0,t_in,2.1929042647072845,1.812587968467684,,0.0,20.0,confirmatory,0.0,1712067057.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,4.0,co2,157.3295262401125,122.55942185695426,,0.0,20.0,confirmatory,0.0,1712067057.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,4.0,rh,6.186427783019602,4.84648771264542,,0.0,20.0,confirmatory,0.0,1712067057.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,20.0,t_in,2.3335768633357787,1.919415892991998,,0.0,20.0,confirmatory,0.0,1712067057.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,20.0,co2,347.077246996715,271.15829216335953,,0.0,20.0,confirmatory,0.0,1712067057.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,2,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,20.0,rh,8.072124182388045,6.6541812525430855,,0.0,20.0,confirmatory,0.0,1712067057.0,5760.0
