block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,8,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,21,8.134445845985496,2.6551591301433,0.0,1.8152790939375238,,True,35.1
ladder,raw/d1/stlsq/savgol,8,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.287167590479054,5.2359046249397565,0.0,2.983614848310181,,True,32.8
ladder,raw/d1/stlsq/kalman,8,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.123273154685478,5.56917219827222,0.0,2.9862823268192114,,True,34.7
ladder,raw/d1/sr3/none,8,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.134445845985496,4.295558820681426,0.0,2.3484390253352188,,True,33.8
ladder,raw/d1/sr3/savgol,8,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.287167590479054,5.0287940059044365,0.0,2.9769913569898283,,True,34.2
ladder,raw/d1/sr3/kalman,8,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.123273154685478,7.176444888875489,0.0,2.989427421707569,,True,34.6
ladder,raw/d1/constrained/none,8,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.134445845985496,4.295558820681426,0.0,2.3484390253352188,,True,32.9
ladder,raw/d1/constrained/savgol,8,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.287167590479054,5.0287940059044365,0.0,2.9769913569898283,,True,34.5
ladder,raw/d1/constrained/kalman,8,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.123273154685478,7.176444888875489,0.0,2.989427421707569,,True,34.2
ladder,raw/d1/ensemble/none,8,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,21,8.134445845985496,2.66240630976216,0.0,1.8176616530314427,,True,33.7
ladder,raw/d1/ensemble/savgol,8,raw,1,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.287167590479054,5.249713863691503,0.0,2.983805758192099,,True,33.9
ladder,raw/d1/ensemble/kalman,8,raw,1,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.123273154685478,5.599410480578306,0.0,2.986420386797646,,True,34.3
ladder,raw/d2/stlsq/none,8,raw,2,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,49,8.134445845985496,4.997168469944618,0.13333333333333333,1.1141299717189668,,False,161.9
ladder,raw/d2/stlsq/savgol,8,raw,2,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.287167590479054,5.2359046249397565,0.0,2.983614848310181,,False,190.4
ladder,raw/d2/stlsq/kalman,8,raw,2,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.123273154685478,5.56917219827222,0.0,2.9862823268192114,,False,189.7
ladder,raw/d2/sr3/none,8,raw,2,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,7,8.134445845985496,4.865412651629229,0.0,2.3316939088310176,,False,188.9
ladder,raw/d2/sr3/savgol,8,raw,2,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.287167590479054,4.965068945745911,0.0,2.9696689849234423,,False,187.9
ladder,raw/d2/sr3/kalman,8,raw,2,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.123273154685478,5.44265201042596,0.0,2.985583985118182,,False,188.3
ladder,raw/d2/constrained/none,8,raw,2,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,7,8.134445845985496,4.865412651629229,0.0,2.3316939088310176,,False,191.1
ladder,raw/d2/constrained/savgol,8,raw,2,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.287167590479054,4.965068945745911,0.0,2.9696689849234423,,False,190.7
ladder,raw/d2/constrained/kalman,8,raw,2,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.123273154685478,5.44265201042596,0.0,2.985583985118182,,False,189.4
ladder,raw/d2/ensemble/none,8,raw,2,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,49,8.134445845985496,14.037945349248412,0.13333333333333333,1.1150471182679966,,False,166.9
ladder,raw/d2/ensemble/savgol,8,raw,2,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.287167590479054,5.2152517358947,0.0,2.983302688383286,,False,191.3
ladder,raw/d2/ensemble/kalman,8,raw,2,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.123273154685478,5.587969501415089,0.0,2.986369204169733,,False,194.8
