block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,15,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,20,8.621664727398038,2.7834566231965403,0.0,1.9018718016364426,,True,29.9
ladder,raw/d1/stlsq/savgol,15,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.604626249135437,5.556625149257699,0.0,2.9980625412013455,,True,28.8
ladder,raw/d1/stlsq/kalman,15,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.191598447321054,5.84064289896093,0.0,3.0004228619826696,,True,29.8
ladder,raw/d1/sr3/none,15,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5,8.621664727398038,4.516209337375472,0.0,2.3712785322953547,,True,29.5
ladder,raw/d1/sr3/savgol,15,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.604626249135437,5.325243968248609,0.0,2.985734665618831,,True,29.1
ladder,raw/d1/sr3/kalman,15,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.191598447321054,5.830137085327258,0.0,3.000369202943848,,True,29.6
ladder,raw/d1/constrained/none,15,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5,8.621664727398038,4.516209337375472,0.0,2.3712785322953547,,True,28.8
ladder,raw/d1/constrained/savgol,15,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.604626249135437,5.325243968248609,0.0,2.985734665618831,,True,28.9
ladder,raw/d1/constrained/kalman,15,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.191598447321054,5.830137085327258,0.0,3.000369202943848,,True,29.2
ladder,raw/d1/ensemble/none,15,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,21,8.621664727398038,2.8673602349839338,0.0,1.9091698232233563,,True,29.0
