metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,block,condition,recipe,seed,test_year,xi_uboil,rng_seed,traj_steps,regen_id,config_hash,git_sha,image
one_step,1,t_in,1.8596060613238925,1.4658109921706974,0.8255557159819175,,,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,101.13000570436466,79.9620452505232,0.7018046094520227,,,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.462916380082064,4.619203950077513,0.6569187525000589,,,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.541365416330092,2.0998325476742172,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,175.60286034442547,140.07211276462075,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,7.760927306719162,6.349536904962792,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.6189780379260412,2.103154587470196,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,308.76922915162174,248.98819509866658,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.878471728536669,6.4096744725843315,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.671086673522297,2.1874439667867196,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,398.181417069543,326.8940235128647,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.641156459356184,6.897780580552922,,0.0,20.0,replay,replay_confirmatory,confirmatory,12,2020,0.0,2620518588,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,t_in,1.7643860867376917,1.3741421110871903,0.8429629651822859,,,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,98.17542236252734,79.18430795440975,0.7189740535552951,,,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.360280137097781,4.532268093423557,0.6677290327023089,,,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.444179124750925,1.9647337943939924,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,176.2380151927014,139.93489650194618,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,7.658620838767234,6.203943262389721,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.4363269817301365,1.9480279184288918,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,312.70890010294664,248.52497014463825,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.578776441920865,6.024389260742346,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.4384857799816166,1.9714285919082717,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,447.9501882426071,372.8636846291708,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.245036510425566,6.423912047406329,,0.0,20.0,replay,replay_lowthr,lowthr,12,2020,0.03995243008592141,3889291081,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
