block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,19,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,19,8.38878193051425,2.7812666834957644,0.0,1.8776071392226374,,True,31.6
ladder,raw/d1/stlsq/savgol,19,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.578264123232854,5.598231578352705,0.0,3.106662487846956,,True,30.6
ladder,raw/d1/stlsq/kalman,19,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.573448620911796,5.897394459372033,0.0,3.1092071562910504,,True,31.3
ladder,raw/d1/sr3/none,19,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5,8.38878193051425,4.431357288695345,0.0,2.4352122625786183,,True,31.8
ladder,raw/d1/sr3/savgol,19,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.578264123232854,5.346836504727453,0.0,3.0970307751481885,,True,30.5
ladder,raw/d1/sr3/kalman,19,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.573448620911796,7.7747876324426075,0.0,3.112806307834173,,True,31.5
ladder,raw/d1/constrained/none,19,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,5,8.38878193051425,4.431357288695345,0.0,2.4352122625786183,,True,30.7
ladder,raw/d1/constrained/savgol,19,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.578264123232854,5.346836504727453,0.0,3.0970307751481885,,True,30.8
ladder,raw/d1/constrained/kalman,19,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.573448620911796,7.7747876324426075,0.0,3.112806307834173,,True,31.7
ladder,raw/d1/ensemble/none,19,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,19,8.38878193051425,2.79157861801366,0.0,1.8777573162437458,,True,30.8
ladder,raw/d1/ensemble/savgol,19,raw,1,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.578264123232854,5.6111511459622605,0.0,3.1068436666494836,,True,31.4
ladder,raw/d1/ensemble/kalman,19,raw,1,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.573448620911796,5.860610603432422,0.0,3.1090069189303327,,True,32.3
ladder,raw/d2/stlsq/none,19,raw,2,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,46,8.38878193051425,2.034774215625817,0.0,1.1641312222361675,,False,173.4
ladder,raw/d2/stlsq/savgol,19,raw,2,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.578264123232854,5.598231578352705,0.0,3.106662487846956,,False,176.1
ladder,raw/d2/stlsq/kalman,19,raw,2,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.573448620911796,5.897394459372033,0.0,3.1092071562910504,,False,175.7
ladder,raw/d2/sr3/none,19,raw,2,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,7,8.38878193051425,4.919170977163266,0.0,2.407202667391291,,False,175.4
ladder,raw/d2/sr3/savgol,19,raw,2,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.578264123232854,5.4856101996969056,0.0,3.104383544223938,,False,173.2
ladder,raw/d2/sr3/kalman,19,raw,2,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.573448620911796,5.607391634522731,0.0,3.106791459206986,,False,174.6
ladder,raw/d2/constrained/none,19,raw,2,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,7,8.38878193051425,4.919170977163266,0.0,2.407202667391291,,False,171.5
ladder,raw/d2/constrained/savgol,19,raw,2,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.578264123232854,5.4856101996969056,0.0,3.104383544223938,,False,173.4
ladder,raw/d2/constrained/kalman,19,raw,2,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.573448620911796,5.607391634522731,0.0,3.106791459206986,,False,175.4
ladder,raw/d2/ensemble/none,19,raw,2,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,49,8.38878193051425,1.9462967226236443,0.26666666666666666,1.1645835220229679,,False,129.6
ladder,raw/d2/ensemble/savgol,19,raw,2,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.578264123232854,5.610005836671628,0.0,3.1068280609401655,,False,163.9
ladder,raw/d2/ensemble/kalman,19,raw,2,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.573448620911796,5.931028458372862,0.0,3.109375535407081,,False,167.9
