metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,block,condition,recipe,seed,test_year,xi_uboil,rng_seed,traj_steps,regen_id,config_hash,git_sha,image
one_step,1,t_in,1.7570941757444516,1.3806681725824204,0.8415464801931667,,,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,99.55665107300183,79.57100930216244,0.6907923336548744,,,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.4055196223125614,4.477640084617285,0.6692721515519902,,,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.1365561467521124,1.7363275094031423,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,148.7911735994211,119.94526499627482,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,6.904219117969133,5.250724740825381,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.045028979217735,1.692694079155368,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,239.2919175320494,194.9780653760342,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,8.047272255528677,6.551681620879442,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.2720570199255055,1.8437507913821587,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,296.13606709996935,248.40752953485674,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.986881087829257,7.15412141235469,,0.0,20.0,replay,replay_confirmatory,confirmatory,17,2020,0.0,246107914,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,t_in,1.779258794590338,1.4006159835725467,0.8375236871899828,,,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,96.30137347363052,77.90242302191116,0.7106825310950128,,,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.348424413286653,4.491375653441718,0.6751417204924098,,,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.2701003734080456,1.836828126610809,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,145.21316331474543,119.12869766345848,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,6.911216241237303,5.319167261902625,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.137039536989927,1.75249215304904,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,244.81176337610825,192.55200829633432,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.560744602468837,6.220088272349882,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.344555115277356,1.901838999369629,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,318.7280674405713,261.33761253151346,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.392640529518479,6.564657455029177,,0.0,20.0,replay,replay_lowthr,lowthr,17,2020,0.03995441618659745,2479374571,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
