block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,10,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,18,8.483568972378473,2.6459616831943253,0.0,1.8910142770712834,,True,30.5
ladder,raw/d1/stlsq/savgol,10,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.555298450399224,5.665051977608048,0.0,3.08435088142837,,True,29.6
ladder,raw/d1/stlsq/kalman,10,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.318013166656787,6.0093613709487155,0.0,3.0869116078806997,,True,30.2
ladder,raw/d1/sr3/none,10,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.483568972378473,4.336446571066304,0.0,2.4232237409069555,,True,29.8
ladder,raw/d1/sr3/savgol,10,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.555298450399224,5.277697482871713,0.0,3.064204327229338,,True,29.5
ladder,raw/d1/sr3/kalman,10,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.318013166656787,7.459659749137964,0.0,3.09000888757667,,True,30.2
ladder,raw/d1/constrained/none,10,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.483568972378473,4.336446571066304,0.0,2.4232237409069555,,True,29.9
ladder,raw/d1/constrained/savgol,10,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.555298450399224,5.277697482871713,0.0,3.064204327229338,,True,29.1
ladder,raw/d1/constrained/kalman,10,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.318013166656787,7.459659749137964,0.0,3.09000888757667,,True,29.9
ladder,raw/d1/ensemble/none,10,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,19,8.483568972378473,2.655888997781227,0.0,1.8911960958021685,,True,30.0
