block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,12,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,18,7.9630369353959765,2.8535738882282127,0.0,1.8640932653798217,,True,31.9
ladder,raw/d1/stlsq/savgol,12,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.14650319209692,5.701731061359712,0.0,3.089222037380523,,True,30.8
ladder,raw/d1/stlsq/kalman,12,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.37105456559031,6.222497927357421,0.0,3.091927038593314,,True,31.5
ladder,raw/d1/sr3/none,12,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,7.9630369353959765,4.592086096645593,0.0,2.391210519733828,,True,31.0
ladder,raw/d1/sr3/savgol,12,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.14650319209692,5.2896078774438005,0.0,3.0754543378605823,,True,29.9
ladder,raw/d1/sr3/kalman,12,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.37105456559031,6.544580019225805,0.0,3.0927476662489686,,True,31.0
ladder,raw/d1/constrained/none,12,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,7.9630369353959765,4.592086096645593,0.0,2.391210519733828,,True,30.0
ladder,raw/d1/constrained/savgol,12,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.14650319209692,5.2896078774438005,0.0,3.0754543378605823,,True,30.2
ladder,raw/d1/constrained/kalman,12,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.37105456559031,6.544580019225805,0.0,3.0927476662489686,,True,30.7
ladder,raw/d1/ensemble/none,12,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,18,7.9630369353959765,2.8717377166577958,0.0,1.8642742100290293,,True,30.5
