steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,method,seed,test_year,xi_uboil,rng_seed,horizon,max_solver_failures,secs,regen_id,config_hash,git_sha,image
5760,4.633505033605601,18.82551512786217,14.192010094256572,7.289512529497127,2.1524715303685187,4.750026034390926,764786.5520694008,80.99458366107919,15.83342011463642,7.174905101228396,95.22569444444444,275,385.74970149993896,100.0,0,0.0,62.10069444444445,2183,6893.667533874512,2458,2492.1410341909514,545.9800039294614,1594.4233554580537,964.8017977790362,0,5760,1.0,False,rule_based,17,2020,,-1,20,100,4.6,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-6.971197553462108,18.221369854828968,25.192567408291076,8.104337951146658,2.1297811298067355,14.958448327337681,740243.1503524268,90.04819945718509,49.86149442445894,7.099270432689119,93.87152777777777,353,601.7383589744568,100.0,0,0.0,51.05902777777778,2819,6172.752422332764,3172,2770.71382839817,1719.3618767216722,1577.6156514270263,1167.3957143081307,0,5760,1.0,False,rule_based,17,2021,,-1,20,100,4.6,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,1.3275113618985808,17.637418865785413,16.309907503886834,7.499613752832879,2.1396342341557695,6.670659516898183,716520.1414225324,83.3290416981431,22.235531722993944,7.132114113852565,95.39930555555556,265,493.48263025283813,100.0,0,0.0,61.111111111111114,2240,5014.862869262695,2505,2563.970514295536,766.7424732707419,1584.9142469795343,1140.604291500547,0,5760,1.0,False,rule_based,17,2022,,-1,20,100,4.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.8142653819713086,17.52128685038918,21.335552232360484,7.35007553803624,2.3552000843903835,11.630276609933864,711802.2782970604,81.66750597818044,38.767588699779544,7.850666947967945,93.02083333333333,402,549.7288312911987,100.0,0,0.0,53.07291666666667,2703,6248.114597320557,3105,2512.846337649489,1336.8134034486193,1744.592654565445,1265.6447612482766,0,5760,1.0,False,rule_based,17,2023,,-1,20,100,4.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,8.468324327420133,16.322913139444577,7.854588812024445,4.937917267112553,2.266681851320797,0.6499896935910943,663118.346289936,54.865747412361706,2.1666323119703144,7.555606171069324,59.583333333333336,2328,2691.3981342315674,100.0,0,0.0,66.57986111111111,1925,3857.4320678710938,4253,1688.1768425706568,74.71145898105452,1679.0235925571865,1490.860072797483,0,5760,1.0,False,sindy_mpc_conf,17,2020,0.0,246107914,20,100,77.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-1.8608014905019634,7.9790335630262526,9.839835053528214,7.049497171794918,1.7413160406996977,1.0490218410335999,324148.23849794146,78.32774635327688,3.496739470112,5.804386802332326,64.40972222222221,2050,2285.4892835617065,99.51388888888889,28,15858.091674804688,59.82638888888889,2314,3945.992401123047,4392,2410.084502585102,120.57722322819272,1289.8637344808415,1288.0603113085072,0,5760,1.0,False,sindy_mpc_conf,17,2021,0.0,246107914,20,100,68.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,5.5627624998167695,15.314112082395061,9.75134958257829,6.32364448637996,2.100655736453228,1.3270493597451023,622135.8033472993,70.2627165153329,4.423497865817008,7.002185788177426,74.77430555555556,1453,1387.7397060394287,100.0,0,0.0,66.30208333333333,1941,3065.0787086486816,3394,2161.92973944502,152.53440921905425,1556.041285319965,1296.5017469132322,0,5760,1.0,False,sindy_mpc_conf,17,2022,0.0,246107914,20,100,77.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,4.5997304861286885,12.833728000357695,8.233997514229006,5.53994614594694,2.289664102572118,0.40438726570994776,521370.2000145314,61.55495717718823,1.3479575523664926,7.6322136752403935,66.31944444444444,1940,1823.4163064956665,100.0,0,0.0,54.045138888888886,2647,4069.94624710083,4587,1893.9986836464143,46.48129496692485,1696.047484323487,1697.5183489857736,0,5760,1.0,False,sindy_mpc_conf,17,2023,0.0,246107914,20,100,76.4,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,5.333372257553274,16.8804747269641,11.547102469410824,5.119737596276929,5.831385782893479,0.5959790902404163,685769.2857829165,56.88597329196588,1.9865969674680544,19.43795260964493,71.82291666666667,1623,1000.3920955657959,56.47569444444444,2507,2542116.9580078125,58.71527777777777,2378,4706.308364868164,6508,1750.3376378109974,68.50334389031396,4319.545024300276,1299.4540095927478,0,5760,1.0,False,sindy_mpc_dense,17,2020,0.039954412753753964,2428746035,20,100,67.5,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-0.25010338124676645,13.104824832870552,13.354928214117319,6.981764334652322,5.279683735217023,1.0934801442479718,532383.5088353661,77.5751592739147,3.644933814159906,17.598945784056742,80.78125,1107,668.9540119171143,53.95833333333333,2652,2387247.239959717,49.47916666666667,2910,4859.650428771973,6669,2386.927977034552,125.68737307140636,3910.8768389021616,1127.929554752071,0,5760,1.0,False,sindy_mpc_dense,17,2021,0.039954412753753964,2428746035,20,100,68.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,2.637458869969908,15.659356285905194,13.021897415935285,6.421477838692221,4.932565015829055,1.667854561414011,636161.3491148985,71.3497537632469,5.55951520471337,16.44188338609685,84.42708333333333,897,521.1600427627563,69.25347222222223,1771,1446681.4842529297,62.083333333333336,2184,3857.1494674682617,4852,2195.3770384831932,191.70742084291015,3653.7518618756776,1174.1209692320092,0,5760,1.0,False,sindy_mpc_dense,17,2022,0.039954412753753964,2428746035,20,100,68.1,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
