steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,factor,value,seed,test_year,regen_id,config_hash,git_sha,image,nonzero,xi_uboil,rep
5760,5.34888258598593,13.86280546422086,8.513922878234933,4.996556991067185,3.4273135455179,0.09005234164984734,563176.4719839725,55.5172999007465,0.3001744721661578,11.424378485059668,56.388888888888886,2512,3014.7450256347656,99.94791666666667,3,274.62744140625,83.42013888888889,955,2290.954189300537,3470,1708.2246122477713,10.350843804295526,2538.7507736606854,1494.3357529547466,0,5760,1.0,False,design,mpc_horizon=8,mpc_horizon,8.0,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,
5760,4.290257102948141,13.461272332866592,9.171015229918451,4.977789753735984,4.100685854744111,0.09253962143835526,546864.1885227053,55.30877504151094,0.30846540479451756,13.668952849147038,57.06597222222223,2473,2934.573287010193,93.35069444444444,383,71240.79260253906,82.41319444444444,1013,2196.735134124756,3869,1701.8084634129164,10.636738156526768,3037.5450771315946,1501.9479878867357,0,5760,1.0,False,design,mpc_horizon=12,mpc_horizon,12.0,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,
5760,3.1580303701046835,13.121051947411562,9.963021577306879,5.038704543182168,4.844434423973219,0.07988261015149198,533042.7353635947,55.98560603535742,0.26627536717163997,16.1481147465774,57.048611111111114,2474,2935.7209854125977,79.28819444444444,1193,503280.2764892578,81.54513888888889,1063,2069.219223022461,4730,1722.6340325651274,9.181909236163872,3588.4699451433216,1510.8670102600022,0,5760,1.0,False,design,mpc_horizon=20,mpc_horizon,20.0,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,
5760,3.039315495193765,13.212178291622742,10.172862796428976,5.103987100603666,4.982642929297131,0.08623276652817902,536744.7430971739,56.71096778448518,0.2874425550939301,16.60880976432377,58.14236111111111,2411,2817.7292671203613,76.38888888888889,1360,625287.9763183594,80.9375,1098,2153.2873039245605,4869,1744.9528548701344,9.911812226800588,3690.8466135031754,1492.2508353946955,0,5760,1.0,False,design,mpc_horizon=30,mpc_horizon,30.0,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,
5760,2.245413632730978,11.561963990836094,9.316550358105118,4.697409754079491,4.501371766068695,0.11776883795693131,469704.78712771635,52.193441711994346,0.39256279318977105,15.00457255356232,62.18749999999999,2178,2676.050033569336,72.58680555555556,1579,927476.8306884766,63.020833333333336,2130,5584.31466293335,5887,1605.9520525052333,13.53664803941017,3334.3494555238617,1554.9936953576535,0,5760,1.0,False,design,stlsq_threshold=0.01,stlsq_threshold,0.01,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,40.0,0.03149970750793897,
5760,-1.335374704349861,12.424192424616598,13.75956712896646,4.793802720201694,2.512466439873106,6.453297968891658,504732.8172500493,53.26447466890772,21.51099322963886,8.374888132910353,51.89236111111111,2771,4621.0055112838745,100.0,0,0.0,73.17708333333334,1545,3452.472370147705,4316,1638.906913378361,741.7583872182286,1861.0862522635614,1522.1243340616088,0,5760,1.0,False,design,stlsq_threshold=0.05,stlsq_threshold,0.05,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,27.0,0.0,
5760,1.7061188360214212,4.9402179607829195,3.234099124761498,0.16214675250230356,2.2959639187260663,0.7759884535331278,200696.3546568061,1.8016305833589286,2.5866281784437595,7.653213062420221,30.32986111111111,4013,20307.805728197098,95.03472222222223,286,207018.1475830078,31.71875,3933,25593.48366165161,8232,55.43478715484161,89.19407504878902,1700.7140139011542,1447.1498712373418,0,5760,1.0,False,design,stlsq_threshold=0.1,stlsq_threshold,0.1,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,23.0,0.0,
5760,4.52681827511864,6.036061015523812,1.5092427404051711,0.21715946504431777,0.30418208975517846,0.987901185605675,245214.97875565488,2.412882944936864,3.2930039520189167,1.0139402991839284,33.611111111111114,3824,17450.614330768585,91.28472222222223,502,722466.7060546875,24.791666666666668,4332,31669.87091064453,8658,74.24255212671191,113.5518604353603,225.32006641327297,1324.3222693693515,0,5760,1.0,False,design,stlsq_threshold=0.2,stlsq_threshold,0.2,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,13.0,0.0,
5760,4.636523139401217,14.770659547520635,10.134136408119419,6.100126872633815,3.250411440341715,0.7835980951438887,600058.0441180258,67.77918747370906,2.611993650479629,10.83470480113905,93.19444444444444,392,456.40763568878174,95.32986111111111,269,177758.0646057129,60.90277777777777,2252,3753.708728790283,2913,2085.5134610047894,90.0687466256465,2407.7121786269754,828.0287245795889,0,5760,1.0,False,design,coef_perturb=0.1,coef_perturb,0.1,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,0.0
5760,7.592625947762059,14.58799280282151,6.995366855059453,4.415927791155023,2.3211834339096264,0.2582556299948035,592637.2076146239,49.065864346166926,0.8608520999826784,7.7372781130320885,42.79513888888889,3295,6202.163271903992,100.0,0,0.0,74.63541666666667,1461,3630.5278129577637,4756,1509.718902263893,29.68455513192397,1719.3951368809871,1454.4113851228174,0,5760,1.0,False,design,coef_perturb=0.1,coef_perturb,0.1,16,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,1.0
