block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,2,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,20,8.476853922818032,2.7259051680363973,0.0,1.855921620268726,,True,30.4
ladder,raw/d1/stlsq/savgol,2,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.54390330656483,5.486740457043219,0.0,3.06103993557784,,True,29.0
ladder,raw/d1/stlsq/kalman,2,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.339006743395808,5.808775270710373,0.0,3.0634965008402455,,True,29.8
ladder,raw/d1/sr3/none,2,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.476853922818032,4.4719433622735805,0.0,2.4473118567599808,,True,29.5
ladder,raw/d1/sr3/savgol,2,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.54390330656483,5.1831085997009945,0.0,3.0494699758133996,,True,29.0
ladder,raw/d1/sr3/kalman,2,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.339006743395808,6.027414940650949,0.0,3.0643587817515385,,True,29.7
ladder,raw/d1/constrained/none,2,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.476853922818032,4.4719433622735805,0.0,2.4473118567599808,,True,29.0
ladder,raw/d1/constrained/savgol,2,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.54390330656483,5.1831085997009945,0.0,3.0494699758133996,,True,29.2
ladder,raw/d1/constrained/kalman,2,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.339006743395808,6.027414940650949,0.0,3.0643587817515385,,True,30.0
ladder,raw/d1/ensemble/none,2,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,20,8.476853922818032,2.721110114118974,0.0,1.856048473067992,,True,30.4
ladder,raw/d1/ensemble/savgol,2,raw,1,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.54390330656483,5.491287009515736,0.0,3.0610963380198726,,True,29.5
ladder,raw/d1/ensemble/kalman,2,raw,1,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.339006743395808,5.8050910730441965,0.0,3.063478696740122,,True,30.8
ladder,raw/d2/stlsq/none,2,raw,2,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,43,8.476853922818032,232.7949556254601,0.05,1.182235664149877,,False,156.4
ladder,raw/d2/stlsq/savgol,2,raw,2,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.54390330656483,5.486740457043219,0.0,3.06103993557784,,False,164.4
ladder,raw/d2/stlsq/kalman,2,raw,2,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.339006743395808,5.808775270710373,0.0,3.0634965008402455,,False,164.5
ladder,raw/d2/sr3/none,2,raw,2,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.476853922818032,4.889389694908035,0.0,2.487161921096646,,False,162.2
ladder,raw/d2/sr3/savgol,2,raw,2,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.54390330656483,5.173310668392076,0.0,3.0482422446260276,,False,164.9
ladder,raw/d2/sr3/kalman,2,raw,2,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.339006743395808,5.827095378806363,0.0,3.06358302561063,,False,167.4
ladder,raw/d2/constrained/none,2,raw,2,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.476853922818032,4.889389694908035,0.0,2.487161921096646,,False,163.4
ladder,raw/d2/constrained/savgol,2,raw,2,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.54390330656483,5.173310668392076,0.0,3.0482422446260276,,False,163.7
ladder,raw/d2/constrained/kalman,2,raw,2,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.339006743395808,5.827095378806363,0.0,3.06358302561063,,False,165.5
ladder,raw/d2/ensemble/none,2,raw,2,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,39,8.476853922818032,2.01192631391652,0.0,1.2195624841094312,,False,165.4
ladder,raw/d2/ensemble/savgol,2,raw,2,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.54390330656483,5.499917833982255,0.0,3.0612005080787577,,False,164.5
ladder,raw/d2/ensemble/kalman,2,raw,2,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.339006743395808,5.83551709026427,0.0,3.0636217208892464,,False,169.0
ladder,physics/d1/stlsq/none,2,physics,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,36,56.41328014909656,34.20324440550797,0.7,1.7146019533919459,,True,15.9
ladder,physics/d1/stlsq/savgol,2,physics,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,43.582213745581534,5.486740457043219,0.0,3.06103993557784,,True,39.2
ladder,physics/d1/stlsq/kalman,2,physics,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.075671552561666,5.808775270710373,0.0,3.0634965008402455,,True,39.8
ladder,physics/d1/sr3/none,2,physics,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,15,56.41328014909656,565.5530883908109,0.8833333333333333,2.349436532750482,,True,10.6
