block,condition,seed,draw,test_year,threshold,r_dist_err,r_std_err,auc_dist,auc_std,n_steps,regen_id,config_hash,git_sha,image,steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,guard_activations,secs
signal,mahalanobis,9,0,2021,2.8595478900837885,0.2737591256335311,0.2280155335044139,0.6814746929062963,0.6206562051150127,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,9,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-2.090894632660251,7.927464578735451,10.018359211395703,6.901559548475671,1.9328163789902724,1.1839832839297593,322053.2485111277,76.68399498306302,3.946610946432531,6.442721263300908,63.38541666666667,2109.0,2407.9134001731873,99.98263888888889,1.0,5.846099853515625,56.388888888888886,2512.0,4232.60026550293,4622.0,2359.5075379016716,136.0900324941253,1431.7158357049611,1390.8075907745847,0.0,5760.0,1.0,False,False,complete,-1.0,89.7
guard,guarded,9,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-3.4161576442986816,7.934330939896913,11.350488584195595,6.597121314329409,1.7799360939583702,2.973431175907816,322332.1944333121,73.30134793699344,9.911437253026055,5.933120313194568,54.30555555555555,2632.0,6148.216876983643,99.07986111111111,53.0,13049.34912109375,49.87847222222222,2887.0,11182.428611755371,5572.0,2255.4260913883936,341.7736984611329,1318.4711805592117,1283.6138930072066,0.0,5760.0,1.0,False,False,complete,-1.0,89.1
signal,mahalanobis,9,0,2022,2.8595478900837885,0.3099312363268751,0.3113490367334355,0.7329932793105667,0.6643614541128047,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,9,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-0.33253515027206637,9.513211585991764,9.84574673626383,6.196340263374969,2.2675712643433776,1.3818352085454828,386474.2206809154,68.84822514861077,4.606117361818276,7.558570881144592,69.34027777777779,1766.0,2027.5451068878174,99.63541666666667,21.0,1283.2259521484375,63.74999999999999,2088.0,3640.6787643432617,3875.0,2118.406927473674,158.83163320659216,1679.6824178996585,1355.5831341539865,0.0,5760.0,1.0,False,False,complete,-1.0,91.2
guard,guarded,9,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5027.0,-2.560612486820306,8.202379270489045,10.76299175730935,5.789307580945291,1.6022187868260773,3.371465389537983,333221.65786361747,64.32563978828101,11.23821796512661,5.340729289420258,62.02506465088522,1909.0,5817.113121986389,97.63278297195146,119.0,56435.61181640625,60.55301372588025,1983.0,8143.058647155762,4011.0,1979.2504544861818,387.5247573029711,1186.8287315875689,951.2606035997401,0.0,5760.0,0.8727,True,False,env_terminated,-1.0,79.0
signal,mahalanobis,9,0,2023,2.8595478900837885,0.14042050185482363,0.19043948370389432,0.6214378403219929,0.6247052329195876,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,9,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,4.233710557732188,12.782139175020955,8.548428617288767,5.336596606027365,2.7519648404430175,0.4598671708183846,519274.4039852263,59.2955178447485,1.5328905693946153,9.173216134810058,61.21527777777778,2234.0,2471.0354509353638,100.0,0.0,0.0,53.888888888888886,2656.0,4138.154346466064,4890.0,1824.4774707285824,52.85829549265121,2038.4924750476007,1769.4957246678082,0.0,5760.0,1.0,False,False,complete,-1.0,98.9
guard,guarded,9,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,0.7940858771764682,9.707702896817903,8.913617019641435,5.39902953702201,2.661165891167627,0.8534215914517999,394375.43018322735,59.98921707802233,2.8447386381726663,8.870552970558757,58.21180555555555,2407.0,3522.5742111206055,99.75694444444444,14.0,5861.51708984375,53.97569444444444,2651.0,6664.295795440674,5072.0,1845.8220645743058,98.09443577409408,1971.2339935040081,1698.6380903418567,0.0,5760.0,1.0,False,False,complete,-1.0,93.4
signal,mahalanobis,9,1,2021,2.8595478900837885,0.27438376006779525,0.10095724951184784,0.6829867140437756,0.5678393037065621,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
