metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,block,condition,recipe,seed,test_year,xi_uboil,rng_seed,traj_steps,regen_id,config_hash,git_sha,image
one_step,1,t_in,1.8758716479071875,1.4754293856566145,0.8215397709934522,,,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,101.94692481105403,79.60841161322709,0.692348218825207,,,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.4522932721560755,4.580807059303888,0.6594752741879205,,,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.4088069172082585,2.0003802510666717,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,137.93513309587962,118.19378438414958,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,8.958564552790495,6.645125737103664,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.4497045587832753,2.0280691708091028,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,279.89035525541857,221.19032424754425,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,8.15080049965886,6.274807324555451,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.545767136676949,2.082885685675737,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,350.70266235366296,285.8709094419245,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,9.031888511024516,7.060043202484553,,0.0,20.0,replay,replay_confirmatory,confirmatory,8,2020,0.0,3702642371,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,t_in,1.7891955520421965,1.3924933448899681,0.837650548136137,,,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,97.39030840468482,78.74676840508675,0.7192352016254915,,,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.294065684179927,4.503657307736354,0.675971660052201,,,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.3880564082636213,1.9814224660086566,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,142.1401827918767,119.81577716396191,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,8.833439508189013,6.768337341988075,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.3597479357166598,1.9391372673411775,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,307.41623719289606,241.01397752437583,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.897008493592624,6.3469402455518535,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.408631535340509,1.9588510571331108,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,456.62480063262893,373.4061690774779,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.202697594913957,6.416138272581719,,0.0,20.0,replay,replay_lowthr,lowthr,8,2020,0.03825945352375788,261805398,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
