block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,9,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,18,8.003255503638735,2.5911493643809043,0.0,1.879755713193736,,True,29.9
ladder,raw/d1/stlsq/savgol,9,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.202756151553919,5.2828597319067745,0.0,3.0685403944759555,,True,28.6
ladder,raw/d1/stlsq/kalman,9,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.328350249531498,5.605077815957228,0.0,3.071198831673905,,True,29.0
ladder,raw/d1/sr3/none,9,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.003255503638735,4.301296948463667,0.0,2.4663876397388615,,True,28.9
ladder,raw/d1/sr3/savgol,9,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.202756151553919,4.963025889258739,0.0,3.0489356492921416,,True,28.8
ladder,raw/d1/sr3/kalman,9,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.328350249531498,5.173424197952069,0.0,3.0664560010168582,,True,29.7
ladder,raw/d1/constrained/none,9,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.003255503638735,4.301296948463667,0.0,2.4663876397388615,,True,28.7
ladder,raw/d1/constrained/savgol,9,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.202756151553919,4.963025889258739,0.0,3.0489356492921416,,True,28.9
ladder,raw/d1/constrained/kalman,9,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.328350249531498,5.173424197952069,0.0,3.0664560010168582,,True,29.4
ladder,raw/d1/ensemble/none,9,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,20,8.003255503638735,2.59609077604846,0.0,1.8797946815349316,,True,29.4
ladder,raw/d1/ensemble/savgol,9,raw,1,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.202756151553919,5.285867292233138,0.0,3.068582433155559,,True,29.3
ladder,raw/d1/ensemble/kalman,9,raw,1,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.328350249531498,5.682071050168424,0.0,3.071556494317861,,True,30.1
ladder,raw/d2/stlsq/none,9,raw,2,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,50,8.003255503638735,3.2132801631282604,0.05,1.0783819345511199,,False,155.1
ladder,raw/d2/stlsq/savgol,9,raw,2,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.202756151553919,5.2828597319067745,0.0,3.0685403944759555,,False,162.3
ladder,raw/d2/stlsq/kalman,9,raw,2,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.328350249531498,5.605077815957228,0.0,3.071198831673905,,False,162.8
ladder,raw/d2/sr3/none,9,raw,2,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.003255503638735,4.748838118403311,0.0,2.405856096847713,,False,159.2
ladder,raw/d2/sr3/savgol,9,raw,2,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.202756151553919,4.989168070916674,0.0,3.0543871731103964,,False,160.5
ladder,raw/d2/sr3/kalman,9,raw,2,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.328350249531498,5.446482960551056,0.0,3.0702219525333656,,False,162.5
ladder,raw/d2/constrained/none,9,raw,2,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.003255503638735,4.748838118403311,0.0,2.405856096847713,,False,161.0
ladder,raw/d2/constrained/savgol,9,raw,2,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.202756151553919,4.989168070916674,0.0,3.0543871731103964,,False,160.6
ladder,raw/d2/constrained/kalman,9,raw,2,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.328350249531498,5.446482960551056,0.0,3.0702219525333656,,False,162.4
ladder,raw/d2/ensemble/none,9,raw,2,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,49,8.003255503638735,12.643524898456494,0.1,1.0784999559015154,,False,149.5
ladder,raw/d2/ensemble/savgol,9,raw,2,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.202756151553919,5.285508232390933,0.0,3.0685774451514702,,False,160.6
ladder,raw/d2/ensemble/kalman,9,raw,2,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.328350249531498,5.559276792983731,0.0,3.0709558023478256,,False,164.9
ladder,physics/d1/stlsq/none,9,physics,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,38,55.19304365767819,28.861576329603526,0.6666666666666666,1.6716038150724812,,True,16.6
ladder,physics/d1/stlsq/savgol,9,physics,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,43.59164197984713,5.2828597319067745,0.0,3.0685403944759555,,True,38.0
ladder,physics/d1/stlsq/kalman,9,physics,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.76298874015599,5.605077815957228,0.0,3.071198831673905,,True,38.6
ladder,physics/d1/sr3/none,9,physics,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,17,55.19304365767819,177.712385989897,0.8166666666666667,2.4163472895278484,,True,13.0
ladder,physics/d1/sr3/savgol,9,physics,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,43.59164197984713,4.983620505360244,0.0,3.05343462979586,,True,38.6
ladder,physics/d1/sr3/kalman,9,physics,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.76298874015599,7.668324530738328,0.0,3.0749579910673432,,True,39.3
