block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,7,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,24,7.987321071148748,2.7091800277881926,0.0,1.8442218188335728,,True,29.8
ladder,raw/d1/stlsq/savgol,7,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.185200754961066,5.744872487524955,0.0,3.170692333713288,,True,28.4
ladder,raw/d1/stlsq/kalman,7,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.116288257773016,6.18132902234795,0.0,3.173536065222637,,True,29.4
ladder,raw/d1/sr3/none,7,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,7.987321071148748,4.493734652346915,0.0,2.445010741085306,,True,29.1
ladder,raw/d1/sr3/savgol,7,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.185200754961066,5.404282887904308,0.0,3.160193081351191,,True,28.6
ladder,raw/d1/sr3/kalman,7,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.116288257773016,31.191493228881583,0.0,3.1822709545193075,,True,30.3
ladder,raw/d1/constrained/none,7,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,7.987321071148748,4.493734652346915,0.0,2.445010741085306,,True,29.2
ladder,raw/d1/constrained/savgol,7,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.185200754961066,5.404282887904308,0.0,3.160193081351191,,True,29.2
ladder,raw/d1/constrained/kalman,7,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.116288257773016,31.191493228881583,0.0,3.1822709545193075,,True,29.5
ladder,raw/d1/ensemble/none,7,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,23,7.987321071148748,2.7090749977109234,0.0,1.844276836291264,,True,29.2
ladder,raw/d1/ensemble/savgol,7,raw,1,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.185200754961066,5.733850889876716,0.0,3.170566736392057,,True,29.5
ladder,raw/d1/ensemble/kalman,7,raw,1,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.116288257773016,6.2064086610551925,0.0,3.17363338160331,,True,30.3
ladder,raw/d2/stlsq/none,7,raw,2,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,48,7.987321071148748,2.1154437285884256,0.06666666666666667,1.191675165645354,,False,150.3
