block,condition,seed,draw,test_year,threshold,r_dist_err,r_std_err,auc_dist,auc_std,n_steps,regen_id,config_hash,git_sha,image,steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,guard_activations,secs
signal,mahalanobis,11,0,2021,2.8595478900837885,0.2074307279251928,0.010818203776272094,0.6765507428130426,0.49863234773940446,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,11,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-3.2946750916919596,7.980840287438488,11.275515379130447,6.182100287033325,1.9187205800452085,3.1746945120519134,324221.63667718857,68.69000318925917,10.582315040173045,6.395735266817362,52.361111111111114,2744.0,4490.706246852875,99.39236111111111,35.0,17980.78466796875,56.35416666666667,2514.0,5507.758880615234,5293.0,2113.538559444498,364.90741512230204,1421.2745023192088,1334.0005477593231,0.0,5760.0,1.0,False,False,complete,-1.0,91.1
guard,guarded,11,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-1.8625513498984732,7.250446104175515,9.112997454073989,5.876131693916233,1.7114238172030838,1.5254419429546724,294549.3729821303,65.29035215462481,5.084806476515575,5.704746057343613,45.78125,3123.0,7242.28462266922,99.49652777777777,29.0,3160.591796875,46.96180555555556,3055.0,11624.492069244385,6207.0,2008.9339142889949,175.33815435527168,1267.721346697779,1326.0948431930701,0.0,5760.0,1.0,False,False,complete,-1.0,91.5
signal,mahalanobis,11,0,2022,2.8595478900837885,0.2036962354195466,0.07866346718315484,0.6904481732480117,0.5658171345424143,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,11,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-2.7452223411429117,10.302588543875066,13.047810885017979,5.106263650536294,2.3143942230269348,5.627153011454748,418542.65959492454,56.736262783736606,18.75717670484916,7.714647410089783,53.125,2700.0,5298.270070552826,97.04861111111111,170.0,137109.60314941406,64.58333333333334,2040.0,3832.1843605041504,4910.0,1745.7311631695907,646.7991967425396,1714.366090221006,1269.1738090010056,0.0,5760.0,1.0,False,False,complete,-1.0,98.5
guard,guarded,11,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5329.0,-0.8552987975648307,8.244597691525431,9.099896489090263,5.040070204322982,1.8435177975491586,2.2163084872181216,334936.78121822065,56.000780048033135,7.387694957393739,6.145059325163862,50.34715706511541,2646.0,7801.265203952789,96.86620379057985,167.0,83089.1357421875,57.92831675736536,2242.0,8255.235542297363,5055.0,1723.1009259650589,254.7481021556866,1365.5687384327243,1065.5279283327886,0.0,5760.0,0.9252,True,False,env_terminated,-1.0,83.5
signal,mahalanobis,11,0,2023,2.8595478900837885,0.11925035452572284,0.13168418659168438,0.6014867984543486,0.5693576891332776,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,11,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-1.786968735801994,8.684728690379973,10.471697426181969,4.9733132750589215,2.542571924862127,2.955812226260919,352817.10304668645,55.259036389543574,9.85270742086973,8.475239749540425,51.84027777777778,2774.0,3713.3049058914185,100.0,0.0,0.0,53.47222222222222,2680.0,4594.528625488281,5454.0,1700.2780427457587,339.74853193024217,1883.3866113146635,1637.4711036223027,0.0,5760.0,1.0,False,False,complete,-1.0,89.4
guard,guarded,11,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-1.3717303218101211,8.226486813131398,9.598217134941521,5.070609237089055,2.517177648240314,2.010430249612151,334201.0267834631,56.34010263432284,6.701434165373836,8.390592160801047,49.270833333333336,2922.0,4525.206073284149,100.0,0.0,0.0,53.95833333333333,2652.0,5672.479206085205,5574.0,1733.5416193562078,231.08393665974333,1864.5760352990142,1615.8274764718385,0.0,5760.0,1.0,False,False,complete,-1.0,88.1
signal,mahalanobis,11,1,2021,2.8595478900837885,0.20953426508302228,0.10167873755203059,0.6745922165412568,0.5976827957853668,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
