steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,lam,seed,test_year,xi_uboil,rng_seed,nonzero,rollout_rmse,regen_id,config_hash,git_sha,image,xi_donor
5760,3.6153986694474054,13.99752689132521,10.382128221877807,4.617824609272643,4.477434125222542,1.2868694873826207,568649.5299600867,51.309162325251584,4.289564957942069,14.924780417408474,66.00694444444444,1958,1732.2674827575684,66.75347222222221,1915,2548200.999145508,50.625,2844,5983.590412139893,6717,1578.7434553003686,147.91603283762078,3316.617871603948,1397.3383869418312,0,5760,1.0,False,lambda,lam=1e-06,1e-06,13,2020,0.0585704885551467,3231646601.0,54.0,2.6730592765007164,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,3.608312793716382,13.998601789726855,10.390288996010474,4.62059879572964,4.478087691677636,1.291602508603198,568693.1977076535,51.33998661921822,4.305341695343993,14.926958972258788,65.92013888888889,1963,1730.6069021224976,66.80555555555556,1912,2531438.4252929688,50.65972222222223,2842,5973.129676818848,6717,1579.6918953870745,148.46005891562373,3317.1019932748877,1397.938877286159,0,5760,1.0,False,lambda,lam=0.001,0.001,13,2020,0.05857048475891807,2951028281.0,51.0,2.6730595445763137,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,4.049081501063636,13.834933563577959,9.785852062514323,4.532813571413646,3.9834858964902438,1.2695525946104342,562044.1760203546,50.3645952379294,4.231841982034781,13.278286321634146,66.33680555555556,1939,1777.775197982788,71.11111111111111,1664,2175195.5677490234,46.75347222222222,3067,7310.812294006348,6670,1549.6798528996196,145.92558563886607,2950.730294133759,1423.9512227188611,0,5760,1.0,False,lambda,lam=0.01,0.01,13,2020,0.05860928988133107,1056651710.0,46.0,2.673438798993367,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,4.266799281451467,13.698486493652613,9.431687212201146,5.086597378832677,4.200176948441201,0.14491288492726673,556501.0138046374,56.51774865369641,0.4830429497575558,14.000589828137338,57.84722222222223,2428,2172.6699557304382,89.60069444444444,599,261946.5645751953,66.42361111111111,1934,3740.1313285827637,4961,1739.0076506617852,16.656653377694177,3111.242184412917,1414.0002973519122,0,5760,1.0,False,lambda,lam=0.02,0.02,13,2020,0.06101309236611466,3115209037.0,43.0,2.6766554736515573,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,4.270347930589542,13.563874188692452,9.293526258102911,5.124106853237201,4.060160878959486,0.10925852590622243,551032.3889156309,56.93452059152446,0.36419508635407477,13.533869596531622,57.986111111111114,2420,2242.6633524894714,94.23611111111111,332,73426.8662109375,67.8125,1854,3552.3375549316406,4606,1751.8314035381957,12.558451175005658,3007.5265768419995,1445.6387208839672,0,5760,1.0,False,lambda,lam=0.03,0.03,13,2020,0.06101309236611466,2955973060.0,38.0,2.6720873404238183,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,2.3678022882926055,14.241934702363956,11.87413241407135,4.4631038054944465,5.257602411782667,2.153426196794235,578578.5972835356,49.59004228327163,7.178087322647451,17.525341372608892,53.83680555555556,2659,3132.4228649139404,63.888888888888886,2080,3292570.4189453125,52.604166666666664,2730,6254.1141357421875,7469,1525.8474537337224,247.5202525425144,3894.5203050732,1406.7750526544883,0,5760,1.0,False,lambda,lam=0.04,0.04,13,2020,0.06444721059810649,1680995065.0,35.0,2.7438635652688856,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,1.8293402744456126,14.763502758445997,12.934162484000385,4.692133559093589,2.336027916609956,5.9060010082968395,599767.2995618687,52.134817323262105,19.68667002765613,7.786759722033187,52.916666666666664,2712,3240.689552307129,100.0,0,0.0,64.51388888888889,2044,4351.5256996154785,4756,1604.1482251166394,678.850690530466,1730.3910490705534,1436.8642679142702,0,5760,1.0,False,lambda,lam=0.05,0.05,13,2020,0.07666551390595863,1801305962.0,28.0,2.9137033171480486,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,1.786317234803877,5.187936287926899,3.401619053123021,0.19250201724527868,2.285627760951538,0.9234892749262041,210759.91169703024,2.138911302725319,3.0782975830873474,7.618759203171794,29.756944444444443,4046,19454.12732410431,93.4375,378,280341.7414550781,27.916666666666668,4152,28323.580360412598,8576,65.8126554673336,106.14819251543159,1693.0576008887535,1407.1302224919841,0,5760,1.0,False,lambda,lam=0.06,0.06,13,2020,0.0,1347972184.0,24.0,2.7740911361257634,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,1.6988189958814885,5.060782684010879,3.36196368812939,0.18441831617555582,2.286789537092176,0.8907558348616585,205594.29653794196,2.0490924019506203,2.9691861162055284,7.622631790307253,30.0,4032,19785.376629829407,94.18402777777779,335,244062.41918945312,28.78472222222222,4102,27856.143241882324,8469,63.048997035515384,102.38572817730567,1693.9181759065614,1386.874865933094,0,5760,1.0,False,lambda,lam=0.07,0.07,13,2020,0.0,1125554563.0,23.0,2.751222662526612,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,1.9157036796821707,5.1649873691038035,3.249283689421633,0.17502206695899367,2.2193806960710636,0.8548809263915754,209827.61186984205,1.9446896328777075,2.8496030879719183,7.3979356535702125,30.486111111111114,4004,19705.074066638947,94.47916666666667,318,223712.64196777344,28.333333333333332,4128,27808.460788726807,8450,59.8366040855668,98.26217533993379,1643.985700303453,1356.2593233121202,0,5760,1.0,False,lambda,lam=0.08,0.08,13,2020,0.0,1173201425.0,22.0,2.751222662526612,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
