steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,method,seed,test_year,xi_uboil,rng_seed,horizon,max_solver_failures,secs,regen_id,config_hash,git_sha,image
5760,4.633505033605601,18.82551512786217,14.192010094256572,7.289512529497127,2.1524715303685187,4.750026034390926,764786.5520694008,80.99458366107919,15.83342011463642,7.174905101228396,95.22569444444444,275,385.74970149993896,100.0,0,0.0,62.10069444444445,2183,6893.667533874512,2458,2492.1410341909514,545.9800039294614,1594.4233554580537,964.8017977790362,0,5760,1.0,False,rule_based,5,2020,,-1,20,100,4.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-6.971197553462108,18.221369854828968,25.192567408291076,8.104337951146658,2.1297811298067355,14.958448327337681,740243.1503524268,90.04819945718509,49.86149442445894,7.099270432689119,93.87152777777777,353,601.7383589744568,100.0,0,0.0,51.05902777777778,2819,6172.752422332764,3172,2770.71382839817,1719.3618767216722,1577.6156514270263,1167.3957143081307,0,5760,1.0,False,rule_based,5,2021,,-1,20,100,4.8,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,1.3275113618985808,17.637418865785413,16.309907503886834,7.499613752832879,2.1396342341557695,6.670659516898183,716520.1414225324,83.3290416981431,22.235531722993944,7.132114113852565,95.39930555555556,265,493.48263025283813,100.0,0,0.0,61.111111111111114,2240,5014.862869262695,2505,2563.970514295536,766.7424732707419,1584.9142469795343,1140.604291500547,0,5760,1.0,False,rule_based,5,2022,,-1,20,100,4.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.8142653819713086,17.52128685038918,21.335552232360484,7.35007553803624,2.3552000843903835,11.630276609933864,711802.2782970604,81.66750597818044,38.767588699779544,7.850666947967945,93.02083333333333,402,549.7288312911987,100.0,0,0.0,53.07291666666667,2703,6248.114597320557,3105,2512.846337649489,1336.8134034486193,1744.592654565445,1265.6447612482766,0,5760,1.0,False,rule_based,5,2023,,-1,20,100,4.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-0.08745542379262505,9.43355919043762,9.521014614230245,4.355955310975979,5.089574724371548,0.07548457888271659,383238.34211152827,48.39950345528866,0.2516152629423887,16.965249081238497,43.854166666666664,3234,6825.9632658958435,69.6875,1746,1783919.2587890625,61.545138888888886,2215,4050.8470153808594,7195,1489.2154907407248,8.676388422593474,3770.0553504057434,1496.7153217661557,0,5760,1.0,False,sindy_mpc_conf,5,2020,0.0,3929851121,20,100,78.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-5.316944176407152,6.652158352500185,11.969102528907337,6.0082865238407015,5.640043355826421,0.3207726492402143,270243.93307032,66.75873915378557,1.0692421641340477,18.800144519421405,46.510416666666664,3081,6865.827777749859,56.21527777777777,2522,2666914.688720703,49.18402777777778,2927,4523.086502075195,8530,2054.1150506334525,36.87041949327725,4177.809891679637,1396.8434472480405,0,5760,1.0,False,sindy_mpc_conf,5,2021,0.0,3929851121,20,100,78.6,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.0678846020763366,6.739367290564981,9.807251892641318,4.520239290543188,4.793666596429825,0.4933460056683048,273786.7961792023,50.224881006035424,1.644486685561016,15.978888654766083,49.14930555555556,2929,8675.07593011856,61.37152777777778,2225,3393852.8436279297,54.427083333333336,2625,4597.614219665527,7779,1545.3809542603717,56.70643752424803,3550.864146114456,1346.972583690249,0,5760,1.0,False,sindy_mpc_conf,5,2022,0.0,3929851121,20,100,84.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.945395888933974,7.271472826939139,11.216868715873114,5.261759773206821,5.917473366758801,0.03763557590749115,295403.58359440253,58.46399748007579,0.12545191969163716,19.72491122252934,49.13194444444444,2930,4740.587454319,78.4375,1242,1050281.7822265625,58.55902777777777,2387,3213.1929664611816,6559,1798.892231395274,4.32592827502175,4383.313604900394,1745.061119941563,0,5760,1.0,False,sindy_mpc_conf,5,2023,0.0,3929851121,20,100,74.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,4.198828955078236,16.851634610339527,12.652805655261293,4.758066875436716,6.143692727025409,1.7510460527991674,684597.6560450434,52.86740972707463,5.836820175997225,20.478975756751364,70.95486111111111,1673,1292.6340556144714,52.170138888888886,2755,3266098.822631836,55.78125000000001,2547,5594.9370765686035,6975,1626.6895311318563,201.26966124593088,4550.88350032435,1335.2976441293868,0,5760,1.0,False,sindy_mpc_dense,5,2020,0.04227519265700028,811413,20,100,73.8,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-1.866601080422317,12.422325069357246,14.288926149779567,6.612944919962722,5.471831243277036,2.2041499865398086,504656.9559426382,73.47716577736358,7.347166621799363,18.23943747759012,78.14236111111111,1259,849.1636352539062,49.34027777777778,2918,3683700.7423095703,46.09375,3105,6271.300514221191,7282,2260.835869377959,253.35057316467697,4053.2083283048405,1187.495008102344,0,5760,1.0,False,sindy_mpc_dense,5,2021,0.04227519265700028,811413,20,100,76.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
