metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,block,condition,recipe,seed,test_year,xi_uboil,rng_seed,traj_steps,regen_id,config_hash,git_sha,image
one_step,1,t_in,1.7684306583643656,1.4037491541898381,0.8406588747406933,,,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,101.76599764375779,82.37103757544176,0.681964494967201,,,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.358027873936089,4.702839044380178,0.6662789455092961,,,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.1075073306518006,1.8376258378901937,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,152.841522082589,120.7443028934442,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,6.463206335768674,4.942246819336272,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.240467881898021,1.8687373239895282,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,276.76986481885405,229.2605587373091,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,8.658529444170037,7.023972144288323,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.2880346361133306,1.882754778442983,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,376.4318938605757,309.7886821800893,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.961085824277259,7.224950239023405,,0.0,20.0,replay,replay_confirmatory,confirmatory,18,2020,0.0,620726115,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,t_in,1.767411022345656,1.3997572288549998,0.8408425665485785,,,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,98.20328039391934,80.39135728290832,0.7038428594369674,,,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.215566504307786,4.542829972052834,0.6810664644335571,,,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.218740441675214,1.8948351887261867,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,158.48333382167272,123.94994746511452,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,6.412571867317558,4.862307095630288,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.2912300820660643,1.8790773675267036,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,290.3155091364838,230.20747256138245,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.644207115337478,6.140485407162535,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.3249003183685497,1.8880048134415908,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,390.38445739020256,319.9189354922818,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.226009127626124,6.519935895867203,,0.0,20.0,replay,replay_lowthr,lowthr,18,2020,0.03144087590482361,2996787258,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
