steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,lam,seed,test_year,xi_uboil,rng_seed,nonzero,rollout_rmse,regen_id,config_hash,git_sha,image,xi_donor
5760,-0.3718944749897475,14.472255544107085,14.844150019096833,5.212421210779667,5.425814719542184,4.205914088774983,587935.3814793504,57.91579123088518,14.019713629249944,18.086049065140614,74.58333333333333,1464,3689.564302444458,48.21180555555556,2983,6759365.84375,49.47916666666667,2910,7662.019329071045,7357,1782.024345199512,483.43840141784295,4019.122014340364,1082.2264072111948,0,5760,1.0,False,lambda,lam=1e-06,1e-06,15,2020,0.03258988786120691,2820517182.0,54.0,12.834480481449127,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,-2.7047293963437844,13.308396029909707,16.013125426253488,5.381682289720031,5.287799306278663,5.3436438302547975,540653.5887150818,59.79646988577812,17.812146100849326,17.625997687595543,73.59375,1521,4621.801076889038,46.16319444444444,3101,8235053.060302734,49.114583333333336,2931,7966.261245727539,7553,1839.8913819705162,614.2119347378709,3916.8883755544034,1043.6481613619244,0,5760,1.0,False,lambda,lam=0.001,0.001,15,2020,0.032590019776545104,3402422109.0,49.0,12.73768384114635,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,-6.32552401500084,10.011058610985323,16.33658262598616,5.552151786622765,5.363352833592915,5.421078005770483,406699.25607127877,61.69057540691962,18.070260019234944,17.87784277864305,71.28472222222221,1654,5759.208281993866,44.75694444444444,3182,8532003.671142578,49.47916666666667,2910,7756.227352142334,7746,1898.1715502770212,623.1124143545044,3972.8539511039385,1013.8882952849608,0,5760,1.0,False,lambda,lam=0.01,0.01,15,2020,0.03388761923889502,2679245396.0,42.0,11.863395145670996,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,2.280090894830158,13.917942435185088,11.637851540354934,4.84845020375423,5.75216779419377,1.0372335424069326,565416.4114293943,53.87166893060256,3.457445141356442,19.17389264731257,71.96180555555556,1615,1161.3091912269592,52.81249999999999,2718,2595590.5688476562,51.87500000000001,2772,5852.543727874756,7105,1657.5898127047908,119.22224587351205,4260.865033116215,1206.4592071153938,0,5760,1.0,False,lambda,lam=0.02,0.02,15,2020,0.034494523767530705,2999403213.0,40.0,13.100992360625945,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,2.185985523522175,13.748981441391464,11.56299591786929,4.817760737412483,5.692063933645296,1.0531712468115118,558552.3710565283,53.5306748601387,3.510570822705039,18.97354644548432,70.65972222222221,1690,1211.5815253257751,53.42013888888889,2683,2501444.8802490234,52.41319444444444,2741,5386.000648498535,7114,1647.0976891250143,121.05416645668677,4216.343654093834,1231.0500714359086,0,5760,1.0,False,lambda,lam=0.03,0.03,15,2020,0.034494523767530705,247052416.0,38.0,13.20062435045871,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,3.1891382245689734,13.599006960413092,10.40986873584412,4.491273761250275,4.731673481283277,1.186921493310566,552459.6577667819,49.90304179166972,3.956404977701887,15.772244937610925,67.29166666666667,1884,1853.547978401184,66.5625,1926,1764705.8095703125,47.39583333333333,3030,6363.493137359619,6840,1535.478209166911,136.4277576225843,3504.943319815923,1444.7741558254756,0,5760,1.0,False,lambda,lam=0.04,0.04,15,2020,0.0,2987957713.0,32.0,12.865515483969997,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,-1.306154176682897,11.135904297734488,12.442058474417387,4.196229893897101,4.369295007596729,3.876533572923555,452396.11209546356,46.62477659885668,12.921778576411851,14.564316691989097,50.017361111111114,2879,4925.748811721802,68.81944444444444,1796,1528603.6589355469,50.69444444444444,2840,5719.921699523926,7515,1434.6085109924459,445.57857179774334,3236.514820277752,1499.911711112064,0,5760,1.0,False,lambda,lam=0.05,0.05,15,2020,0.0,3479338749.0,29.0,10.88650247138745,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,0.7524594855689788,9.299637484612724,8.547177999043745,3.8926243646770904,4.51229990450263,0.14225372986402363,377797.77281239186,43.25138182974545,0.4741790995467454,15.040999681675434,41.11111111111111,3392,7816.0244607925415,75.36458333333333,1419,1680862.1463623047,54.02777777777777,2648,5337.559497833252,7459,1330.8117499333118,16.351003437406238,3342.444373120555,1589.1763180528033,0,5760,1.0,False,lambda,lam=0.06,0.06,15,2020,0.0,3206163777.0,27.0,14.29768968749169,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,1.7067521402141712,4.5474802990855565,2.8407281588713857,0.1552211214643903,1.946517265523061,0.7389897718839347,184741.38715035078,1.7246791273821145,2.4632992396131157,6.48839088507687,29.635416666666664,4053,20703.053384304047,94.51388888888889,316,236445.58471679688,32.51736111111111,3887,24791.14311981201,8256,53.06705012476628,84.94135333170001,1441.8646402899128,1580.782246983073,0,5760,1.0,False,lambda,lam=0.07,0.07,15,2020,0.0,3328609847.0,25.0,15.335824039901315,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
5760,1.5715663523787518,4.638240856268675,3.0666745038899235,0.15485692989556119,2.1749325521159557,0.7368850218784063,188428.53478591493,1.7206325543951244,2.4562834062613543,7.249775173719852,29.635416666666664,4053,20711.522325515747,94.25347222222223,331,259967.10034179688,33.66319444444444,3821,24623.617294311523,8205,52.94254007563522,84.69942786505682,1611.0611489802614,1538.6812471110206,0,5760,1.0,False,lambda,lam=0.08,0.08,15,2020,0.0,937916911.0,24.0,15.335824039901315,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,
