steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,oracle_horizon,seed,test_year,secs,regen_id,config_hash,git_sha,image,metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,recipe,xi_uboil,rng_seed,traj_steps
5760.0,2.880233566469175,18.02196723847357,15.141733672004396,7.712638551995731,2.655248741288678,4.773846378719988,732142.4190629888,85.69598391106368,15.912821262399959,8.850829137628926,73.50694444444444,1526.0,2534.833863258362,100.0,0.0,0.0,69.39236111111111,1763.0,4134.082801818848,3289.0,2636.799505215365,548.7179748109432,1966.8509195605286,738.6397513229311,15.0,5760.0,1.0,False,horizon,h=12,12.0,1,2020,4262.8,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,
5760.0,2.7609281071430356,18.003128803742328,15.242200696599296,7.4713471219598375,2.6215393030846057,5.14931427155485,731377.1076520322,83.01496802177597,17.164380905182835,8.738464343615354,80.45138888888889,1126.0,1816.628026008606,100.0,0.0,0.0,69.73958333333333,1743.0,3991.2106323242188,2869.0,2554.30670667054,591.8752037523865,1941.880965061604,706.9715557290682,78.0,5760.0,1.0,False,horizon,h=20,20.0,1,2020,6958.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,
3740.0,0.33268146854919545,12.040352624610264,11.707671156061068,5.4023911040030725,1.6094939193921314,4.695786132665866,489139.325374792,60.02656782225636,15.652620442219554,5.364979731307105,74.67914438502675,947.0,1913.3349533081055,100.0,0.0,0.0,70.42780748663101,1106.0,2622.466651916504,2053.0,1846.9713174601802,539.7455326068768,1192.217717646134,442.4912521735233,100.0,5760.0,0.6493,True,horizon,h=48,48.0,1,2020,10707.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,
3542.0,-1.2019120059584623,11.479982290390865,12.681894296349325,5.517344175652403,1.5989738621524734,5.56557625854445,466374.2805471289,61.303824173915594,18.551920861814835,5.329912873841578,68.21005081874647,1126.0,2181.3318004608154,100.0,0.0,0.0,70.4404291360813,1047.0,2514.2243843078613,2173.0,1886.2715121223036,639.7214087666508,1184.425083063951,466.5885260559837,100.0,5760.0,0.6149,True,horizon,h=96,96.0,1,2020,18518.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,1,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,one_step,1.0,t_in,1.9819820050527226,1.5515947003596817,0.8031188988843005,,,confirmatory,0.0,56809052.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,1,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,one_step,1.0,co2,105.18772976000814,85.16596767704768,0.7049696741215425,,,confirmatory,0.0,56809052.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,1,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,one_step,1.0,rh,6.629909392085399,4.82241419361728,0.6323545231147896,,,confirmatory,0.0,56809052.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,1,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,4.0,t_in,2.7292898998426423,2.1776200105423813,,0.0,20.0,confirmatory,0.0,56809052.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,1,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,4.0,co2,159.49351696189788,129.77177325152027,,0.0,20.0,confirmatory,0.0,56809052.0,5760.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replay,replay_confirmatory,,1,2020,,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,rollout,4.0,rh,8.014323663952005,6.3513497137030965,,0.0,20.0,confirmatory,0.0,56809052.0,5760.0
