block,condition,seed,draw,test_year,threshold,r_dist_err,r_std_err,auc_dist,auc_std,n_steps,regen_id,config_hash,git_sha,image,steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,guard_activations,secs
signal,mahalanobis,5,0,2021,2.8595478900837885,0.22257931015513283,0.0652804857658376,0.672460179647137,0.5369229264475743,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,5,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-1.943182319854055,7.533850877052243,9.477033196906298,7.48047015557103,1.9128729950657277,0.08369004626953976,306062.6918802474,83.11633506190034,0.27896682089846586,6.376243316885759,56.92708333333333,2481.0,3164.69453394413,99.51388888888889,28.0,21703.74951171875,75.88541666666667,1389.0,1848.3284072875977,3898.0,2557.4256941294148,9.619545552329637,1416.9429604800162,1514.3185762351845,0.0,5760.0,1.0,False,False,complete,-1.0,85.3
guard,guarded,5,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-1.9352011622492205,7.408718037495573,9.343919199744793,7.294635809915143,1.7872342559671872,0.26204913386246187,300979.17027325765,81.05150899905715,0.873497112874873,5.957447519890624,55.03472222222222,2590.0,5642.54124212265,99.70486111111111,17.0,4619.9578857421875,62.82986111111111,2141.0,6626.725845336914,4748.0,2493.892583641027,30.120590114959764,1323.8772267276586,1471.1312789393664,0.0,5760.0,1.0,False,False,complete,-1.0,84.8
signal,mahalanobis,5,0,2022,2.8595478900837885,0.23514326281857792,0.13672804550360793,0.6992627138401183,0.5825806723905075,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,5,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-0.015649750982957178,8.74703997849305,8.762689729476007,6.601549614225857,2.1356315839406714,0.025508531309477986,355348.49912628013,73.3505512691762,0.08502843769825996,7.118771946468905,63.95833333333333,2076.0,2776.5165281295776,99.91319444444444,5.0,155.9998779296875,80.13888888888889,1144.0,1418.2377319335938,3225.0,2256.940039318375,2.932015092640039,1581.9493209665757,1497.4245872015235,0.0,5760.0,1.0,False,False,complete,-1.0,90.2
guard,guarded,5,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5330.0,-0.21842421008028845,8.191294563696264,8.409718773776554,6.47978167889862,1.8188774916824826,0.1110596031954512,332771.3416501608,71.99757420998466,0.3701986773181707,6.062924972274942,59.774859287054404,2144.0,5248.746656894684,99.84990619136961,8.0,1454.9212646484375,73.90243902439025,1391.0,4229.005352020264,3543.0,2215.30997657231,12.765471636861259,1347.3166600904933,1268.116165987571,0.0,5760.0,0.9253,True,False,env_terminated,-1.0,78.8
signal,mahalanobis,5,0,2023,2.8595478900837885,0.14151371752717334,0.12796407204244598,0.6182260515145668,0.5570605424786159,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,5,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,4.130465506283761,12.495901564606136,8.365436058322373,5.8865586672355885,2.478877391086786,0.0,507646.00106212427,65.40620741372877,0.0,8.262924636955953,56.14583333333333,2526.0,2940.1511058807373,100.0,0.0,0.0,76.21527777777779,1370.0,1869.0076866149902,3896.0,2012.4986902532157,0.0,1836.205474276967,1830.1143863571237,0.0,5760.0,1.0,False,False,complete,-1.0,99.7
guard,guarded,5,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,3.377519898200479,11.956021661673345,8.578501763472865,5.88251816952354,2.521983593949326,0.174,485713.3800054797,65.36131299470601,0.58,8.406611979831087,54.045138888888886,2647.0,3960.8854899406433,100.0,0.0,0.0,72.69097222222223,1573.0,3401.326629638672,4220.0,2011.1173223444766,20.0,1868.1359954576665,1816.449142405725,0.0,5760.0,1.0,False,False,complete,-1.0,98.0
signal,mahalanobis,5,1,2021,2.8595478900837885,0.23359721010626855,0.07706108728569439,0.6747315609792699,0.5549090777541964,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
