steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,fault,supervisor,seed,test_year,regen_id,config_hash,git_sha,image,onset_step,secs
5760,4.6482630820908035,17.335977717925964,12.68771463583516,4.68347561860212,6.21226195851575,1.79197705871729,704274.0947907423,52.038617984468004,5.973256862390967,20.70753986171917,68.85416666666667,1794,1539.6824035644531,53.697916666666664,2667,4222710.909545898,56.041666666666664,2532,5894.0515213012695,6993,1601.1882450241583,205.9743748138777,4601.675524937185,1387.998237186424,0,5760,1.0,False,faults,nofault,none,False,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,
5760,3.279933738983275,11.512870569765045,8.232936830781771,2.0014200403889624,5.565420159700606,0.6660966306922027,467710.366896705,22.23800044876625,2.2203221023073425,18.551400532335354,50.78125,2835,10434.272017002106,49.895833333333336,2886,6260100.409545898,32.96875,3861,20171.01873397827,9582,684.2461675006699,76.5628312464479,4122.533451840877,1238.7242800925587,0,5760,1.0,False,faults,t_in_stuck/raw,t_in_stuck,False,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,77.0
5760,4.444077393881516,18.366794583602353,13.922717189720837,6.797569437272466,3.238323554598396,3.8868241978499745,746151.0299588456,75.5285493030274,12.956080659499916,10.794411848661321,88.52430555555556,661,591.0494213104248,88.71527777777779,650,627939.8995361328,60.55555555555555,2272,6746.91833114624,3583,2323.9553615347304,446.7614021771117,2398.758188117087,1094.4176194797562,0,5760,1.0,False,faults,t_in_stuck/sup,t_in_stuck,True,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,31.4
5760,4.306893845999347,15.23347146556405,10.926577619564704,3.667573630846768,6.3731070549150965,0.8858969338028393,618859.7782885395,40.75081812051965,2.952989779342798,21.243690183050322,53.107638888888886,2701,5877.249546051025,57.638888888888886,2440,3050351.3720703125,47.37847222222222,3031,7462.6983070373535,8172,1253.8713261061685,101.82723393734575,4720.820039657455,1543.3457192234223,0,5760,1.0,False,faults,t_in_offset/raw,t_in_offset,False,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,74.4
5760,4.444077393881516,18.366794583602353,13.922717189720837,6.797569437272466,3.238323554598396,3.8868241978499745,746151.0299588456,75.5285493030274,12.956080659499916,10.794411848661321,88.52430555555556,661,591.0494213104248,88.71527777777779,650,627939.8995361328,60.55555555555555,2272,6746.91833114624,3583,2323.9553615347304,446.7614021771117,2398.758188117087,1094.4176194797562,0,5760,1.0,False,faults,t_in_offset/sup,t_in_offset,True,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,31.5
5760,3.600763046074885,20.673442218902355,17.07267917282747,2.5617722637420806,5.069241547504403,9.441665361580986,839858.5901429082,28.464136263800896,31.47221787193662,16.897471825014676,70.46875,1701,1720.0639753341675,40.01736111111111,3455,12135134.236938477,29.131944444444446,4082,27049.72540283203,9238,875.8195772838629,1085.2488918178542,3754.9937382696585,862.7834976260519,0,5760,1.0,False,faults,rh_offset/raw,rh_offset,False,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,77.1
5760,4.444077393881516,18.366794583602353,13.922717189720837,6.797569437272466,3.238323554598396,3.8868241978499745,746151.0299588456,75.5285493030274,12.956080659499916,10.794411848661321,88.52430555555556,661,591.0494213104248,88.71527777777779,650,627939.8995361328,60.55555555555555,2272,6746.91833114624,3583,2323.9553615347304,446.7614021771117,2398.758188117087,1094.4176194797562,0,5760,1.0,False,faults,rh_offset/sup,rh_offset,True,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,31.2
5760,-18.692928849109578,4.2781384464734735,22.971067295583047,5.905375869175762,3.8388384137677307,13.226853012639555,173799.3743879848,65.61528743528625,44.089510042131856,12.796128045892436,64.63541666666667,2037,13282.3266954422,16.70138888888889,4798,38549295.13671875,54.479166666666664,2622,9224.856086730957,9457,2018.9319208812503,1520.3279328649792,2843.584009731906,447.99527964717686,0,5760,1.0,False,faults,uVent_dead/raw,uVent_dead,False,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,85.7
5760,0.05198685120617519,9.83997561789845,9.787988766692273,4.093286032579927,1.9337786972939504,3.7609240368183947,399749.00947712443,45.480955917554745,12.536413456061316,6.4459289909798345,76.19791666666667,1371,6458.711447715759,86.94444444444444,752,636167.1396484375,39.80902777777778,3467,13461.240051269531,5590,1399.414027503055,432.2901191734078,1432.4286642202694,442.3229712390558,0,5760,1.0,False,faults,uVent_dead/sup,uVent_dead,True,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,30.6
5760,-3.9960426699307785,15.155363744159839,19.15140641409062,13.264267336416626,5.221042446981787,0.6660966306922027,615686.6521064935,147.38074818240696,2.2203221023073425,17.403474823272624,89.82638888888889,586,446.84517192840576,62.638888888888886,2152,4022990.491088867,56.510416666666664,2505,10314.681705474854,5243,4534.792251567647,76.5628312464479,3867.438849356107,1233.5812124608415,0,5760,1.0,False,faults,uBoil_stuck/raw,uBoil_stuck,False,19,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,75.4
