steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,block,condition,fault,supervisor,seed,test_year,regen_id,config_hash,git_sha,image,onset_step,secs
5760,-2.7047293963437844,13.308396029909707,16.013125426253488,5.381682289720031,5.287799306278663,5.3436438302547975,540653.5887150818,59.79646988577812,17.812146100849326,17.625997687595543,73.59375,1521,4621.801076889038,46.16319444444444,3101,8235053.060302734,49.114583333333336,2931,7966.261245727539,7553,1839.8913819705162,614.2119347378709,3916.8883755544034,1043.6481613619244,0,5760,1.0,False,faults,nofault,none,False,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,,
5760,5.2649601003106055,12.794705507346059,7.529745407035454,2.049718711305893,4.978596385424636,0.5014303103049257,519784.91123593366,22.774652347843254,1.6714343676830856,16.59532128474879,50.59027777777778,2846,10753.131785392761,51.05902777777778,2819,5584078.004394531,32.63888888888889,3880,20424.992210388184,9545,700.758533752951,57.63566784943031,3687.849174006813,1069.9833854248002,0,5760,1.0,False,faults,t_in_stuck/raw,t_in_stuck,False,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,80.4
5760,4.586699800809617,18.38418173513956,13.797481934329943,6.772720685144334,3.1492279430941212,3.8755333060914885,746857.3829900447,75.25245205715926,12.918444353638295,10.497426476980404,89.77430555555556,589,526.5426616668701,88.66319444444444,653,636301.5498046875,59.02777777777778,2360,7028.531270980835,3602,2315.460063728439,445.46359833516135,2332.7614395420014,1042.6025052244904,0,5760,1.0,False,faults,t_in_stuck/sup,t_in_stuck,True,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,32.4
5760,4.7288518830157855,15.234951131988474,10.506099248972689,3.7219222168630175,6.1094827527332285,0.6746942793764433,618919.8897370318,41.354691298477974,2.248980931254811,20.36494250911076,52.69097222222222,2725,5994.975113868713,58.14236111111111,2411,2348323.6384277344,45.53819444444444,3137,7310.203647613525,8273,1272.452038955836,77.55106661007719,4525.542780505706,1360.438787168121,0,5760,1.0,False,faults,t_in_offset/raw,t_in_offset,False,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,79.0
5760,4.586699800809617,18.38418173513956,13.797481934329943,6.772720685144334,3.1492279430941212,3.8755333060914885,746857.3829900447,75.25245205715926,12.918444353638295,10.497426476980404,89.77430555555556,589,526.5426616668701,88.66319444444444,653,636301.5498046875,59.02777777777778,2360,7028.531270980835,3602,2315.460063728439,445.46359833516135,2332.7614395420014,1042.6025052244904,0,5760,1.0,False,faults,t_in_offset/sup,t_in_offset,True,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,33.0
5760,-10.63212861370985,12.365104473746456,22.997233087456305,4.286535646388888,3.831042589748423,14.879654851318994,502332.3692459498,47.62817384876542,49.59884950439665,12.770141965828078,68.92361111111111,1790,8039.5579261779785,33.697916666666664,3819,15039644.57421875,31.822916666666668,3927,22747.59546661377,9536,1465.4822725562276,1710.3051554531903,2837.8093262019584,601.8851418581214,0,5760,1.0,False,faults,rh_offset/raw,rh_offset,False,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,86.8
5760,4.586699800809617,18.38418173513956,13.797481934329943,6.772720685144334,3.1492279430941212,3.8755333060914885,746857.3829900447,75.25245205715926,12.918444353638295,10.497426476980404,89.77430555555556,589,526.5426616668701,88.66319444444444,653,636301.5498046875,59.02777777777778,2360,7028.531270980835,3602,2315.460063728439,445.46359833516135,2332.7614395420014,1042.6025052244904,0,5760,1.0,False,faults,rh_offset/sup,rh_offset,True,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,32.8
5760,-23.79173839173649,3.0673990631390544,26.859137454875544,7.30027292739822,3.014078213081198,16.544786314396127,124613.08694002408,81.114143637758,55.14928771465376,10.046927376937328,61.84027777777777,2198,17666.25513267517,17.8125,4734,24668560.89465332,62.88194444444445,2138,7259.9082679748535,9070,2495.819803839682,1901.699576354743,2232.650528809665,384.4088360448941,0,5760,1.0,False,faults,uVent_dead/raw,uVent_dead,False,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,97.8
5760,0.20314881913201355,9.85922133349969,9.656072514367674,4.060397643587162,1.8469810007707204,3.748693870009793,400530.86667342484,45.1155293731907,12.495646233365976,6.1566033359024015,77.51736111111111,1295,6400.006114959717,86.875,756,644696.5256347656,38.10763888888889,3565,13756.632926940918,5616,1388.1701343885225,430.8843526871624,1368.1340748875325,387.9757041959571,0,5760,1.0,False,faults,uVent_dead/sup,uVent_dead,True,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,31.9
5760,-16.826666354186123,8.112893253862588,24.93955960804871,13.280790791261245,4.235112926414673,7.423655890372789,329586.28843816766,147.56434212512494,24.745519634575963,14.117043088048911,78.40277777777777,1244,8989.876046180725,56.041666666666664,2532,10324411.981323242,52.77777777777778,2720,19018.811990737915,6496,4540.441296114257,853.29378050612,3137.1206862991826,1011.2439345654518,0,5760,1.0,False,faults,uBoil_stuck/raw,uBoil_stuck,False,15,2020,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,1900.0,89.8
