steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,method,seed,test_year,xi_uboil,rng_seed,horizon,max_solver_failures,secs,regen_id,config_hash,git_sha,image
5760,4.633505033605601,18.82551512786217,14.192010094256572,7.289512529497127,2.1524715303685187,4.750026034390926,764786.5520694008,80.99458366107919,15.83342011463642,7.174905101228396,95.22569444444444,275,385.74970149993896,100.0,0,0.0,62.10069444444445,2183,6893.667533874512,2458,2492.1410341909514,545.9800039294614,1594.4233554580537,964.8017977790362,0,5760,1.0,False,rule_based,7,2020,,-1,20,100,4.6,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-6.971197553462108,18.221369854828968,25.192567408291076,8.104337951146658,2.1297811298067355,14.958448327337681,740243.1503524268,90.04819945718509,49.86149442445894,7.099270432689119,93.87152777777777,353,601.7383589744568,100.0,0,0.0,51.05902777777778,2819,6172.752422332764,3172,2770.71382839817,1719.3618767216722,1577.6156514270263,1167.3957143081307,0,5760,1.0,False,rule_based,7,2021,,-1,20,100,4.8,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,1.3275113618985808,17.637418865785413,16.309907503886834,7.499613752832879,2.1396342341557695,6.670659516898183,716520.1414225324,83.3290416981431,22.235531722993944,7.132114113852565,95.39930555555556,265,493.48263025283813,100.0,0,0.0,61.111111111111114,2240,5014.862869262695,2505,2563.970514295536,766.7424732707419,1584.9142469795343,1140.604291500547,0,5760,1.0,False,rule_based,7,2022,,-1,20,100,5.0,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-3.8142653819713086,17.52128685038918,21.335552232360484,7.35007553803624,2.3552000843903835,11.630276609933864,711802.2782970604,81.66750597818044,38.767588699779544,7.850666947967945,93.02083333333333,402,549.7288312911987,100.0,0,0.0,53.07291666666667,2703,6248.114597320557,3105,2512.846337649489,1336.8134034486193,1744.592654565445,1265.6447612482766,0,5760,1.0,False,rule_based,7,2023,,-1,20,100,4.9,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,8.760905787331358,16.0295985365376,7.26869274920624,5.018482353568499,2.1053277364005796,0.1448826592371623,651202.44054684,55.76091503964999,0.4829421974572076,7.017759121335265,69.75694444444444,1742,1460.5830097198486,100.0,0,0.0,61.84027777777777,2198,4487.3796043396,3940,1715.7204617860189,16.6531792468504,1559.5020284577984,1406.3790682463102,0,5760,1.0,False,sindy_mpc_conf,7,2020,0.05982269865351353,1224499046,20,100,80.4,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-1.6587453739830254,7.618116108974876,9.276861482957901,7.106271427050065,1.5702419061037869,0.6003481498040499,309485.96692710434,78.95857141166739,2.0011604993468333,5.2341396870126236,78.15972222222223,1258,811.5135974884033,99.73958333333334,15,2124.1829833984375,53.59374999999999,2673,5297.976341247559,3946,2429.4945057119207,69.00553452958603,1163.1421525226233,1290.0819799406497,0,5760,1.0,False,sindy_mpc_conf,7,2021,0.05982269865351353,1224499046,20,100,71.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,6.056720412183884,14.732754802288301,8.67603439010442,6.208707733160566,1.9778154331845073,0.489511223759345,598518.1638429622,68.98564147956185,1.6317040791978168,6.592718110615024,82.39583333333333,1014,731.2209901809692,100.0,0,0.0,61.71875,2205,4748.213790893555,3219,2122.6351220134457,56.265658033891455,1465.0484683655095,1290.4391107194415,0,5760,1.0,False,sindy_mpc_conf,7,2022,0.05982269865351353,1224499046,20,100,81.2,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,4.82138211447665,12.440712533330728,7.619330418854078,5.401185372224461,2.102816463506149,0.11532858312346775,505403.94666656083,60.01317080249401,0.3844286104115592,7.009388211687163,77.01388888888889,1324,858.0423173904419,100.0,0,0.0,46.63194444444444,3074,5640.762321472168,4398,1846.5591023959364,13.256158970145435,1557.641825228644,1674.2779055939645,0,5760,1.0,False,sindy_mpc_conf,7,2023,0.05982269865351353,1224499046,20,100,80.7,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,4.775716758592416,15.42772163325105,10.652004874658633,4.952434554092872,5.11862830273966,0.5809420178261006,626751.1913508239,55.02705060103192,1.9364733927536686,17.062094342465535,71.97916666666667,1614,998.327709197998,57.91666666666667,2424,2600563.2192382812,55.50347222222223,2563,4967.007545471191,6601,1693.1400185616894,66.77494443868352,3791.576519665908,1289.6525806835666,0,5760,1.0,False,sindy_mpc_dense,7,2020,0.054800540960865396,1701019739,20,100,70.2,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
5760,-2.607323320308014,10.187866891489257,12.795190211797271,6.56831392447836,4.69822396193956,1.5286523253793505,413882.092466751,72.98126582753734,5.095507751264502,15.660746539798533,82.60416666666667,1002,499.49489307403564,46.545138888888886,3079,3418762.00289917,47.93402777777778,2999,5120.494155883789,7080,2245.5774092742813,175.70716369270752,3480.165898355395,1108.6473397352606,0,5760,1.0,False,sindy_mpc_dense,7,2021,0.054800540960865396,1701019739,20,100,71.1,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
