metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,block,condition,recipe,seed,test_year,xi_uboil,rng_seed,traj_steps,regen_id,config_hash,git_sha,image
one_step,1,t_in,1.910665311857908,1.5177807006216764,0.8147311023451485,,,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,103.56169963486823,82.63202997109225,0.6542752980447395,,,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.345020318309875,4.554340514141608,0.6680858748233655,,,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.225394996765865,1.7925097263946719,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,135.90581784283236,103.58694945268239,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,6.6425878089721575,5.510837642479575,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.494413705538825,2.0313226037172574,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,230.8989402380862,184.9580584849219,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.121875911556765,5.997589853931872,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.7045567581059116,2.218310488868718,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,319.42691913172285,257.9575482018124,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.51206116197361,6.877963346530223,,0.0,20.0,replay,replay_confirmatory,confirmatory,14,2020,0.0,4089708578,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,t_in,1.7948116223516186,1.4117659084076957,0.8365175921175402,,,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,co2,101.1551081519897,82.15556361901365,0.6701566674742745,,,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
one_step,1,rh,6.32390228895212,4.569958057092333,0.6702916069717524,,,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,t_in,2.0671680804880452,1.6390119398492693,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,co2,145.06910423122207,115.11459685630707,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,4,rh,6.698846847039284,5.5389182548610325,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,t_in,2.230802012747306,1.8081611153759285,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,co2,286.3776481892261,228.86087414170458,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,20,rh,7.351301805844743,6.018982111875371,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,t_in,2.404114898040177,1.9485283142307648,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,co2,419.76944388858254,353.3516112331152,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
rollout,96,rh,8.293715126629404,6.511980746830181,,0.0,20.0,replay,replay_lowthr,lowthr,14,2020,0.03729253957712924,2880715498,5760,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1
