block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,14,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,20,8.029519854434996,2.716638975611191,0.0,1.9078364886022425,,True,31.6
ladder,raw/d1/stlsq/savgol,14,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.094479882884556,5.70419585221759,0.0,3.266022790908536,,True,29.9
ladder,raw/d1/stlsq/kalman,14,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.620666456978556,6.10615441829019,0.0,3.268740258994402,,True,30.8
ladder,raw/d1/sr3/none,14,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.029519854434996,4.323519544585452,0.0,2.4869514768147525,,True,30.4
ladder,raw/d1/sr3/savgol,14,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.094479882884556,5.340061598879678,0.0,3.249862457053658,,True,30.0
ladder,raw/d1/sr3/kalman,14,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.620666456978556,6.020173806650266,0.0,3.268359496985831,,True,31.3
ladder,raw/d1/constrained/none,14,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.029519854434996,4.323519544585452,0.0,2.4869514768147525,,True,30.5
ladder,raw/d1/constrained/savgol,14,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.094479882884556,5.340061598879678,0.0,3.249862457053658,,True,30.6
ladder,raw/d1/constrained/kalman,14,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.620666456978556,6.020173806650266,0.0,3.268359496985831,,True,30.9
ladder,raw/d1/ensemble/none,14,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,21,8.029519854434996,2.617428397329114,0.0,1.8994965167490572,,True,30.5
ladder,raw/d1/ensemble/savgol,14,raw,1,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.094479882884556,5.662476223016237,0.0,3.265488253405946,,True,30.2
ladder,raw/d1/ensemble/kalman,14,raw,1,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.620666456978556,6.195719690924823,0.0,3.2690794969771972,,True,31.0
ladder,raw/d2/stlsq/none,14,raw,2,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,48,8.029519854434996,2.0427799675729004,0.0,1.1588592603514667,,False,168.4
ladder,raw/d2/stlsq/savgol,14,raw,2,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.094479882884556,5.70419585221759,0.0,3.266022790908536,,False,168.8
ladder,raw/d2/stlsq/kalman,14,raw,2,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.620666456978556,6.10615441829019,0.0,3.268740258994402,,False,172.5
ladder,raw/d2/sr3/none,14,raw,2,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.029519854434996,4.8483529907424785,0.0,2.435830139524263,,False,170.2
ladder,raw/d2/sr3/savgol,14,raw,2,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.094479882884556,5.3634953640821745,0.0,3.2531065476089713,,False,170.5
ladder,raw/d2/sr3/kalman,14,raw,2,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.620666456978556,6.489012876939853,0.0,3.2699269261720016,,False,174.3
ladder,raw/d2/constrained/none,14,raw,2,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.029519854434996,4.8483529907424785,0.0,2.435830139524263,,False,172.0
ladder,raw/d2/constrained/savgol,14,raw,2,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.094479882884556,5.3634953640821745,0.0,3.2531065476089713,,False,168.3
ladder,raw/d2/constrained/kalman,14,raw,2,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.620666456978556,6.489012876939853,0.0,3.2699269261720016,,False,173.0
ladder,raw/d2/ensemble/none,14,raw,2,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,49,8.029519854434996,2.0629307053781942,0.0,1.162053473475714,,False,168.5
ladder,raw/d2/ensemble/savgol,14,raw,2,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.094479882884556,5.777485701132568,0.0,3.266776049970548,,False,169.6
ladder,raw/d2/ensemble/kalman,14,raw,2,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.620666456978556,6.208485887352806,0.0,3.269123963520609,,False,172.7
ladder,physics/d1/stlsq/none,14,physics,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,36,50.9592151817987,22.893358747325063,0.48333333333333334,1.7283477924975144,,True,24.0
ladder,physics/d1/stlsq/savgol,14,physics,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.59674600814508,5.70419585221759,0.0,3.266022790908536,,True,40.9
ladder,physics/d1/stlsq/kalman,14,physics,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,39.51145304111918,6.10615441829019,0.0,3.268740258994402,,True,42.6
ladder,physics/d1/sr3/none,14,physics,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,17,50.9592151817987,611.2998170554522,0.6333333333333333,2.3073124682588064,,True,19.5
ladder,physics/d1/sr3/savgol,14,physics,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.59674600814508,5.311439209763157,0.0,3.2440091171985324,,True,41.2
ladder,physics/d1/sr3/kalman,14,physics,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,39.51145304111918,7.292986675893159,0.0,3.271304138719596,,True,41.5
ladder,physics/d1/constrained/none,14,physics,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,17,50.9592151817987,611.2998170554522,0.6333333333333333,2.3073124682588064,,True,18.9
ladder,physics/d1/constrained/savgol,14,physics,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.59674600814508,5.311439209763157,0.0,3.2440091171985324,,True,41.0
ladder,physics/d1/constrained/kalman,14,physics,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,39.51145304111918,7.292986675893159,0.0,3.271304138719596,,True,41.2
ladder,physics/d1/ensemble/none,14,physics,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,36,50.9592151817987,26.511393878161687,0.5333333333333333,1.731560532674532,,True,21.7
ladder,physics/d1/ensemble/savgol,14,physics,1,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.59674600814508,5.669857667771045,0.0,3.2655898268123735,,True,40.7
ladder,physics/d1/ensemble/kalman,14,physics,1,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,39.51145304111918,6.187146403522227,0.0,3.269049134380471,,True,41.8
ladder,physics/d2/stlsq/none,14,physics,2,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,260,50.9592151817987,21.152669688038003,0.18333333333333332,0.9683423350173026,,False,292.3
ladder,physics/d2/stlsq/savgol,14,physics,2,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,7,41.59674600814508,5.70419585221759,0.0,3.266022790908536,,False,348.0
ladder,physics/d2/stlsq/kalman,14,physics,2,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,39.51145304111918,6.10615441829019,0.0,3.268740258994402,,False,352.1
ladder,physics/d2/sr3/none,14,physics,2,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,140,50.9592151817987,900.5816781252291,1.0,5.573259819121427,,False,24.6
ladder,physics/d2/sr3/savgol,14,physics,2,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.59674600814508,5.4825810448743155,0.0,3.261268573262983,,False,348.4
ladder,physics/d2/sr3/kalman,14,physics,2,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,39.51145304111918,17.559579587199924,0.0,3.275664258411468,,False,351.7
ladder,physics/d2/constrained/none,14,physics,2,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,140,50.9592151817987,900.5816781252291,1.0,5.573259819121427,,False,24.4
ladder,physics/d2/constrained/savgol,14,physics,2,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,41.59674600814508,5.4825810448743155,0.0,3.261268573262983,,False,349.9
ladder,physics/d2/constrained/kalman,14,physics,2,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,39.51145304111918,17.559579587199924,0.0,3.275664258411468,,False,344.4
ladder,physics/d2/ensemble/none,14,physics,2,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,239,50.9592151817987,4187.363686507432,1.0,13.149077142417143,,False,33.0
ladder,physics/d2/ensemble/savgol,14,physics,2,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,10,41.59674600814508,5.704314722768187,0.0,3.2660241868931514,,False,354.8
ladder,physics/d2/ensemble/kalman,14,physics,2,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,39.51145304111918,6.195419311884551,0.0,3.269078440060543,,False,352.8
ladder,physics_no_cross/d1/stlsq/none,14,physics_no_cross,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,27,23.576925621218525,7.551319179677895,0.1,1.778566931890165,,True,33.1
ladder,physics_no_cross/d1/stlsq/savgol,14,physics_no_cross,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,14.587458491699968,5.70419585221759,0.0,3.266022790908536,,True,35.8
ladder,physics_no_cross/d1/stlsq/kalman,14,physics_no_cross,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,14.558751738275886,6.10615441829019,0.0,3.268740258994402,,True,36.3
ladder,physics_no_cross/d1/sr3/none,14,physics_no_cross,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,9,23.576925621218525,4.1999468181431645,0.0,2.8115459471202695,,True,35.7
ladder,physics_no_cross/d1/sr3/savgol,14,physics_no_cross,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,14.587458491699968,5.380643265548496,0.0,3.2549463019227725,,True,35.7
