block,condition,seed,draw,test_year,threshold,r_dist_err,r_std_err,auc_dist,auc_std,n_steps,regen_id,config_hash,git_sha,image,steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,guard_activations,secs
signal,mahalanobis,3,0,2021,2.8595478900837885,0.2615400867203857,0.13655450777464026,0.697153621883508,0.609329780050164,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,3,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-5.245874105354973,7.573877149696664,12.819751255051637,5.750100586584181,3.6726318090510173,3.397018859416439,307688.75920642697,63.89000651760201,11.323396198054796,12.242106030170058,52.916666666666664,2712.0,5697.47628736496,70.0,1728.0,4410271.034423828,43.19444444444444,3272.0,7294.651268005371,7712.0,1965.8463545082386,390.4619376994049,2720.468006178315,1403.829022423392,0.0,5760.0,1.0,False,False,complete,-1.0,96.1
guard,guarded,3,0,2021,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-3.0548160680950165,7.537144439900752,10.591960507995768,5.49044636083623,3.3412089963146823,1.7603051508448564,306196.49287096807,61.004959564847,5.867683836149522,11.137363321048941,45.295138888888886,3151.0,7375.1796875,68.57638888888889,1810.0,4200234.887817383,42.03125,3339.0,13449.796375274658,8300.0,1877.0756779504084,202.3339253344501,2474.969624976792,1282.7543558977493,0.0,5760.0,1.0,False,False,complete,-1.0,95.2
signal,mahalanobis,3,0,2022,2.8595478900837885,0.25850714413094805,0.1578077779270295,0.7217102319013013,0.6589558278131499,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,3,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-4.649523429689646,9.249086408917627,13.898609838607273,4.247318596818054,3.6221769857333923,6.029114256055827,375744.1353622786,47.19242885353393,20.09704752018609,12.073923285777974,53.24652777777777,2693.0,8002.231615781784,67.74305555555556,1858.0,7891803.354003906,46.041666666666664,3108.0,7495.00431060791,7659.0,1452.0747344637302,693.0016388335266,2683.094063500122,1334.783794504583,0.0,5760.0,1.0,False,False,complete,-1.0,103.9
guard,guarded,3,0,2022,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-2.398301817515199,9.495210392767312,11.893512210282513,4.507441787354476,3.6441062346568414,3.741964188271195,385742.9222061721,50.08268652616084,12.473213960903983,12.147020782189472,51.12847222222222,2815.0,8941.044967651367,68.05555555555556,1840.0,6688104.366333008,50.34722222222222,2860.0,10482.322971343994,7515.0,1541.0057398661716,430.1108264963125,2699.3379515966567,1250.712160991579,0.0,5760.0,1.0,False,False,complete,-1.0,94.1
signal,mahalanobis,3,0,2023,2.8595478900837885,0.11865997993374883,0.19677367772515017,0.6051409053636889,0.6380987121358287,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guard,plain,3,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-3.1401466993394833,8.013556282086654,11.153702981426136,4.871927660515649,3.2236233073463145,3.058152013564172,325550.7239597703,54.13252956128499,10.193840045213907,10.745411024487716,53.95833333333333,2652.0,4010.5234022140503,87.95138888888889,694.0,1728855.1762695312,46.12847222222222,3103.0,5473.134532928467,6449.0,1665.6162948492715,351.5117257709113,2387.869116613746,1768.4726151051118,0.0,5760.0,1.0,False,False,complete,-1.0,93.3
guard,guarded,3,0,2023,2.8595478900837885,,,,,,regen-v2,637c6b535a9e,f8f1aef,local,5760.0,-2.4216907019869627,7.743020114865612,10.164710816852576,4.943033579790294,3.0995504425529257,2.122126794509356,314560.1921664155,54.922595331003265,7.073755981697853,10.331834808509752,50.22569444444444,2867.0,4806.579798698425,88.09027777777779,686.0,1837066.5196533203,46.35416666666667,3090.0,6886.2455978393555,6643.0,1689.9260101223888,243.92262001247076,2295.963291687347,1730.208199662377,0.0,5760.0,1.0,False,False,complete,-1.0,91.9
signal,mahalanobis,3,1,2021,2.8595478900837885,0.2617875883994025,0.17114227142648902,0.6950862327695242,0.6320127768130854,5759.0,regen-v2,637c6b535a9e,f8f1aef,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
