block,condition,seed,variant,degree,optimizer,denoise,n_days_train,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,raw/d1/stlsq/none,18,raw,1,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,20,8.12278934022214,2.4744268262629205,0.0,1.8264378073865548,,True,36.4
ladder,raw/d1/stlsq/savgol,18,raw,1,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.3575079563598,5.554001806237965,0.0,3.1209613096229645,,True,33.8
ladder,raw/d1/stlsq/kalman,18,raw,1,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.286379529466734,5.976518856961579,0.0,3.1237948415777232,,True,34.4
ladder,raw/d1/sr3/none,18,raw,1,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.12278934022214,4.321681257414287,0.0,2.4715260164295736,,True,34.4
ladder,raw/d1/sr3/savgol,18,raw,1,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.3575079563598,5.173697378703352,0.0,3.107352931960121,,True,33.7
ladder,raw/d1/sr3/kalman,18,raw,1,sr3,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.286379529466734,6.716000782090986,0.0,3.125758585433753,,True,33.7
ladder,raw/d1/constrained/none,18,raw,1,constrained,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,6,8.12278934022214,4.321681257414287,0.0,2.4715260164295736,,True,33.5
ladder,raw/d1/constrained/savgol,18,raw,1,constrained,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.3575079563598,5.173697378703352,0.0,3.107352931960121,,True,33.6
ladder,raw/d1/constrained/kalman,18,raw,1,constrained,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.286379529466734,6.716000782090986,0.0,3.125758585433753,,True,34.1
ladder,raw/d1/ensemble/none,18,raw,1,ensemble,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,19,8.12278934022214,2.4784292978539404,0.0,1.8268738230353307,,True,34.1
ladder,raw/d1/ensemble/savgol,18,raw,1,ensemble,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.3575079563598,5.534664992038053,0.0,3.120736493556062,,True,33.7
ladder,raw/d1/ensemble/kalman,18,raw,1,ensemble,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.286379529466734,5.959304127760562,0.0,3.1237224838426556,,True,33.9
ladder,raw/d2/stlsq/none,18,raw,2,stlsq,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,52,8.12278934022214,220.8222222514559,0.08333333333333333,1.162614432543872,,False,175.3
ladder,raw/d2/stlsq/savgol,18,raw,2,stlsq,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.3575079563598,5.554001806237965,0.0,3.1209613096229645,,False,189.9
ladder,raw/d2/stlsq/kalman,18,raw,2,stlsq,kalman,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,8.286379529466734,5.976518856961579,0.0,3.1237948415777232,,False,192.4
ladder,raw/d2/sr3/none,18,raw,2,sr3,none,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,7,8.12278934022214,4.7468317067807915,0.0,2.4215888937876535,,False,190.3
ladder,raw/d2/sr3/savgol,18,raw,2,sr3,savgol,60,regen-v2,637c6b535a9e,unknown,greenhouse-regen:v1,3,9.3575079563598,5.196868237414811,0.0,3.109798528058422,,False,190.5
