window_days,horizon,horizon_h,method,seed,secs,epi,revenue,cost_total,cost_heat,cost_elec,cost_co2,fruit_dm_growth,violation_steps_total,t_in_in_corridor_pct,steps
14,0,0.0,rule_based,0,2.4,0.6274499042245479,4.076652539304188,3.449202635079641,1.8570859324148343,1.122288456326723,0.46982824633808373,165614.00940923268,648,92.78273809523809,1344
14,12,3.0,oracle_mpc,0,1559.6,0.2752641420798417,3.8430254133433923,3.567761271263551,1.9152440259415386,1.0747015071315982,0.577815738190414,156122.90741707533,925,73.36309523809523,1344
