test_start_date,method,steps,temp_rmse,temp_mae,co2_rmse,rh_excess_mean,rh_excess_area,temp_low_violations,temp_high_violations,temp_safe_pct,comfort_pct,energy_proxy_sum,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures
2010-03-15,rule_based,1344,3.5970427971139474,3.122670583072163,231.86404241034404,1.2138600746790569,1631.4279403686523,3,0,99.77678571428571,6.919642857142858,18575.76456453355,684.9858764749829,411.0277689515235,382.88467275932913,262.1731784578453,0
2010-03-15,raw_linear,1344,2.3163245101205527,1.6959869485525858,123.56950084296142,1.1168128706160045,1500.9964981079102,0,0,100.0,14.806547619047619,13576.193076849206,628.6678978453629,0.3911402120714038,499.46185891061714,263.3278450851575,0
2010-03-15,physics_full,1344,2.987106701994432,2.7368789733875367,113.71496244760635,1.6104124841235934,2164.3943786621094,0,0,100.0,3.050595238095238,12026.018907243226,551.6776915020243,0.0,496.2325386013701,372.59136981835013,0
2010-03-15,physics_dagger,1344,1.6549663976409288,1.4201695642301015,86.86812320946204,1.8741517180488223,2518.859909057617,0,0,100.0,15.773809523809524,11601.976133924274,544.1102035744557,15.301855523530351,283.37675359992824,233.70185608784908,0
2010-04-15,rule_based,1344,4.622087881624976,3.8830043254863646,227.52553475613598,0.5094491697493053,684.6996841430664,4,0,99.70238095238095,4.6875,11479.483607118931,530.443480687861,0.0,435.3069966808567,263.20397091933654,0
2010-04-15,raw_linear,1344,2.978625758288796,2.303594308240073,150.38844633849558,0.661441235315232,888.9770202636719,0,0,100.0,20.833333333333336,10402.110717747302,455.0855009192744,0.19681754083211866,649.2162619767464,292.635600618033,0
2010-04-15,physics_full,1344,3.424349263526245,3.0753466799145652,138.8356140531077,0.5596477588017782,752.1665878295898,1,0,99.92559523809523,8.333333333333332,9525.661861424234,395.6787777885477,30.511004530785016,653.4881301727156,346.7857450331571,0
2010-04-15,physics_dagger,1344,2.7411174812875614,2.065584352328664,120.45585479506875,1.1637994732175554,1564.1464920043945,0,0,100.0,18.898809523809522,9140.344034003785,397.5058745543989,15.820369115365912,516.011425881075,277.8512704732576,0
2010-09-01,rule_based,1344,3.5707461299730263,2.908604472875595,272.9003080646035,2.1275685685021535,2859.4521560668945,0,0,100.0,1.3392857142857142,14465.436366676537,465.6013269877947,410.2672483942582,525.3686714890298,491.0908888117521,0
2010-09-01,raw_linear,1344,1.7015016757580073,1.2768851681834175,156.17263544604037,1.7008455651147025,2285.93643951416,0,0,100.0,10.416666666666668,10474.106617093468,449.0306423540289,0.0,746.7468850064457,438.823053853161,0
2010-09-01,physics_full,1344,2.122824478509692,1.7895461186057045,159.15483867893582,3.696323269889468,4967.858474731445,0,0,100.0,4.389880952380952,7443.955954600396,300.5715152214992,0.0,716.2628250852059,510.71728845660596,0
2010-09-01,physics_dagger,1344,1.9011620909788947,1.4918360390833445,118.15241540703937,4.066180274600074,5464.9462890625,0,0,100.0,7.8125,6764.624667558639,287.83068136626827,0.0,504.0055201166363,442.96698413769116,0
2010-11-01,rule_based,1344,2.8591394796999414,2.3152735893215453,192.10257723317295,2.084963003794352,2802.1902770996094,3,0,99.77678571428571,6.622023809523809,26388.32880392071,781.9516558884194,994.0,404.64784307616105,407.2157797535091,0
2010-11-01,raw_linear,1344,1.5097970526247548,1.0568628992353166,75.13696258265115,1.1821771122160412,1588.8460388183594,0,0,100.0,30.208333333333332,15602.991917417674,751.2940203075941,2.9283978492740608,273.9137663865263,209.94562933314324,0
2010-11-01,physics_full,1344,2.6775539725325,2.524786201261339,75.09868585165657,2.2466659262066795,3019.5190048217773,0,0,100.0,3.125,13613.330652469058,652.7621272834909,0.2968578906842847,277.559763946198,331.7194404343901,0
2010-11-01,physics_dagger,1344,1.50365270289453,1.2926942635150183,47.814673345756326,1.9725201300212316,2651.067054748535,0,0,100.0,22.321428571428573,13854.79652092711,671.0869600809948,15.151781741102928,140.76975094809163,164.65603303918732,0
