steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,method,seed,secs,uBoil_t_in
5760,2.803512383214033,14.809458144679413,12.005945761465377,4.804580322361994,2.345354244821813,4.85601119428157,601634.237127601,53.38422580402215,16.186703980938567,7.817847482739377,52.482638888888886,2737,3003.2013988494878,100.0,0,0.0,69.70486111111111,1745,3926.951633453369,4482,1642.5915639741872,558.1622061045898,1737.299441172481,1404.9185616214031,0,sindy_mpc_confirmatory,13,128.4,0.0711387628823004
5760,4.195262018843502,14.000357064293595,9.805095045450091,4.588128605971985,4.162448370886759,1.054518068591349,568764.5057369273,50.97920673302205,3.515060228637829,13.874827902955865,65.53819444444444,1985,1861.0507249832156,71.21527777777777,1658,2342759.424560547,50.17361111111112,2870,6755.447399139404,6513,1568.5909770694795,121.2089732727212,3083.2950887290795,1406.5458724472624,0,sindy_mpc_dense,13,91.6,0.0547945928340129
5760,5.008624576650754,12.488371884981872,7.47974730833112,5.219435575274772,2.0532223227463677,0.207089410309982,507340.1078273887,57.99372861416413,0.6902980343666067,6.844074409154558,67.77777777777779,1856,1625.7909727096558,100.0,0,0.0,63.50694444444444,2102,4163.629669189453,3958,1784.4224186988272,23.803380526929,1520.9054235617937,1414.7818657377331,0,sindy_mpc_conf_dagger,13,163.3,0.0711147660553834
5760,4.909011551041617,13.035760058822856,8.126748507781237,4.891597739709718,2.87244249775899,0.36270827031253,529577.7523896785,54.35108599677465,1.2090275677084334,9.5748083258633,68.29861111111111,1826,1638.8879623413086,92.3784722222222,439,856260.9156494141,58.48958333333333,2391,5511.539398193359,4656,1672.3411078998734,41.69060583596783,2127.7351834858027,1361.8637769628804,0,sindy_mpc_dense_dagger,13,98.5,0.060515859550569
5760,-1.383438538067746,12.97894175523475,14.362380293302497,4.762567873968978,2.468509871427623,7.131302547905896,527269.5088064118,52.917420821877535,23.771008493019654,8.228366238092077,48.73263888888889,2953,4791.210076332092,100.0,0,0.0,69.73958333333333,1743,3558.24955368042,4696,1628.228332971608,819.6899480146634,1828.5258306944447,1570.7642799079345,0,sindy_mpc_confirmatory,14,90.7,0.0
5760,3.36914370281628,13.95162611055894,10.58248240774266,4.68788938230802,5.232206557307817,0.6623864681268223,566784.8107414569,52.08765980342245,2.2079548937560745,17.44068852435939,61.875,2196,2245.2571325302124,58.19444444444445,2408,2433017.3901367188,56.18055555555556,2524,5275.949069976807,7128,1602.6972246782825,76.1363755888268,3875.708560482939,1471.2770100309822,0,sindy_mpc_dense,14,91.0,0.0324204771415208
5760,2.0711025926695017,16.233225050170603,14.162122457501102,4.937206970436517,2.317552176618604,6.907363310445982,659474.7676631808,54.85785522707241,23.02454436815328,7.725173922062014,50.364583333333336,2859,3933.36065864563,100.0,0,0.0,77.23958333333333,1311,2157.285358428955,4170,1687.9340078274308,793.9498057327759,1716.7053174910525,1525.8174019914218,0,sindy_mpc_conf_dagger,14,139.0,0.0
5760,4.999545909184041,13.128740761684265,8.129194852500222,5.036522730796627,2.941053942714479,0.1516181789891145,533355.0934434232,55.961363675518086,0.505393929963715,9.803513142381597,64.49652777777779,2045,2345.839854240417,96.77083333333331,186,53689.73779296875,62.083333333333336,2184,4954.99532699585,4415,1721.888112587234,17.427376930281,2178.5584765933104,1479.6080857537174,0,sindy_mpc_dense_dagger,14,98.2,0.0368182421059244
5760,-1.424653452933593,11.181424619634058,12.606078072567652,4.270864161329188,4.487778831138757,3.847435080099704,454245.3751726336,47.454046236990976,12.824783600332347,14.959262770462525,51.19791666666666,2811,4717.21787405014,67.98611111111111,1844,1812706.5186767576,46.73611111111112,3068,6197.812713623047,7723,1460.1244996379226,442.2339173124808,3324.2806160152304,1436.1153980861438,0,sindy_mpc_confirmatory,15,138.4,0.0
5760,4.311393465473031,15.497471091252356,11.186077625779326,4.759202902162997,5.296881770328037,1.1299929532882922,629584.763082127,52.88003224625552,3.766643177627641,17.656272567760123,66.77083333333333,1914,1499.026249885559,54.28819444444445,2633,2570328.770385742,52.41319444444444,2741,5116.069690704346,7288,1627.0779153845638,129.88424784175567,3923.616125825059,1216.0261380650554,0,sindy_mpc_dense,15,109.3,0.0291755583600218
5760,4.19813285893993,12.618265147751138,8.420132288811207,4.771513996393253,3.648568559971004,4.9732446949929e-05,512617.02162738994,53.01682218214726,0.0001657748231664,12.161895199903348,59.61805555555556,2326,2468.885972976685,91.44097222222224,493,92360.07788085938,62.43055555555556,2164,3583.711082458496,4983,1631.286837135826,0.0057163733254967,2702.643376518327,1626.4568321395204,0,sindy_mpc_conf_dagger,15,168.9,0.0658235908475586
5760,4.61908378979382,12.677301899435829,8.05821810964201,4.994178342482652,2.963480874047736,0.1005588931116213,515015.3896645806,55.49087047202946,0.3351963103720711,9.87826958015912,65.36458333333334,1995,2421.6955556869507,94.60069444444444,311,63024.166259765625,62.29166666666666,2172,4918.167545318604,4478,1707.411400055737,11.558493578073168,2195.1710181644708,1497.8641540645558,0,sindy_mpc_dense_dagger,15,115.7,0.0342487217260595
5760,-1.2621269816076797,12.445818548884157,13.707945530491838,4.70314262698766,2.658524254407009,6.346278649097167,505611.37854841887,52.25714029986289,21.154262163657226,8.86174751469003,42.41319444444444,3317,5874.693496704102,100.0,0,0.0,80.85069444444444,1103,1848.549373626709,4420,1607.912009685032,729.4573158241117,1969.2772252837965,1392.0582741525325,0,sindy_mpc_confirmatory,16,95.8,0.0
5760,4.078953862491666,12.39439098501719,8.315437122525525,4.56729977722506,3.689449946052536,0.0586873992479285,503522.1337663233,50.74777530250066,0.1956246641597617,12.298166486841788,60.50347222222222,2275,2921.808578491211,87.91666666666667,696,236391.08337402344,65.06944444444444,2012,5054.192516326904,4983,1561.470009076765,6.745678076807965,2732.925886824739,1574.6801442337796,0,sindy_mpc_dense,16,131.5,0.0322848882753162
5760,5.892826736975998,12.777077369458738,6.88425063248274,4.68119587055837,2.2030056171035945,4.914482077583671e-05,519068.7681342613,52.01328745064856,0.0001638160692527,7.343352057011982,48.75,2952,3802.505263805389,100.0,0,0.0,66.18055555555556,1948,3657.736656188965,4900,1600.40884488522,0.0056488299486973,1631.8560118075875,1459.583962604847,0,sindy_mpc_conf_dagger,16,132.3,0.0602337945664245
5760,4.127221950563058,11.327454194449448,7.20023224388639,4.672131505893747,2.4431844251145494,0.0849163128780949,460177.8266495088,51.9125722877083,0.2830543762603163,8.143948083715165,64.42708333333333,2049,2362.537064552307,97.08333333333331,168,37839.47155761719,67.22222222222223,1888,3505.42204284668,4105,1597.3099175385305,9.76049570659314,1809.766240424164,1526.077680631034,0,sindy_mpc_dense_dagger,16,96.4,0.0405745740724964
5760,8.284580551747435,16.39509058477332,8.110510033025882,5.030970937359675,2.334073382123629,0.745465713542578,666050.555006416,55.89967708177417,2.484885711808593,7.780244607078763,60.20833333333333,2292,2472.5099115371704,100.0,0,0.0,66.96180555555556,1903,3846.349613189697,4195,1719.9900636131954,85.68571428615411,1728.9432452747278,1495.4389222284613,0,sindy_mpc_confirmatory,17,124.2,0.0
