method,epi,epi_std,viol,scaled_pen,Tcorr,n,dominated_by,on_frontier
sindy_mpc_conf_dagger,4.66159321211215,3.1684146091517293,4351.1,487.3924091066234,62.057291666666664,20,,True
rule_based,4.633505033605601,0.0,2458.0,485.29448235829676,95.22569444444444,20,,True
sindy_mpc_dense,3.8091950203730733,1.2743177421201803,6073.45,1205.6217702691906,64.60075672583014,20,sindy_mpc_conf_dagger,False
grey_box_mpc,3.786148285638312,1.27160232462582,6083.1,1208.7691260118231,64.61414185858658,20,sindy_mpc_conf_dagger,False
ppo,3.355003847580967,1.5923356111395601,1841.95,392.3289178396618,84.46006944444444,20,,True
sindy_mpc_dense_dagger,3.2349774035741534,2.209877479755663,4466.5,623.6298331624603,65.69111630955611,20,sindy_mpc_conf_dagger,False
sindy_mpc_confirmatory,0.2924020444143907,3.9244478525028113,5374.55,846.8361482209142,51.463541666666664,20,sindy_mpc_conf_dagger,False
sac,-2.4301047661814126,1.326045748120437,1766.6,202.94016913572946,81.65190972222221,20,,True
