window_days,horizon,horizon_h,method,seed,secs,epi,revenue,cost_total,cost_heat,cost_elec,cost_co2,fruit_dm_growth,violation_steps_total,t_in_in_corridor_pct,steps
14,0,0.0,rule_based,0,2.4,0.6274499042245479,4.076652539304188,3.449202635079641,1.8570859324148343,1.122288456326723,0.46982824633808373,165614.00940923268,648,92.78273809523809,1344
14,24,6.0,oracle_mpc,0,2837.9,0.2701691751255205,3.9332693784024317,3.663100203276911,1.9056356918835688,1.1943317943664442,0.5631327170268978,159789.06849759878,785,81.17559523809523,1344
