steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures
5760,1.6404122704540345,18.882339463385158,17.24192719293113,8.412143456963411,2.5801472182782903,6.249636517689423,767095.0407000221,93.4682606329268,20.83212172563141,8.600490727594302,86.44097222222223,781,1071.6677198410034,100.0,0,0.0,64.32291666666666,2055,6532.396158218384,2836,2875.9464797366472,718.349025601263,1911.2201617181372,1065.3037577873463,0
