window_days,horizon,horizon_h,method,seed,secs,epi,revenue,cost_total,cost_heat,cost_elec,cost_co2,fruit_dm_growth,violation_steps_total,t_in_in_corridor_pct,steps
14,0,0.0,rule_based,0,1.2,0.6301080625235198,4.075421689361788,3.445313626838268,1.8585319826874873,1.121683075940609,0.4650985682101721,165564.00613032264,651,93.08035714285714,1344
14,24,6.0,oracle_mpc,0,1917.8,0.2701691532988446,3.9332693727682217,3.663100219469377,1.9056357103547534,1.1943317943664442,0.563132714748179,159789.068268709,785,81.17559523809523,1344
