step,time_h,controller,solver_failures,t_in,co2,rh,T_out,rad,co2_out,sin_h,cos_h,uBoil,uCO2,uThScr,uVent,uLamp,uBlScr
34,8.5,raw_sindy_mpc,0,14.551259994506836,615.57421875,79.19276428222656,9.376779556274414,247.81532287597656,400.0,0.7933533402912352,-0.6087614290087207,0.0,0.8273636048597796,0.731572351345166,0.37043328404384274,0.0,0.026667216015463395
35,8.75,raw_sindy_mpc,0,14.327295303344727,599.0418090820312,77.99279022216797,9.45183277130127,272.8332824707031,400.0,0.7518398074789774,-0.6593458151000688,0.0,0.8643105998806628,0.6346786622323036,0.354406331749087,0.0,0.11494638105229263
36,9.0,raw_sindy_mpc,0,14.223631858825684,590.05078125,76.8863525390625,9.526886940002441,297.85125732421875,400.0,0.7071067811865476,-0.7071067811865475,0.0,0.8914066195517321,0.5212359470862548,0.3447649941215741,0.0,0.2430579486111288
37,9.25,raw_sindy_mpc,0,14.244986534118652,585.8006591796875,75.7439193725586,9.602988243103027,323.1431884765625,400.0,0.659345815100069,-0.7518398074789773,0.0,0.927260950306543,0.3999767998774365,0.34451560332784875,0.0,0.32929594080524666
38,9.5,raw_sindy_mpc,0,14.441536903381348,577.1029663085938,73.3038330078125,9.779654502868652,372.83929443359375,400.0,0.6087614290087209,-0.793353340291235,0.0,1.0,0.27829780906005336,0.3548070339861292,0.0,0.269370420371995
39,9.75,raw_sindy_mpc,0,14.708475112915039,568.44921875,70.51354217529297,9.954780578613281,422.1802978515625,400.0,0.5555702330196025,-0.831469612302545,0.0,1.0,0.1697576563145611,0.3414426640752059,0.0,0.14806956360514592
40,10.0,raw_sindy_mpc,0,15.243643760681152,556.6458740234375,67.7754135131836,10.12990665435791,471.52130126953125,400.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.08533302019262566,0.3258174960337207,0.0,0.0
41,10.25,raw_sindy_mpc,0,15.983577728271484,546.864013671875,64.21926879882812,10.299643516540527,519.9578857421875,400.0,0.4422886902190017,-0.8968727415326881,0.0,1.0,0.031177128641011572,0.3440362190498385,0.0,0.0
42,10.5,raw_sindy_mpc,0,16.019956588745117,537.9481201171875,63.03246307373047,10.222789764404297,531.5979614257812,400.0,0.3826834323650899,-0.9238795325112867,0.0,1.0,0.005376037220189198,0.3363135269056429,0.0,0.0
43,10.75,raw_sindy_mpc,0,16.23316192626953,538.3283081054688,62.488494873046875,10.147735595703125,543.4119873046875,400.0,0.32143946530316175,-0.9469301294951056,0.0,1.0,0.0,0.33790169406490955,0.0,0.0
44,11.0,raw_sindy_mpc,0,16.334957122802734,537.0115356445312,62.42387771606445,10.072681427001953,555.22607421875,400.0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.0,0.3414290029331877,0.0,0.0
45,11.25,raw_sindy_mpc,0,16.405994415283203,535.1773681640625,62.445594787597656,10.001429557800293,567.139892578125,400.0,0.19509032201612816,-0.9807852804032304,0.0,1.0,0.0,0.3477816254173262,0.0,0.0
46,11.5,raw_sindy_mpc,0,16.69902229309082,532.4385375976562,61.62272262573242,10.258088111877441,585.3063354492188,400.0,0.130526192220052,-0.9914448613738104,0.0,1.0,0.0,0.36975231129004155,0.0,0.0
47,11.75,raw_sindy_mpc,0,16.85757827758789,525.5233154296875,60.59453201293945,10.508267402648926,603.3748779296875,400.0,0.06540312923014312,-0.9978589232386035,0.0,1.0,0.0,0.38947112311447535,0.0,0.0
48,12.0,raw_sindy_mpc,0,17.038496017456055,519.5857543945312,59.574520111083984,10.75844669342041,621.4434204101562,400.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,0.4000000098235475,0.0,0.0
49,12.25,raw_sindy_mpc,0,17.290159225463867,516.2490844726562,58.69801330566406,11.00751781463623,638.7665405273438,400.0,-0.06540312923014287,-0.9978589232386035,0.0,1.0,0.0,0.4000000098401014,0.0,0.0
50,12.5,raw_sindy_mpc,0,17.406044006347656,520.361083984375,58.465110778808594,11.207045555114746,620.1973266601562,400.0,-0.13052619222005177,-0.9914448613738104,0.0,1.0,0.0,0.40000000979767897,0.0,0.0
51,12.75,raw_sindy_mpc,0,17.50846290588379,525.0989990234375,58.25272750854492,11.40718936920166,602.1287841796875,400.0,-0.19509032201612792,-0.9807852804032305,0.0,1.0,0.0,0.4000000099008834,0.0,0.0
52,13.0,raw_sindy_mpc,0,17.601652145385742,530.199951171875,58.07447052001953,11.607333183288574,584.0602416992188,400.0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.0,0.4000000098313946,0.0,0.0
53,13.25,raw_sindy_mpc,0,17.683246612548828,535.5476684570312,57.92953872680664,11.799604415893555,566.6776733398438,400.0,-0.32143946530316153,-0.9469301294951057,0.0,1.0,0.0,0.40000000884747133,0.0,0.0
54,13.5,raw_sindy_mpc,0,17.54239845275879,531.4940795898438,57.612789154052734,11.74809455871582,568.1084594726562,400.0,-0.38268343236508967,-0.9238795325112868,0.0,1.0,0.0,0.39591412135434595,0.0,0.0
55,13.75,raw_sindy_mpc,0,17.430404663085938,528.163330078125,57.3517951965332,11.69805908203125,569.4983520507812,400.0,-0.44228869021900147,-0.8968727415326883,0.0,1.0,0.0,0.3884761232139556,0.0,0.0
56,14.0,raw_sindy_mpc,0,17.347476959228516,525.9022827148438,57.169647216796875,11.648022651672363,570.8882446289062,400.0000305175781,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.38046182043573307,0.0,0.0
57,14.25,raw_sindy_mpc,0,17.274322509765625,524.2147216796875,57.03041076660156,11.59701156616211,571.8034057617188,399.9999694824219,-0.555570233019602,-0.8314696123025455,0.0,1.0,0.0,0.3674574639412683,0.0,0.0
58,14.5,raw_sindy_mpc,0,16.890336990356445,529.6690673828125,57.29590606689453,11.495902061462402,524.5107421875,400.0,-0.6087614290087207,-0.7933533402912352,0.0,1.0,0.03753763573620675,0.34058422630588886,0.0,0.0
59,14.75,raw_sindy_mpc,0,16.591859817504883,541.1161499023438,57.87696075439453,11.395830154418945,478.64447021484375,400.0,-0.6593458151000688,-0.7518398074789774,0.0,1.0,0.11967868674498774,0.32128546912214984,0.0,0.0
60,15.0,raw_sindy_mpc,0,16.085657119750977,553.4657592773438,60.220279693603516,11.295758247375488,432.7781677246094,400.0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.21406335865556317,0.30317102912070254,0.0,0.0
61,15.25,raw_sindy_mpc,0,15.535277366638184,568.0015869140625,63.123565673828125,11.192719459533691,387.46795654296875,400.0,-0.7518398074789773,-0.6593458151000691,0.0,1.0,0.3137663448437612,0.3100984687331205,0.0,0.08872289565277902
62,15.5,raw_sindy_mpc,0,14.962379455566406,580.9252319335938,65.39700317382812,10.93903636932373,359.8929748535156,400.0,-0.7933533402912349,-0.6087614290087209,0.0,0.9179279625610451,0.4163300403307953,0.30818494308440675,0.0,0.16373214094411195
63,15.75,raw_sindy_mpc,0,14.491029739379883,584.3894653320312,67.70916748046875,10.688857078552246,332.09521484375,400.0,-0.8314696123025452,-0.5555702330196022,0.0,0.8477747239142055,0.5200138688100924,0.29761993181000757,0.0,0.21435154952985658
64,16.0,raw_sindy_mpc,0,14.136094093322754,592.7006225585938,70.2176742553711,10.438676834106445,304.2974548339844,400.0,-0.8660254037844385,-0.5000000000000004,0.0,0.7694342906548933,0.623743949057987,0.2810450325949929,0.0,0.23905467870011524
65,16.25,raw_sindy_mpc,0,13.871155738830566,603.799560546875,73.05166625976562,10.186495780944824,276.177490234375,400.0,-0.8968727415326883,-0.44228869021900136,0.0,0.6818705968169193,0.7298890102450201,0.2545180289600303,0.0,0.2327189435037648
66,16.5,raw_sindy_mpc,0,13.56225872039795,617.5707397460938,76.97946166992188,9.85981273651123,235.61785888671875,400.0,-0.9238795325112868,-0.3826834323650895,0.05344365736577778,0.6140300198271833,0.8736712925163563,0.2503278354464422,0.0,0.09482556004737158
67,16.75,raw_sindy_mpc,0,13.704261779785156,659.8402709960938,82.04833984375,9.534579277038574,195.31112670898438,400.0,-0.9469301294951056,-0.3214394653031618,0.5844676537351959,0.5103690312923352,0.9774331705121376,0.2634475446617194,0.0,0.0
68,17.0,raw_sindy_mpc,0,14.93881893157959,774.595947265625,88.77022552490234,9.209345817565918,155.00439453125,400.0,-0.9659258262890683,-0.25881904510252063,1.0,0.3179491213268284,1.0,0.32453005630638315,0.0,0.0
69,17.25,raw_sindy_mpc,0,15.767719268798828,819.4735717773438,90.14771270751953,8.884112358093262,115.1538314819336,400.0,-0.9807852804032303,-0.19509032201612866,1.0,0.20989804588022384,1.0,0.3017443381773604,0.0,0.0
70,17.5,raw_sindy_mpc,0,16.25026512145996,812.6746215820312,89.51213073730469,8.558878898620605,88.23987579345703,400.0,-0.9914448613738104,-0.13052619222005163,1.0,0.17985448224564068,1.0,0.2504437084386139,0.0,0.08726732643670455
71,17.75,raw_sindy_mpc,0,16.476791381835938,800.5346069335938,88.71416473388672,8.233644485473633,61.1370735168457,400.0,-0.9978589232386035,-0.06540312923014273,1.0,0.16230913954508033,1.0,0.20506361217641647,0.0,0.18314670333519154
72,18.0,raw_sindy_mpc,0,16.564451217651367,790.5936889648438,87.85002899169922,7.908411026000977,34.03426742553711,400.0,-1.0,-1.8369701987210297e-16,1.0,0.1402571255108332,1.0,0.1662425949539,0.0,0.28525745417001747
73,18.25,raw_sindy_mpc,0,16.591747283935547,781.0432739257812,86.4937744140625,7.584028244018555,8.159543991088867,400.0,-0.9978589232386036,0.06540312923014237,1.0,0.11160232426508479,1.0,0.13082410683840187,0.0,0.4366882340892769
74,18.5,raw_sindy_mpc,0,16.80634880065918,768.0502319335938,85.23174285888672,7.2842559814453125,6.1406660079956055,400.0,-0.9914448613738105,0.13052619222005127,1.0,0.10122842311219848,1.0,0.10054561686414884,0.0,0.5777148445178962
75,18.75,raw_sindy_mpc,0,17.121280670166016,759.8704223632812,83.63009643554688,6.984040260314941,4.055835247039795,400.0,-0.9807852804032304,0.1950903220161283,1.0,0.07974657918528341,1.0,0.07323858304915044,0.0,0.772571521241527
76,19.0,raw_sindy_mpc,0,17.497482299804688,751.824951171875,81.26458740234375,6.68382453918457,1.9710041284561157,400.0,-0.9659258262890684,0.2588190451025203,0.8354397807297443,0.0623397013731409,1.0,0.051654387803422463,0.0,0.9683921053937216
77,19.25,raw_sindy_mpc,0,17.721973419189453,742.4810791015625,79.62486267089844,6.3803277015686035,0.0,400.0000305175781,-0.9469301294951057,0.3214394653031615,0.6425698407245478,0.046036483149659614,1.0,0.017686735580105153,0.0,1.0
78,19.5,raw_sindy_mpc,0,17.73474884033203,741.636474609375,80.06059265136719,5.97785758972168,0.0,400.0,-0.923879532511287,0.38268343236508917,0.6473525838170638,0.0079358784058308,1.0,0.00309934539059911,0.0,1.0
79,19.75,raw_sindy_mpc,0,17.62026596069336,740.175537109375,80.9730453491211,5.577569961547852,0.0,400.0,-0.8968727415326884,0.442288690219001,0.7420672883940393,0.0,1.0,0.00015580473666844974,0.0,1.0
80,20.0,raw_sindy_mpc,0,17.49094009399414,742.1702880859375,81.41181182861328,5.177282333374023,0.0,400.0,-0.8660254037844386,0.5000000000000001,0.7922631467680745,0.0,1.0,0.0,0.0,1.0
81,20.25,raw_sindy_mpc,0,17.39573860168457,745.1661376953125,81.32752227783203,4.791885852813721,0.0,400.0,-0.8314696123025455,0.5555702330196018,0.7729878445387534,0.0,1.0,0.0,0.0,1.0
82,20.5,raw_sindy_mpc,0,17.343955993652344,748.2716064453125,81.1276626586914,4.69417667388916,0.0,400.0,-0.7933533402912357,0.6087614290087199,0.7387616427995026,0.0,1.0,0.0,0.0,1.0
83,20.75,raw_sindy_mpc,0,17.275968551635742,751.4147338867188,81.09394836425781,4.594104766845703,0.0,400.0,-0.7518398074789772,0.6593458151000691,0.7247927476122346,0.0,1.0,0.0,0.0,1.0
84,21.0,raw_sindy_mpc,0,17.187931060791016,754.6505126953125,81.15926361083984,4.494032859802246,0.0,400.0,-0.7071067811865477,0.7071067811865474,0.7296232555928206,0.0,1.0,0.0,0.0,1.0
85,21.25,raw_sindy_mpc,0,17.098922729492188,758.0564575195312,81.20697021484375,4.3950371742248535,0.0,400.0,-0.6593458151000687,0.7518398074789775,0.7369012210968505,0.0,1.0,0.0,0.0,1.0
86,21.5,raw_sindy_mpc,0,17.020204544067383,761.4315795898438,81.20175170898438,4.3204169273376465,0.0,400.0,-0.608761429008721,0.7933533402912349,0.7395694690603981,0.0,1.0,0.0,0.0,1.0
87,21.75,raw_sindy_mpc,0,16.950992584228516,764.7218017578125,81.1686782836914,4.245363235473633,0.0,400.0,-0.555570233019603,0.8314696123025447,0.7364574221491934,0.0,1.0,0.001208805689333394,0.0,1.0
88,22.0,raw_sindy_mpc,0,16.877437591552734,766.5006713867188,81.14195251464844,4.170309066772461,0.0,400.0,-0.5000000000000004,0.8660254037844384,0.7346100918751173,0.0,1.0,0.0032310598945688974,0.0,1.0
89,22.25,raw_sindy_mpc,0,16.795658111572266,765.46484375,81.11518859863281,4.095255374908447,0.0,400.0,-0.4422886902190014,0.8968727415326883,0.739560006763684,0.0,1.0,0.0033856999110560347,0.0,1.0
90,22.5,raw_sindy_mpc,0,16.725404739379883,763.5492553710938,81.05801391601562,4.020201206207275,0.0,400.0,-0.38268343236508956,0.9238795325112868,0.7442362818546365,0.0,1.0,0.002003774630229594,0.0,1.0
91,22.75,raw_sindy_mpc,0,16.6748104095459,763.1204833984375,80.98631286621094,3.9451472759246826,0.0,400.0,-0.32143946530316186,0.9469301294951056,0.7443420446031486,0.0,1.0,0.0009782810088131214,0.0,1.0
92,23.0,raw_sindy_mpc,0,16.632299423217773,764.2998657226562,80.93286895751953,3.87009334564209,0.0,400.0,-0.25881904510252157,0.9659258262890681,0.7431875613897361,0.0,1.0,0.0013072611839478664,0.0,1.0
93,23.25,raw_sindy_mpc,0,16.584745407104492,765.4235229492188,80.90222930908203,3.7962679862976074,0.0,400.0,-0.19509032201612872,0.9807852804032303,0.7455370632678556,0.0,1.0,0.002321016895297399,0.0,1.0
94,23.5,raw_sindy_mpc,0,16.54058837890625,765.63232421875,80.86453247070312,3.746657133102417,0.0,400.0,-0.13052619222005168,0.9914448613738104,0.7496410320055108,0.0,1.0,0.0034369026380500563,0.0,1.0
95,23.75,raw_sindy_mpc,0,16.501150131225586,764.7449340820312,80.81564331054688,3.6966211795806885,0.0,400.0,-0.0654031292301428,0.9978589232386035,0.7546274739886834,0.0,1.0,0.0037904007111904192,0.0,1.0
96,24.0,raw_sindy_mpc,0,16.472328186035156,763.6123657226562,80.75173950195312,3.64658522605896,0.0,400.0,0.0,1.0,0.7584825309866817,0.0,1.0,0.00373389259511628,0.0,1.0
97,24.25,raw_sindy_mpc,0,16.452421188354492,762.8671875,80.6858901977539,3.5906848907470703,0.0,400.0,0.06540312923014306,0.9978589232386035,0.7621597498314574,0.0,1.0,0.003022046732450443,0.0,1.0
98,24.5,raw_sindy_mpc,0,16.41179847717285,762.8366088867188,80.63196563720703,3.3593099117279053,0.0,400.0,0.13052619222005157,0.9914448613738104,0.7661892957569112,0.0,1.0,0.0,0.0,1.0
99,24.75,raw_sindy_mpc,0,16.37700080871582,766.1151123046875,80.53549194335938,3.134148120880127,0.0,400.0,0.19509032201612825,0.9807852804032304,0.7653638910581994,0.0,1.0,0.0,0.019349462426246657,1.0
100,25.0,raw_sindy_mpc,0,16.113126754760742,768.961181640625,84.14793395996094,2.9089863300323486,0.0,400.0,0.25881904510252074,0.9659258262890683,1.0,0.0,1.0,0.06148280303430434,0.0,1.0
101,25.25,raw_sindy_mpc,0,16.115131378173828,731.6793823242188,80.40511322021484,2.680328130722046,0.0,400.0,0.3214394653031616,0.9469301294951057,0.8391019935855124,0.0,1.0,0.0,0.0,1.0
102,25.5,raw_sindy_mpc,0,16.376419067382812,725.9929809570312,79.00341033935547,2.3782172203063965,0.0,400.0,0.3826834323650898,0.9238795325112867,0.6877548634590696,0.0,1.0,0.0,0.0,1.0
103,25.75,raw_sindy_mpc,0,16.360151290893555,730.2532348632812,79.29197692871094,2.0780014991760254,0.0,400.0,0.44228869021900125,0.8968727415326884,0.657518881946186,0.0,1.0,0.0,0.0,1.0
104,26.0,raw_sindy_mpc,0,16.20265769958496,734.3252563476562,79.9368667602539,1.7777857780456543,0.0,400.0,0.49999999999999994,0.8660254037844387,0.7059855823717454,0.0,1.0,0.0,0.0,1.0
105,26.25,raw_sindy_mpc,0,16.04686164855957,738.3643188476562,80.27616119384766,1.5029778480529785,0.0,400.0,0.5555702330196022,0.8314696123025452,0.7835335149175899,0.0,1.0,0.0,0.0,1.0
106,26.5,raw_sindy_mpc,0,15.994739532470703,742.6273193359375,80.16851806640625,1.607548475265503,0.0,400.0,0.6087614290087207,0.7933533402912352,0.8175478763766308,0.0,1.0,0.0,0.0,1.0
107,26.75,raw_sindy_mpc,0,16.024703979492188,747.0616455078125,79.88578033447266,1.70762038230896,0.0,400.0,0.6593458151000688,0.7518398074789774,0.8152611546697984,0.0,1.0,0.0,0.0,1.0
108,27.0,raw_sindy_mpc,0,16.087106704711914,751.5436401367188,79.65676879882812,1.807692289352417,0.0,400.0,0.7071067811865476,0.7071067811865476,0.817633006018704,0.0,1.0,0.0,0.0,1.0
109,27.25,raw_sindy_mpc,0,16.157310485839844,756.0114135742188,79.51792907714844,1.9026262760162354,0.02219252660870552,400.0,0.7518398074789774,0.6593458151000688,0.8228882245095622,0.0,1.0,0.0,0.0,1.0
110,27.5,raw_sindy_mpc,0,16.202207565307617,760.3760375976562,79.46601867675781,1.9269590377807617,0.7488617300987244,400.0,0.7933533402912352,0.6087614290087207,0.8395436866914024,0.0,1.0,0.0,0.0,1.0
111,27.75,raw_sindy_mpc,0,16.2445068359375,764.6991577148438,79.3683853149414,1.951977014541626,1.443805456161499,400.0,0.8314696123025451,0.5555702330196024,0.8490281258881285,0.0,1.0,0.0,0.0,1.0
112,28.0,raw_sindy_mpc,0,16.289594650268555,768.9959106445312,79.23299407958984,1.9769949913024902,2.138749122619629,400.0,0.8660254037844386,0.5000000000000001,0.8415809712727326,0.0,1.0,0.0,0.0,1.0
113,28.25,raw_sindy_mpc,0,16.335329055786133,773.2605590820312,79.14449310302734,2.010655403137207,3.4095420837402344,400.0,0.8968727415326884,0.44228869021900125,0.8152401173047219,0.0,1.0,0.0,0.0,1.0
114,28.5,raw_sindy_mpc,0,16.622678756713867,778.1156005859375,79.4915542602539,2.2703092098236084,20.798385620117188,400.0,0.9238795325112867,0.38268343236508984,0.7990467331530526,0.0,1.0,0.0,0.0,1.0
115,28.75,raw_sindy_mpc,0,17.033843994140625,783.2439575195312,80.3010025024414,2.520488739013672,37.47703552246094,400.0,0.9469301294951056,0.3214394653031617,0.8003674472935479,0.0,1.0,0.005389097711472139,0.0,0.9676390461496693
116,29.0,raw_sindy_mpc,0,17.29893684387207,781.6177368164062,84.19060516357422,2.7706685066223145,54.15568161010742,400.0,0.9659258262890683,0.25881904510252074,1.0,0.06667382025636756,1.0,0.026824733023125054,0.0,0.6976739000187149
117,29.25,raw_sindy_mpc,0,17.814876556396484,782.9591064453125,86.2705078125,3.046018123626709,71.80015563964844,400.0,0.9807852804032304,0.19509032201612833,1.0,0.1303537193105142,1.0,0.04916324750728466,0.0,0.5136536937110924
118,29.5,raw_sindy_mpc,0,18.8487548828125,787.83349609375,86.1600570678711,3.840186834335327,107.84008026123047,400.0,0.9914448613738104,0.1305261922200517,0.7158475042205444,0.19472412775093642,1.0,0.07524202668350198,0.0,0.36335011272822937
