steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,method,seed,secs
5760,3.617626679370863,12.0345839784738,8.416957299102936,8.137456946038641,0.277364722689148,0.0021356303751468657,488904.9741254981,90.41618828931824,0.00711876791715622,0.9245490756304935,92.93402777777777,407,740.0063362121582,99.94791666666667,3,15.68035888671875,85.53819444444444,833,3928.6496086120605,1243,2782.0365627482533,0.24547475576400757,205.45535014010966,1209.2334073930979,0,ppo,8,508.5
5760,-3.9818588933560957,9.41752478696816,13.399383680324256,10.708111973413825,1.5282871404245495,1.1629845664858816,382586.94447058154,118.97902192682028,3.8766152216196055,5.094290468081832,85.12152777777777,857,1246.9138922691345,98.28125,99,35636.47106933594,91.61458333333333,483,992.0727424621582,1439,3660.892982363701,133.6763869524002,1132.0645484626293,2246.9193900227547,0,sac,8,2942.2
