window_days,horizon,horizon_h,method,seed,secs,epi,revenue,cost_total,cost_heat,cost_elec,cost_co2,fruit_dm_growth,violation_steps_total,t_in_in_corridor_pct,steps
14,0,0.0,rule_based,1,1.2,0.6273982415713155,4.076788956329221,3.4493907147579055,1.8571126845493469,1.1222879185795784,0.46999011162897997,165619.5513508746,648,92.78273809523809,1344
14,12,3.0,oracle_mpc,1,974.5,0.24271782422047156,3.8689233682510213,3.6262055440305496,1.9332637103536245,1.1136757584231847,0.5792660752537404,157175.01183519774,902,72.09821428571429,1344
