steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures
5760,1.6404132253459784,18.882341106789266,17.24192788144329,8.412143582192503,2.580147781561362,6.249636517689423,767095.107463314,93.46826202436114,20.83212172563141,8.60049260520454,86.44097222222223,781,1071.6686697006226,100.0,0,0.0,64.32291666666666,2055,6532.400156021118,2836,2875.9465224661344,718.3490256012617,1911.2205786454642,1065.3037887294522,0
