method,steps,temp_rmse,temp_mae,co2_rmse,rh_excess_mean,rh_excess_area,temp_low_violations,temp_high_violations,temp_safe_pct,comfort_pct,energy_proxy_sum,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures
initial_pi_sindy_mpc,1344,3.424349263526245,3.0753466799145652,138.8356140531077,0.5596477588017782,752.1665878295898,1,0,99.92559523809523,8.333333333333332,9525.661861424234,395.6787777885477,30.511004530785016,653.4881301727156,346.7857450331571,0
dagger_pi_sindy_mpc,1344,2.7411174812875614,2.065584352328664,120.45585479506875,1.1637994732175554,1564.1464920043945,0,0,100.0,18.898809523809522,9140.344034003785,397.5058745543989,15.820369115365912,516.011425881075,277.8512704732576,0
