steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,method,seed,test_year,secs
5760,5.164497218387218,16.883662355813126,11.719165137425907,4.841449294845676,5.876343096246413,1.0013727463338187,685898.7832049082,53.79388105384084,3.3379091544460624,19.587810320821376,65.01736111111111,2015,1663.61039352417,56.28472222222223,2518,3204848.340942383,58.00347222222222,2419,4966.186374664307,6952,1655.196339040566,115.10031563306376,4352.846738572351,1436.9191353370766,0,sindy_mpc_dense,19,2020,61.9
5760,-1.0294312640523575,13.242634171447463,14.27206543549982,6.7521216148086305,5.64240847855527,1.8775353421359213,537982.0132150532,75.02357349787367,6.258451140453071,18.8080282618509,75.19097222222221,1429,905.0734033584595,49.75694444444444,2894,4179971.574951172,47.673611111111114,3014,5510.2662353515625,7337,2308.4176472536255,215.80865985064656,4179.561836234938,1289.706328858802,0,sindy_mpc_dense,19,2021,63.0
5760,2.2099093838156048,16.00029368273773,13.790384298922124,5.965230674768145,4.918987703897473,2.9061659202565044,650011.9308612202,66.28034083075717,9.687219734188348,16.396625679658246,80.92013888888889,1099,822.7726526260376,60.729166666666664,2262,3275478.948486328,60.65972222222222,2266,4660.655899047852,5627,2039.3951026539944,334.0420599302801,3643.694595251986,1281.0612366264934,0,sindy_mpc_dense,19,2022,63.1
5760,0.8868259986398164,13.071164606664116,12.184338608024301,5.564092428201775,6.204106994996586,0.41613918482594103,531016.0621457298,61.823249202241946,1.3871306160864703,20.68035664998862,72.30902777777779,1595,1090.361828804016,65.57291666666667,1983,1914139.072265625,53.31597222222222,2689,4095.431941986084,6267,1902.2538218411642,47.832090281164184,4595.634810265401,1682.2257071487686,0,sindy_mpc_dense,19,2023,61.4
5760,5.367576494444511,12.919873200904561,7.5522967064600515,5.15252848031057,2.0512997146556136,0.34846851149386826,524869.8487867479,57.25031644789523,1.161561704979561,6.837665715518712,63.00347222222222,2131,1865.9983654022217,100.0,0,0.0,65.05208333333333,2013,4083.9741592407227,4144,1761.5481990002816,40.05385177017026,1519.4812707522728,1378.6102021973797,0,sindy_mpc_conf_dagger,19,2020,65.6
5760,0.4554987761399998,9.866628268440884,9.411129492300883,7.037632690215537,1.6703051960266175,0.7031916060587288,400831.7734054109,78.19591878017263,2.343972020195763,5.567683986755392,70.12152777777779,1721,1265.4024839401245,100.0,0,0.0,57.86458333333333,2427,4322.090599060059,4148,2406.0282700705143,80.82662148228731,1237.2631085587063,1241.6847898629385,0,sindy_mpc_conf_dagger,19,2021,63.7
5760,6.075277649268742,14.96162174148697,8.886344092218229,5.979879595119309,2.0234674773694223,0.8829970197294978,607815.8832479082,66.44310661243676,2.9433233990983263,6.744891591231408,72.88194444444444,1562,1150.7892150878906,100.0,0,0.0,66.40625,1935,3288.8782348632812,3497,2044.4032802658246,101.49391064539566,1498.8647978807762,1205.180678381047,0,sindy_mpc_conf_dagger,19,2022,73.3
5760,2.2869310154428844,10.008521739778867,7.721590724335984,5.50368726039515,2.022732129357755,0.19517133458307892,406596.1956785165,61.15208067105723,0.6505711152769298,6.7424404311925175,70.55555555555556,1696,1214.27303981781,100.0,0,0.0,53.50694444444445,2678,4755.8498458862305,4374,1881.6024819370855,22.433486632484133,1498.3200957718286,1582.7728650137417,0,sindy_mpc_conf_dagger,19,2023,66.1
3687,0.79043005782817,8.367435067458048,7.577005009629878,3.6130024240897676,3.780339577747016,0.18366300779309444,339927.0496154832,40.144471378775194,0.6122100259769815,12.601131925823388,64.71385950637375,1301,1190.469910621643,39.408733387577975,2234,2405096.2850341797,71.22321670735015,1061,2152.417491912842,4596,1235.2145036924771,21.110690507875468,2800.2515383195405,726.8528701973053,0,sindy_mpc_dense_dagger,19,2020,40.3
5760,-4.593648511016589,8.919445664826203,13.513094175842792,6.513563464918958,5.945837228174399,1.053693482749434,362352.4801335645,72.37292738798843,3.51231160916478,19.819457427248,74.73958333333334,1455,1125.1870670318604,36.99652777777778,3629,4941416.65612793,66.09375,1953,3792.2453002929688,7037,2226.859303723284,121.1141934379689,4404.323872072484,1150.7442381196431,0,sindy_mpc_dense_dagger,19,2021,61.8
4459,-2.5916377428862574,9.010673267421936,11.602311010308194,5.080359067605232,4.463965011267682,2.0579869314352797,366058.60148901615,56.44843408450258,6.8599564381175995,14.879883370892273,74.97196680870151,1116,785.3864068984985,37.54204978694774,2785,7475744.260620117,70.12783135232115,1332,2096.1676864624023,5233,1736.8748941798062,236.55022190421855,3306.6407481270435,716.5054289366916,0,sindy_mpc_dense_dagger,19,2022,48.9
5319,-1.9231655376099763,8.997218644061633,10.92038418167161,5.0467909889605265,5.727350037295815,0.1462431554152699,365512.0074150039,56.07545543289474,0.4874771847175663,19.09116679098605,78.66140251927054,1135,872.1473159790039,38.24027072758037,3285,2195210.696533203,50.4982139499906,2633,5192.505966186523,7053,1725.3986284796933,16.809558054117787,4242.48150934565,1415.4745938312283,0,sindy_mpc_dense_dagger,19,2023,55.8
