steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,method,seed,test_year,secs
5760,4.633505033605601,18.82551512786217,14.192010094256572,7.289512529497127,2.1524715303685187,4.750026034390926,764786.5520694008,80.99458366107919,15.83342011463642,7.174905101228396,95.22569444444444,275,385.74970149993896,100.0,0,0.0,62.10069444444445,2183,6893.667533874512,2458,2492.1410341909514,545.9800039294614,1594.4233554580537,964.8017977790362,0,rule_based,18,2020,4.8
5760,-6.971197553462108,18.221369854828968,25.192567408291076,8.104337951146658,2.1297811298067355,14.958448327337681,740243.1503524268,90.04819945718509,49.86149442445894,7.099270432689119,93.87152777777777,353,601.7383589744568,100.0,0,0.0,51.05902777777778,2819,6172.752422332764,3172,2770.71382839817,1719.3618767216722,1577.6156514270263,1167.3957143081307,0,rule_based,18,2021,4.7
5760,1.3275113618985808,17.637418865785413,16.309907503886834,7.499613752832879,2.1396342341557695,6.670659516898183,716520.1414225324,83.3290416981431,22.235531722993944,7.132114113852565,95.39930555555556,265,493.48263025283813,100.0,0,0.0,61.111111111111114,2240,5014.862869262695,2505,2563.970514295536,766.7424732707419,1584.9142469795343,1140.604291500547,0,rule_based,18,2022,4.8
5760,-3.8142653819713086,17.52128685038918,21.335552232360484,7.35007553803624,2.3552000843903835,11.630276609933864,711802.2782970604,81.66750597818044,38.767588699779544,7.850666947967945,93.02083333333333,402,549.7288312911987,100.0,0,0.0,53.07291666666667,2703,6248.114597320557,3105,2512.846337649489,1336.8134034486193,1744.592654565445,1265.6447612482766,0,rule_based,18,2023,4.8
5760,0.7506465701536608,11.565902786503102,10.81525621634944,4.312869965924023,4.7039013640142056,1.7984848864112115,469864.8007016885,47.92077739915581,5.994949621370705,15.679671213380686,49.44444444444444,2912,3991.1878595352173,63.95833333333333,2076,3098434.3319091797,48.78472222222222,2950,7054.022159576416,7938,1474.4854596457678,206.72240118769088,3484.371381423175,1410.2472802448729,0,sindy_mpc,18,2020,75.2
5760,-6.691157866076482,8.002903013900667,14.69406087997715,5.646962855512957,5.185977199806146,3.861120824658046,325117.9349397146,62.744031727921744,12.870402748860153,17.286590666020487,53.142361111111114,2699,3753.528874397278,51.40625,2799,6351055.166625977,33.645833333333336,3822,10080.254844665527,9320,1930.585590624379,443.8069913109578,3841.4645911456582,1205.8428596503459,0,sindy_mpc,18,2021,74.6
5760,-7.595865627639705,9.096291349285185,16.69215697692489,4.152958668382755,4.94221364722417,7.596984661317963,369536.83606471063,46.143985204252836,25.323282204393212,16.474045490747233,54.53125,2619,4899.92140007019,59.44444444444444,2336,9332879.545898438,44.375,3204,10939.35721206665,8159,1419.814929394559,873.2166279837278,3660.8990000895233,1226.325564638344,0,sindy_mpc,18,2022,77.3
5760,2.233896435545256,13.075967509923515,10.84207107437826,4.794032554420205,5.322918678941276,0.7251198410167791,531211.1800906429,53.267028382446725,2.417066136722597,17.74306226313759,59.70486111111111,2321,2369.088276863098,74.53125,1467,1562288.4609375,42.760416666666664,3297,7056.916595458984,7085,1638.9854895251724,83.3471080702359,3942.9027244975427,1644.5055951135005,0,sindy_mpc,18,2023,79.6
3680,0.4067884665060015,7.923525976895938,7.516737510389936,3.562951590905147,3.397138605498583,0.556647313986206,321893.2428113975,39.58835101005719,1.8554910466206869,11.323795351661943,70.70652173913044,1078,710.6050519943237,50.21739130434783,1832,1828155.3145751953,53.614130434782616,1707,3028.8313636779785,4617,1218.1031079773848,63.98244994831717,2516.398966241798,721.5957958121737,0,grey_box_mpc,18,2020,43.3
5760,-3.358935438697494,9.640408282200326,12.999343720897821,6.455042006540462,5.25288433785061,1.291417376506748,391641.58646438824,71.72268896156069,4.304724588355827,17.509614459502032,78.81944444444444,1220,655.7512159347534,46.90972222222222,3058,2855647.992919922,43.177083333333336,3273,6725.158630371094,7551,2206.8519667466653,148.43877880311888,3891.0254345459134,1152.0167880007139,0,grey_box_mpc,18,2021,62.6
