steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,method,seed,test_year,secs
3687,2.743925659155893,8.610382137654689,5.8664564784987965,3.660321045715433,2.0951732722186858,0.11096216056467673,349796.77434222173,40.67023384128259,0.36987386854892246,6.98391090739562,61.866015730946565,1406,1412.4474802017212,94.4128017358286,206,57400.71533203125,67.01925684838622,1216,2270.739921569824,2828,1251.3918091526136,12.754271380470794,1551.980201039069,854.1901781779716,0,sindy_mpc_dense,6,2020,41.0
5760,0.572031055935463,11.099818133227348,10.527787077291887,6.881494142040029,3.0059189523802607,0.6403739828715962,450930.1116623611,76.46104602266699,2.134579942905321,10.019729841267536,70.81597222222223,1681,1388.5540409088135,96.47569444444444,203,48833.55221557617,55.81597222222222,2545,5022.201072692871,4429,2352.647569500573,73.60620479682326,2226.6066313385354,1334.18590615231,0,sindy_mpc_dense,6,2021,61.0
4460,1.646381389178142,9.60954714544923,7.9631657562710885,5.5501860552159314,2.0589970655145162,0.3539826355406414,390387.852783875,61.66873394684369,1.1799421184688048,6.863323551715054,73.85650224215247,1166,1000.6732311248779,96.68161434977578,148,68162.83947753906,64.93273542600897,1564,2829.048854827881,2878,1897.4995053963953,40.6876591987988,1525.1830114714817,833.3655222819812,0,sindy_mpc_dense,6,2022,49.5
5320,1.8581992552090165,10.407052695845461,8.548853440636446,5.154034959062608,3.3115464402357477,0.08327204133808845,422786.5157687219,57.26705510069565,0.2775734711269615,11.03848813411916,73.60902255639098,1404,1129.244472503662,97.08646616541353,155,55767.94091796875,51.165413533834595,2598,4756.892265319824,4157,1762.0632330791018,9.571499012482883,2452.9973623551537,1532.0920219587842,0,sindy_mpc_dense,6,2023,58.0
5760,5.722086908437479,13.878889604682698,8.156802696245219,4.936680988919069,2.996935480068281,0.2231862272578699,563829.8901902346,54.85201098798966,0.7439540908595664,9.989784933560937,63.62847222222222,2095,2026.9773950576782,99.73958333333334,15,6164.895751953125,58.15972222222222,2410,5173.687782287598,4520,1687.7541840339932,25.653589347287088,2219.9522074745732,1206.0458479499873,0,sindy_mpc_conf_dagger,6,2020,67.5
5760,3.320964414827556,12.971106934018646,9.650142519191089,6.599190399161644,2.3806562269221394,0.670295893107305,526951.2191945075,73.32433776846271,2.2343196436910167,7.935520756407132,71.63194444444444,1634,1276.4930982589722,99.77430555555556,13,880.9889221191406,51.89236111111111,2771,6381.316871643066,4418,2256.133469489737,77.04550516264015,1763.4490577118208,1159.7574363735835,0,sindy_mpc_conf_dagger,6,2021,73.8
5760,6.305455326000731,15.721290245232193,9.415834919231461,5.8174910495934515,2.79708168608455,0.8012621835534599,638677.4162125578,64.63878943992724,2.6708739451782,9.323605620281834,73.92361111111111,1502,1117.0904531478882,99.94791666666667,3,716.176025390625,59.87847222222222,2311,4634.590450286865,3816,1988.8858287354042,92.09910154218049,2071.9123605484638,1096.1561275511958,0,sindy_mpc_conf_dagger,6,2022,75.1
5760,2.2655070028624014,10.617954927963774,8.352447925101371,5.215244852449756,3.004887021848052,0.13231605080356337,431354.4189485283,57.94716502721952,0.4410535026785446,10.01629007282684,75.59027777777779,1406,1053.1790113449097,99.98263888888889,1,107.757080078125,44.77430555555556,3181,7026.535755157471,4588,1782.9896932302534,15.20874147568113,2225.842238673689,1471.548247453094,0,sindy_mpc_conf_dagger,6,2023,66.8
3687,-0.12806879197663884,5.081409107006586,5.2094778989832236,3.6612250846807264,1.364064923848034,0.18418789045446338,206432.24497214254,40.68027871867474,0.6139596348482113,4.546883079493447,63.574721996202875,1343,1413.5544862747192,96.36560889612151,134,44087.97424316406,65.17493897477624,1284,2492.63077545166,2761,1251.7008844728844,21.171021855656832,1010.4184620085149,818.4421298534792,0,sindy_mpc_dense_dagger,6,2020,39.6
5760,-1.1738968376874952,8.255902794597347,9.42979963228484,6.853652453977968,1.9557168373989642,0.62043034090791,335396.0510305172,76.15169393308854,2.0681011363597004,6.519056124663214,72.03125,1611,1387.1262941360474,96.875,180,59577.37072753906,54.427083333333336,2625,5782.136413574219,4416,2343.1290433407603,71.31383226591255,1448.6791392559478,1280.4419030721601,0,sindy_mpc_dense_dagger,6,2021,59.0
4459,-1.0783904166561922,6.784049882842088,7.86244029949828,5.454067383751443,1.4899978834396934,0.9183750323071427,275602.0264904598,60.60074870834937,3.061250107690476,4.966659611465645,71.56313074680422,1268,1100.1714820861816,95.26799730881363,211,111407.22766113281,60.596546310832025,1757,3115.6841430664062,3236,1864.6384225491354,105.56034852498532,1103.7021365154853,803.8717228818598,0,sindy_mpc_dense_dagger,6,2022,47.6
5319,0.020116046123948128,7.261968559755034,7.241852513631086,5.102857273102462,2.023270588259957,0.11572465226866775,295017.47274004825,56.69841414558291,0.38574884089555916,6.744235294199856,76.81895093062606,1233,1049.4923210144043,97.61233314532807,127,45650.71337890625,47.80973867268283,2776,6398.153533935547,4136,1744.5665879906164,13.301684192083737,1498.718953831179,1502.4525986673075,0,sindy_mpc_dense_dagger,6,2023,55.8
