steps,epi,revenue,cost_total,cost_heat,cost_co2,cost_elec,fruit_dm_growth,energy_heat_kwh_m2,energy_elec_kwh_m2,co2_kg_m2,t_in_in_corridor_pct,t_in_violation_steps,t_in_violation_area,co2_in_corridor_pct,co2_violation_steps,co2_violation_area,rh_in_corridor_pct,rh_violation_steps,rh_violation_area,violation_steps_total,boiler_sum,lamp_sum,co2_injection_sum,vent_sum,solver_failures,steps_expected,season_fraction,truncated,solver_aborted,stop_reason,method,seed,test_year,xi_uboil,rng_seed,horizon,max_solver_failures,objective,secs,regen_id,config_hash,git_sha,image
288,0.2944035357030048,0.7032284924075849,0.4088249567045801,0.3349363498807739,0.06757353485656203,0.006315071967244149,28568.657504058137,3.721514998675266,0.02105023989081383,0.22524511618854012,63.888888888888886,104,89.14119529724121,100.0,0,0.0,38.54166666666667,177,251.46835327148438,281,114.50815387947831,0.7258703244760512,50.05447021164466,44.897097721505396,0,288,1.0,False,False,complete,sindy_mpc_notuboil,0,2020,0.05850746256260363,3613008877,8,100,priced,3.2,regen-v2,637c6b535a9e,df16a5b,local
288,0.2808878625422997,0.6947112876809685,0.4138234251386689,0.34059249873149966,0.06476129435733302,0.008469632049836218,28222.646062039348,3.7843610970166632,0.028232106832787394,0.2158709811911101,65.27777777777779,100,96.47968482971191,100.0,0,0.0,43.75,162,220.76478576660156,262,116.44188001331875,0.9735209345151062,47.97132911668187,48.45432710296035,0,288,1.0,False,False,complete,sindy_mpc_notuboil_ens,0,2020,0.06286733240911672,1417316525,8,100,priced,2.0,regen-v2,637c6b535a9e,df16a5b,local
