block,condition,seed,variant,degree,optimizer,denoise,n_days_train,rollout_horizons,regen_id,config_hash,git_sha,image,nonzero,kappa,rollout_rmse_t_in,diverged_frac,one_step_rmse_t_in,sign_pass,embeddable,secs
ladder,physics_no_cross/d1/sr3/savgol,4,physics_no_cross,1,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.545493009645403,4.73253249911919,0.0,3.0652812242305196,,True,3.8
ladder,physics_no_cross/d1/sr3/kalman,4,physics_no_cross,1,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.631071610664822,6.051177567454577,0.0,3.0893843212672722,,True,4.3
ladder,physics_no_cross/d1/constrained/none,4,physics_no_cross,1,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,9,24.720208861328157,4.060070210882489,0.0,2.766693243478058,,True,3.5
ladder,physics_no_cross/d1/constrained/savgol,4,physics_no_cross,1,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.545493009645403,4.73253249911919,0.0,3.0652812242305196,,True,3.3
ladder,physics_no_cross/d1/constrained/kalman,4,physics_no_cross,1,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.631071610664822,6.051177567454577,0.0,3.0893843212672722,,True,4.3
ladder,physics_no_cross/d1/ensemble/none,4,physics_no_cross,1,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,28,24.720208861328157,11.16022770266203,0.016666666666666666,1.757212040132515,,True,4.0
ladder,physics_no_cross/d1/ensemble/savgol,4,physics_no_cross,1,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.545493009645403,5.401423330823076,0.0,3.0823446563126455,,True,3.8
ladder,physics_no_cross/d1/ensemble/kalman,4,physics_no_cross,1,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.631071610664822,5.6711187982918005,0.0,3.0857100660208947,,True,4.3
ladder,physics_no_cross/d2/stlsq/none,4,physics_no_cross,2,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,95,24.720208861328157,6.1299701660002235,0.05,1.0519214009049016,,False,21.7
ladder,physics_no_cross/d2/stlsq/savgol,4,physics_no_cross,2,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.545493009645403,5.453183202459823,0.0,3.0830587095138906,,False,23.4
ladder,physics_no_cross/d2/stlsq/kalman,4,physics_no_cross,2,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.631071610664822,5.674000981932252,0.0,3.0857418988240153,,False,22.9
ladder,physics_no_cross/d2/sr3/none,4,physics_no_cross,2,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,42,24.720208861328157,337.17062197186294,0.03333333333333333,3.1598928305747696,,False,20.8
ladder,physics_no_cross/d2/sr3/savgol,4,physics_no_cross,2,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.545493009645403,5.072433534422508,0.0,3.0765925050267144,,False,22.0
ladder,physics_no_cross/d2/sr3/kalman,4,physics_no_cross,2,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.631071610664822,6.217137408609416,0.0,3.0907326145991023,,False,22.8
ladder,physics_no_cross/d2/constrained/none,4,physics_no_cross,2,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,42,24.720208861328157,337.17062197186294,0.03333333333333333,3.1598928305747696,,False,20.9
ladder,physics_no_cross/d2/constrained/savgol,4,physics_no_cross,2,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.545493009645403,5.072433534422508,0.0,3.0765925050267144,,False,21.2
ladder,physics_no_cross/d2/constrained/kalman,4,physics_no_cross,2,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.631071610664822,6.217137408609416,0.0,3.0907326145991023,,False,22.5
ladder,physics_no_cross/d2/ensemble/none,4,physics_no_cross,2,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,89,24.720208861328157,374.8084107711832,0.18333333333333332,2.1388000387042245,,False,58.7
ladder,physics_no_cross/d2/ensemble/savgol,4,physics_no_cross,2,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.545493009645403,5.455708160770981,0.0,3.083092589878688,,False,51.4
ladder,physics_no_cross/d2/ensemble/kalman,4,physics_no_cross,2,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.631071610664822,5.6805613212766675,0.0,3.0858140830677323,,False,53.2
ladder,raw/d1/stlsq/none,5,raw,1,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,20,8.38963288814235,2.5373298297082947,0.0,1.8221582675211836,,True,2.1
ladder,raw/d1/stlsq/savgol,5,raw,1,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,9.660110144000514,5.448592327141387,0.0,2.9416436826066636,,True,2.2
ladder,raw/d1/stlsq/kalman,5,raw,1,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.497031350547434,5.604515047726271,0.0,2.9441028193186747,,True,3.0
ladder,raw/d1/sr3/none,5,raw,1,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,6,8.38963288814235,3.540948790852036,0.0,2.2670582132960075,,True,3.1
ladder,raw/d1/sr3/savgol,5,raw,1,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,9.660110144000514,5.004032125913001,0.0,2.929600182299689,,True,3.2
ladder,raw/d1/sr3/kalman,5,raw,1,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.497031350547434,5.981518255138465,0.0,2.948613662720174,,True,3.9
ladder,raw/d1/constrained/none,5,raw,1,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,6,8.38963288814235,3.540948790852036,0.0,2.2670582132960075,,True,3.2
ladder,raw/d1/constrained/savgol,5,raw,1,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,9.660110144000514,5.004032125913001,0.0,2.929600182299689,,True,3.2
ladder,raw/d1/constrained/kalman,5,raw,1,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.497031350547434,5.981518255138465,0.0,2.948613662720174,,True,4.0
ladder,raw/d1/ensemble/none,5,raw,1,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,20,8.38963288814235,2.5376058333084517,0.0,1.8222439426583226,,True,4.0
ladder,raw/d1/ensemble/savgol,5,raw,1,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,9.660110144000514,5.426514512309633,0.0,2.941253294670716,,True,3.8
ladder,raw/d1/ensemble/kalman,5,raw,1,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.497031350547434,5.601892625454455,0.0,2.944065171378578,,True,4.6
ladder,raw/d2/stlsq/none,5,raw,2,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,47,8.38963288814235,1.8180509612056348,0.0,1.0922490691551114,,False,18.4
ladder,raw/d2/stlsq/savgol,5,raw,2,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,9.660110144000514,5.448592327141387,0.0,2.9416436826066636,,False,18.0
ladder,raw/d2/stlsq/kalman,5,raw,2,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.497031350547434,5.604515047726271,0.0,2.9441028193186747,,False,19.9
ladder,raw/d2/sr3/none,5,raw,2,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,7,8.38963288814235,4.451549784589425,0.0,2.396067914859921,,False,18.2
ladder,raw/d2/sr3/savgol,5,raw,2,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,9.660110144000514,4.952517342968764,0.0,2.9270177600112346,,False,18.1
ladder,raw/d2/sr3/kalman,5,raw,2,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.497031350547434,5.3610931204703585,0.0,2.9400199528817876,,False,19.7
ladder,raw/d2/constrained/none,5,raw,2,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,7,8.38963288814235,4.451549784589425,0.0,2.396067914859921,,False,18.9
ladder,raw/d2/constrained/savgol,5,raw,2,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,9.660110144000514,4.952517342968764,0.0,2.9270177600112346,,False,18.6
ladder,raw/d2/constrained/kalman,5,raw,2,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.497031350547434,5.3610931204703585,0.0,2.9400199528817876,,False,19.7
ladder,raw/d2/ensemble/none,5,raw,2,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,48,8.38963288814235,8.155328842913637,0.016666666666666666,1.1108475961897657,,False,32.5
ladder,raw/d2/ensemble/savgol,5,raw,2,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,9.660110144000514,5.46946650018405,0.0,2.94200197689466,,False,32.3
ladder,raw/d2/ensemble/kalman,5,raw,2,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.497031350547434,5.588958590797118,0.0,2.9438778401166332,,False,32.7
ladder,physics/d1/stlsq/none,5,physics,1,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,36,58.3320216711772,11.088872244375555,0.016666666666666666,1.66563689855185,,True,5.0
ladder,physics/d1/stlsq/savgol,5,physics,1,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,46.56010836577736,5.448592327141387,0.0,2.9416436826066636,,True,5.0
ladder,physics/d1/stlsq/kalman,5,physics,1,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,44.28309090251865,5.604515047726271,0.0,2.9441028193186747,,True,5.9
ladder,physics/d1/sr3/none,5,physics,1,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,16,58.3320216711772,2998.324873361945,0.21666666666666667,2.3355080648302415,,True,3.8
ladder,physics/d1/sr3/savgol,5,physics,1,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,46.56010836577736,4.956508554359737,0.0,2.927237467561623,,True,5.0
ladder,physics/d1/sr3/kalman,5,physics,1,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,44.28309090251865,6.371301879456313,0.0,2.9520639148507253,,True,5.9
ladder,physics/d1/constrained/none,5,physics,1,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,16,58.3320216711772,2998.324873361945,0.21666666666666667,2.3355080648302415,,True,3.9
ladder,physics/d1/constrained/savgol,5,physics,1,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,46.56010836577736,4.956508554359737,0.0,2.927237467561623,,True,5.0
ladder,physics/d1/constrained/kalman,5,physics,1,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,44.28309090251865,6.371301879456313,0.0,2.9520639148507253,,True,5.9
ladder,physics/d1/ensemble/none,5,physics,1,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,37,58.3320216711772,10.720694094516327,0.016666666666666666,1.6669983957485697,,True,6.0
ladder,physics/d1/ensemble/savgol,5,physics,1,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,46.56010836577736,5.451978099543968,0.0,2.9417024945085295,,True,5.8
ladder,physics/d1/ensemble/kalman,5,physics,1,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,44.28309090251865,5.600492484255605,0.0,2.9440450249964494,,True,6.5
ladder,physics/d2/stlsq/none,5,physics,2,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,238,58.3320216711772,4.562656709715239,0.016666666666666666,0.9647680863109073,,False,44.9
ladder,physics/d2/stlsq/savgol,5,physics,2,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,7,46.56010836577736,5.448592327141387,0.0,2.9416436826066636,,False,44.1
ladder,physics/d2/stlsq/kalman,5,physics,2,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,44.28309090251865,5.604515047726271,0.0,2.9441028193186747,,False,45.2
ladder,physics/d2/sr3/none,5,physics,2,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,142,58.3320216711772,357.6862744044969,0.55,6.997576380597993,,False,13.5
ladder,physics/d2/sr3/savgol,5,physics,2,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,46.56010836577736,4.885103080350711,0.0,2.9226056449132325,,False,42.9
ladder,physics/d2/sr3/kalman,5,physics,2,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,44.28309090251865,5.740551483237479,0.0,2.9459175835382885,,False,26.8
ladder,physics/d2/constrained/none,5,physics,2,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,142,58.3320216711772,357.6862744044969,0.55,6.997576380597993,,False,7.4
ladder,physics/d2/constrained/savgol,5,physics,2,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,46.56010836577736,4.885103080350711,0.0,2.9226056449132325,,False,22.0
ladder,physics/d2/constrained/kalman,5,physics,2,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,44.28309090251865,5.740551483237479,0.0,2.9459175835382885,,False,21.9
ladder,physics/d2/ensemble/none,5,physics,2,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,233,58.3320216711772,4796.857394420336,0.5,9.293549410483354,,False,114.0
ladder,physics/d2/ensemble/savgol,5,physics,2,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,5,46.56010836577736,5.359531581617516,0.0,2.9399887405663745,,False,86.4
ladder,physics/d2/ensemble/kalman,5,physics,2,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,44.28309090251865,5.621761004201187,0.0,2.944347669143579,,False,84.5
ladder,physics_no_cross/d1/stlsq/none,5,physics_no_cross,1,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,27,24.74851461801375,9.151073320269031,0.016666666666666666,1.7338719497201371,,True,2.4
ladder,physics_no_cross/d1/stlsq/savgol,5,physics_no_cross,1,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.679050402142316,5.448592327141387,0.0,2.9416436826066636,,True,2.4
ladder,physics_no_cross/d1/stlsq/kalman,5,physics_no_cross,1,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.108742786226268,5.604515047726271,0.0,2.9441028193186747,,True,2.9
ladder,physics_no_cross/d1/sr3/none,5,physics_no_cross,1,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,10,24.74851461801375,5.336324320095254,0.0,2.2425288861007067,,True,2.4
ladder,physics_no_cross/d1/sr3/savgol,5,physics_no_cross,1,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.679050402142316,4.968613015434414,0.0,2.9278817751498822,,True,2.4
ladder,physics_no_cross/d1/sr3/kalman,5,physics_no_cross,1,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.108742786226268,6.190942597219664,0.0,2.9505771100325386,,True,2.9
ladder,physics_no_cross/d1/constrained/none,5,physics_no_cross,1,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,10,24.74851461801375,5.336324320095254,0.0,2.2425288861007067,,True,2.4
ladder,physics_no_cross/d1/constrained/savgol,5,physics_no_cross,1,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.679050402142316,4.968613015434414,0.0,2.9278817751498822,,True,2.4
ladder,physics_no_cross/d1/constrained/kalman,5,physics_no_cross,1,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.108742786226268,6.190942597219664,0.0,2.9505771100325386,,True,3.0
ladder,physics_no_cross/d1/ensemble/none,5,physics_no_cross,1,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,28,24.74851461801375,8.395198403532483,0.016666666666666666,1.7252575964664028,,True,2.8
ladder,physics_no_cross/d1/ensemble/savgol,5,physics_no_cross,1,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.679050402142316,5.458806737294262,0.0,2.9418202809873852,,True,2.8
ladder,physics_no_cross/d1/ensemble/kalman,5,physics_no_cross,1,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.108742786226268,5.602520366446349,0.0,2.9440741934827885,,True,3.3
ladder,physics_no_cross/d2/stlsq/none,5,physics_no_cross,2,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,110,24.74851461801375,2.0160045932263233,0.016666666666666666,1.0433239887402728,,False,15.1
ladder,physics_no_cross/d2/stlsq/savgol,5,physics_no_cross,2,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.679050402142316,5.448592327141387,0.0,2.9416436826066636,,False,22.5
ladder,physics_no_cross/d2/stlsq/kalman,5,physics_no_cross,2,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.108742786226268,5.604515047726271,0.0,2.9441028193186747,,False,26.9
ladder,physics_no_cross/d2/sr3/none,5,physics_no_cross,2,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,47,24.74851461801375,580.6025441281809,0.3,5.043259077508127,,False,17.0
ladder,physics_no_cross/d2/sr3/savgol,5,physics_no_cross,2,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.679050402142316,4.86398338253969,0.0,2.920853000041474,,False,25.7
ladder,physics_no_cross/d2/sr3/kalman,5,physics_no_cross,2,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.108742786226268,5.65800347456073,0.0,2.94484738668928,,False,26.1
ladder,physics_no_cross/d2/constrained/none,5,physics_no_cross,2,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,47,24.74851461801375,580.6025441281809,0.3,5.043259077508127,,False,16.2
ladder,physics_no_cross/d2/constrained/savgol,5,physics_no_cross,2,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.679050402142316,4.86398338253969,0.0,2.920853000041474,,False,22.2
ladder,physics_no_cross/d2/constrained/kalman,5,physics_no_cross,2,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.108742786226268,5.65800347456073,0.0,2.94484738668928,,False,22.8
ladder,physics_no_cross/d2/ensemble/none,5,physics_no_cross,2,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,119,24.74851461801375,125.07567258328375,0.43333333333333335,1.4293738851784044,,False,54.3
ladder,physics_no_cross/d2/ensemble/savgol,5,physics_no_cross,2,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.679050402142316,5.441583647053765,0.0,2.9415210596711088,,False,47.5
ladder,physics_no_cross/d2/ensemble/kalman,5,physics_no_cross,2,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,14.108742786226268,5.597143841377504,0.0,2.9439967121487256,,False,46.6
ladder,raw/d1/stlsq/none,6,raw,1,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,21,7.877668096449165,2.6706370391528966,0.0,1.8023277392084494,,True,2.5
ladder,raw/d1/stlsq/savgol,6,raw,1,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.850822346345725,6.0843951528001,0.0,3.0863941791801857,,True,2.4
ladder,raw/d1/stlsq/kalman,6,raw,1,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.249005528220813,6.317457458807552,0.0,3.0893128926279045,,True,3.8
ladder,raw/d1/sr3/none,6,raw,1,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,6,7.877668096449165,4.337518500812357,0.0,2.3749389311459046,,True,3.0
ladder,raw/d1/sr3/savgol,6,raw,1,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.850822346345725,5.414624178791425,0.0,3.071986322103401,,True,3.0
ladder,raw/d1/sr3/kalman,6,raw,1,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.249005528220813,6.402008970763741,0.0,3.0902451201418666,,True,3.5
ladder,raw/d1/constrained/none,6,raw,1,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,6,7.877668096449165,4.337518500812357,0.0,2.3749389311459046,,True,2.5
ladder,raw/d1/constrained/savgol,6,raw,1,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.850822346345725,5.414624178791425,0.0,3.071986322103401,,True,2.7
ladder,raw/d1/constrained/kalman,6,raw,1,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.249005528220813,6.402008970763741,0.0,3.0902451201418666,,True,3.4
ladder,raw/d1/ensemble/none,6,raw,1,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,21,7.877668096449165,2.664558190911579,0.0,1.8024593893448324,,True,3.3
ladder,raw/d1/ensemble/savgol,6,raw,1,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.850822346345725,6.0572890175828205,0.0,3.0860144821991993,,True,3.0
ladder,raw/d1/ensemble/kalman,6,raw,1,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.249005528220813,6.303083807240534,0.0,3.089148486308615,,True,3.7
ladder,raw/d2/stlsq/none,6,raw,2,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,43,7.877668096449165,7.630043884198944,0.016666666666666666,1.1642196384079309,,False,14.5
ladder,raw/d2/stlsq/savgol,6,raw,2,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.850822346345725,6.0843951528001,0.0,3.0863941791801857,,False,14.3
ladder,raw/d2/stlsq/kalman,6,raw,2,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.249005528220813,6.317457458807552,0.0,3.0893128926279045,,False,15.2
ladder,raw/d2/sr3/none,6,raw,2,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,7,7.877668096449165,4.529363264988598,0.0,2.3528308864682543,,False,14.8
ladder,raw/d2/sr3/savgol,6,raw,2,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.850822346345725,5.254277654073404,0.0,3.064893565586085,,False,14.8
ladder,raw/d2/sr3/kalman,6,raw,2,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.249005528220813,5.972449776659474,0.0,3.0847598983735356,,False,15.2
ladder,raw/d2/constrained/none,6,raw,2,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,7,7.877668096449165,4.529363264988598,0.0,2.3528308864682543,,False,15.6
ladder,raw/d2/constrained/savgol,6,raw,2,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.850822346345725,5.254277654073404,0.0,3.064893565586085,,False,14.8
ladder,raw/d2/constrained/kalman,6,raw,2,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.249005528220813,5.972449776659474,0.0,3.0847598983735356,,False,15.0
ladder,raw/d2/ensemble/none,6,raw,2,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,44,7.877668096449165,5.018745111541824,0.016666666666666666,1.1399931839083408,,False,27.2
ladder,raw/d2/ensemble/savgol,6,raw,2,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.850822346345725,6.049376840222575,0.0,3.08590180174376,,False,26.9
ladder,raw/d2/ensemble/kalman,6,raw,2,ensemble,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,8.249005528220813,6.3180454106564765,0.0,3.08931957937861,,False,27.0
ladder,physics/d1/stlsq/none,6,physics,1,stlsq,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,35,50.31608157487508,17.614541162822,0.05,1.6435170223261177,,True,3.9
ladder,physics/d1/stlsq/savgol,6,physics,1,stlsq,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,41.87850138082119,6.0843951528001,0.0,3.0863941791801857,,True,4.1
ladder,physics/d1/stlsq/kalman,6,physics,1,stlsq,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,40.17169526130843,6.317457458807552,0.0,3.0893128926279045,,True,4.5
ladder,physics/d1/sr3/none,6,physics,1,sr3,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,17,50.31608157487508,3544.598778010971,0.18333333333333332,2.2078420200637034,,True,2.9
ladder,physics/d1/sr3/savgol,6,physics,1,sr3,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,41.87850138082119,5.725462669813596,0.0,3.0803581364723094,,True,3.5
ladder,physics/d1/sr3/kalman,6,physics,1,sr3,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,40.17169526130843,7.720073336970527,0.0,3.1002316333536304,,True,4.4
ladder,physics/d1/constrained/none,6,physics,1,constrained,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,17,50.31608157487508,3544.598778010971,0.18333333333333332,2.2078420200637034,,True,3.3
ladder,physics/d1/constrained/savgol,6,physics,1,constrained,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,41.87850138082119,5.725462669813596,0.0,3.0803581364723094,,True,3.6
ladder,physics/d1/constrained/kalman,6,physics,1,constrained,kalman,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,40.17169526130843,7.720073336970527,0.0,3.1002316333536304,,True,4.4
ladder,physics/d1/ensemble/none,6,physics,1,ensemble,none,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,35,50.31608157487508,18.587076288343095,0.05,1.6447765988593661,,True,4.0
ladder,physics/d1/ensemble/savgol,6,physics,1,ensemble,savgol,60,"4,20,96",regen-v2,637c6b535a9e,dcd5d8f,local,3,41.87850138082119,6.0752565412829505,0.0,3.086267245035403,,True,4.6
