step,time_h,controller,solver_failures,t_in,co2,rh,T_out,rad,co2_out,sin_h,cos_h,uBoil,uCO2,uThScr,uVent,uLamp,uBlScr
27,6.75,physics_sindy_mpc,0,16.354116439819336,743.722412109375,83.0642318725586,4.1009345054626465,35.02076721191406,400.0,0.9807852804032304,-0.1950903220161282,0.7428121241204447,0.15370424996178972,1.0,0.07294715780887229,0.0,1.0
28,7.0,physics_sindy_mpc,0,16.213708877563477,744.6536865234375,83.04889678955078,4.150970458984375,51.00447463989258,400.0,0.9659258262890683,-0.25881904510252063,0.7025003285970185,0.1681571174663082,1.0,0.08820047467229898,0.0,1.0
29,7.25,physics_sindy_mpc,0,16.07705307006836,745.8176879882812,83.120361328125,4.202070236206055,67.16813659667969,400.0,0.9469301294951057,-0.3214394653031616,0.6349130865925899,0.19233357202079285,1.0,0.1139551551204852,0.0,1.0
30,7.5,physics_sindy_mpc,0,16.199434280395508,751.7224731445312,83.3167495727539,4.455212116241455,107.78416442871094,400.0,0.9238795325112868,-0.3826834323650895,0.5097616746529909,0.23393537269596637,1.0,0.1740834872024843,0.0,1.0
31,7.75,physics_sindy_mpc,0,16.243200302124023,763.8777465820312,83.78736877441406,4.705391883850098,148.0908966064453,400.0,0.8968727415326884,-0.44228869021900113,0.4120002265242938,0.269980328582704,1.0,0.24141781516817473,0.0,1.0
32,8.0,physics_sindy_mpc,0,16.22407341003418,780.5745239257812,84.44713592529297,4.95557165145874,188.3976287841797,400.0,0.8660254037844387,-0.4999999999999998,0.35300682722373605,0.29965571374459266,1.0,0.3125758538119517,0.0,1.0
33,8.25,physics_sindy_mpc,0,16.232013702392578,800.3837890625,85.05877685546875,5.204198360443115,228.46957397460938,400.0,0.8314696123025451,-0.5555702330196023,0.32194704987812023,0.3168093910050724,1.0,0.37608576510282093,0.0,1.0
34,8.5,physics_sindy_mpc,0,16.217700958251953,819.4285278320312,85.6978759765625,5.353558540344238,253.37088012695312,400.0,0.7933533402912352,-0.6087614290087207,0.3435571560991729,0.3124992311994907,1.0,0.4000000099245018,0.0,0.945167301844214
35,8.75,physics_sindy_mpc,0,16.267717361450195,828.9686889648438,88.20032501220703,5.503666400909424,278.38885498046875,400.0,0.7518398074789774,-0.6593458151000688,0.5973493686373084,0.37378349873307726,1.0,0.4000000098697684,0.0,0.4626467036388806
36,9.0,physics_sindy_mpc,0,17.432403564453125,827.8056030273438,87.79371643066406,5.653774261474609,303.4068298339844,400.0,0.7071067811865476,-0.7071067811865475,0.3805957866110986,0.42966826656510737,0.9991950155876044,0.4000000098137496,0.0,0.29585339203859257
37,9.25,physics_sindy_mpc,0,18.39200782775879,830.7838134765625,87.94038391113281,5.803028583526611,327.77508544921875,400.0,0.659345815100069,-0.7518398074789773,0.15501280809927526,0.48981861367262175,0.9911689126798303,0.4000000098052646,0.0,0.10408105992999668
38,9.5,physics_sindy_mpc,0,18.75718879699707,828.1939697265625,88.62879180908203,5.902659893035889,327.0648498535156,400.0,0.6087614290087209,-0.793353340291235,0.10189942180086169,0.5319500433295347,0.9766834151733057,0.40000000995090257,0.0,0.0
39,9.75,physics_sindy_mpc,0,18.275646209716797,795.3577880859375,88.93717956542969,6.002731800079346,326.3699035644531,400.0,0.5555702330196025,-0.831469612302545,0.24743526942614713,0.5841660896317252,0.9487924369277504,0.4000000099703364,0.0,0.0
40,10.0,physics_sindy_mpc,0,16.68699836730957,714.88818359375,87.84529876708984,6.102803707122803,325.67498779296875,400.0,0.49999999999999994,-0.8660254037844387,0.49678564283694476,0.6907450560407753,0.9493169063155303,0.40000000991737233,0.0,0.06174994918143804
41,10.25,physics_sindy_mpc,0,16.44491958618164,721.72900390625,86.7866439819336,6.199169158935547,324.8922119140625,400.0,0.4422886902190017,-0.8968727415326881,0.49598783267859564,0.6478053325721272,0.95525077538588,0.4000000097610705,0.0,0.2951487547998524
42,10.5,physics_sindy_mpc,0,16.209585189819336,739.50830078125,87.07070922851562,6.01984167098999,308.5570068359375,400.0,0.3826834323650899,-0.9238795325112867,0.6274662920917851,0.592179099768757,0.9708515571455582,0.4000000097958905,0.0,0.4230780823512786
43,10.75,physics_sindy_mpc,0,16.5889835357666,782.2149658203125,87.45465087890625,5.8447160720825195,292.57330322265625,400.0,0.32143946530316175,-0.9469301294951056,0.6875343493910844,0.5062503377736884,0.9890685640681673,0.4000000098219275,0.0,0.5047160800591188
44,11.0,physics_sindy_mpc,0,17.282821655273438,833.4913940429688,87.98030090332031,5.669589996337891,276.5895690917969,400.0,0.258819045102521,-0.9659258262890682,0.6824011154855574,0.4135803645237219,1.0,0.40000000984851974,0.0,0.5262009049809114
45,11.25,physics_sindy_mpc,0,17.703777313232422,852.5364990234375,88.26580047607422,5.495506286621094,260.97259521484375,400.0000305175781,0.19509032201612816,-0.9807852804032304,0.6859326610953597,0.3749920142697687,1.0,0.4000000098537703,0.0,0.5577849222226647
46,11.5,physics_sindy_mpc,0,17.895978927612305,851.002197265625,88.09085083007812,5.370955944061279,258.24346923828125,400.0,0.130526192220052,-0.9914448613738104,0.6701838802401097,0.373264461999611,1.0,0.4000000098515346,0.0,0.6004092329860478
47,11.75,physics_sindy_mpc,0,17.95988655090332,850.1607055664062,87.86283111572266,5.245866298675537,255.4636993408203,400.0,0.06540312923014312,-0.9978589232386035,0.6574194450721421,0.3671214208186824,1.0,0.40000000985089124,0.0,0.6634688612159141
48,12.0,physics_sindy_mpc,0,17.923160552978516,850.0052490234375,87.66329193115234,5.120776653289795,252.6839141845703,400.0,1.2246467991473532e-16,-1.0,0.6604083393642011,0.35592936244469575,1.0,0.4000000098518552,0.0,0.7348768374211598
49,12.25,physics_sindy_mpc,0,17.828712463378906,849.4780883789062,87.44970703125,5.0016937255859375,249.8690185546875,400.0,-0.06540312923014287,-0.9978589232386035,0.666915324895531,0.34361755121638576,1.0,0.4000000098504371,0.0,0.8119543595032106
50,12.5,physics_sindy_mpc,0,17.763126373291016,849.3522338867188,87.29157257080078,5.2588067054748535,244.9676513671875,400.0,-0.13052619222005177,-0.9914448613738104,0.6613845479935344,0.33750451866099657,1.0,0.40000000985150663,0.0,0.8487974788745022
51,12.75,physics_sindy_mpc,0,17.753889083862305,849.4676513671875,87.1565933227539,5.508986473083496,240.10304260253906,400.0,-0.19509032201612792,-0.9807852804032305,0.6473999758357588,0.334001100174204,1.0,0.4000000098512481,0.0,0.8735982098306159
52,13.0,physics_sindy_mpc,0,17.766321182250977,849.9323120117188,87.0953369140625,5.759166240692139,235.23843383789062,400.0,-0.2588190451025208,-0.9659258262890683,0.6322275089402147,0.3298916491994805,1.0,0.40000000985144035,0.0,0.8834366885314732
53,13.25,physics_sindy_mpc,0,17.789859771728516,849.6279296875,87.11664581298828,5.998416900634766,230.19432067871094,400.0,-0.32143946530316153,-0.9469301294951057,0.6432578196438046,0.3243354884297985,1.0,0.40000000985558126,0.0,0.8902994581683353
54,13.5,physics_sindy_mpc,0,17.625322341918945,847.1035766601562,87.13741302490234,5.792379379272461,212.53294372558594,400.0,-0.38268343236508967,-0.9238795325112868,0.7122936629917956,0.2955083018625367,1.0,0.40000000989865686,0.0,1.0
55,13.75,physics_sindy_mpc,0,17.49883460998535,839.7719116210938,84.0298080444336,5.592235565185547,195.15936279296875,400.0,-0.44228869021900147,-0.8968727415326883,0.4920307040251703,0.2140934044998203,1.0,0.28161103713147,0.0,1.0
56,14.0,physics_sindy_mpc,0,17.346567153930664,811.4151000976562,83.76933288574219,5.392092227935791,177.7857666015625,400.0,-0.4999999999999997,-0.8660254037844388,0.5036892532003747,0.23017876016361483,1.0,0.24895831600221785,0.0,1.0
57,14.25,physics_sindy_mpc,0,17.087587356567383,799.2029418945312,84.0008544921875,5.195919513702393,160.6844940185547,400.0,-0.555570233019602,-0.8314696123025455,0.6142832420806258,0.22767923427905837,1.0,0.22709229197452263,0.0,1.0
58,14.5,physics_sindy_mpc,0,16.909229278564453,791.2803344726562,83.9651107788086,5.121926784515381,152.43629455566406,400.0,-0.6087614290087207,-0.7933533402912352,0.6980875870872284,0.2191318689291742,1.0,0.2056926618471518,0.0,1.0
59,14.75,physics_sindy_mpc,0,16.833593368530273,784.0625610351562,83.67572784423828,5.046872615814209,144.0969696044922,400.0,-0.6593458151000688,-0.7518398074789774,0.7354250655653995,0.20793230407188737,1.0,0.1810710331750527,0.0,1.0
60,15.0,physics_sindy_mpc,0,16.842056274414062,776.7667846679688,83.3285903930664,4.971818923950195,135.7576446533203,400.0,-0.7071067811865471,-0.7071067811865479,0.7471257322506282,0.1991502266090649,1.0,0.15870271058199742,0.0,1.0
61,15.25,physics_sindy_mpc,0,16.874404907226562,770.0341796875,83.06074523925781,4.894740104675293,127.17105102539062,400.0,-0.7518398074789773,-0.6593458151000691,0.7656097760793796,0.18804148787896904,1.0,0.1373295153501951,0.0,1.0
62,15.5,physics_sindy_mpc,0,16.88506507873535,763.6362915039062,82.81559753417969,4.717325687408447,106.03083038330078,400.0,-0.7933533402912349,-0.6087614290087209,0.8045664519520497,0.16541555790738202,1.0,0.10454391862159836,0.0,1.0
63,15.75,physics_sindy_mpc,0,16.971189498901367,756.1121826171875,82.55703735351562,4.542200088500977,85.18252563476562,400.0,-0.8314696123025452,-0.5555702330196022,0.8405792590140452,0.145767668958896,1.0,0.07327352522875345,0.0,1.0
64,16.0,physics_sindy_mpc,0,17.12936782836914,750.5634765625,82.39116668701172,4.367074012756348,64.33421325683594,400.0,-0.8660254037844385,-0.5000000000000004,0.8747598968687373,0.12651628060827877,1.0,0.0475134234474794,0.0,1.0
65,16.25,physics_sindy_mpc,0,17.353862762451172,748.4418334960938,82.09872436523438,4.190608978271484,43.846473693847656,400.0,-0.8968727415326883,-0.44228869021900136,0.8869574994715247,0.10202903093239263,1.0,0.02487258222806246,0.0,1.0
66,16.5,physics_sindy_mpc,0,17.613065719604492,750.0031127929688,81.7659912109375,3.9644858837127686,33.541019439697266,400.0,-0.9238795325112868,-0.3826834323650895,0.8820458223032486,0.07599860380874021,1.0,0.011113104194358915,0.0,1.0
67,16.75,physics_sindy_mpc,0,17.80906867980957,754.8236083984375,81.46134185791016,3.7393243312835693,23.116863250732422,400.0,-0.9469301294951056,-0.3214394653031618,0.877244305044751,0.030538076386724584,1.0,0.0,0.0,1.0
68,17.0,physics_sindy_mpc,0,17.94610595703125,759.5697631835938,81.11174774169922,3.514162540435791,12.692707061767578,400.0,-0.9659258262890683,-0.25881904510252063,0.8668966914669445,0.0,1.0,0.0,0.0,1.0
69,17.25,physics_sindy_mpc,0,17.871021270751953,756.7291259765625,80.80401611328125,3.2937421798706055,2.722198486328125,400.0,-0.9807852804032303,-0.19509032201612866,0.8722210287460441,0.0,1.0,0.0,0.0,1.0
70,17.5,physics_sindy_mpc,0,17.79786491394043,754.8008422851562,80.42925262451172,3.1950395107269287,2.0488855838775635,400.0,-0.9914448613738104,-0.13052619222005163,0.8633555486734211,0.0,1.0,0.0,0.0,1.0
71,17.75,physics_sindy_mpc,0,17.710386276245117,753.5028686523438,80.11102294921875,3.0949676036834717,1.3539420366287231,400.0,-0.9978589232386035,-0.06540312923014273,0.8562506961188113,0.0,1.0,0.0,0.0,1.0
72,18.0,physics_sindy_mpc,0,17.600494384765625,752.7957763671875,79.85369873046875,2.9948956966400146,0.6589983105659485,400.0,-1.0,-1.8369701987210297e-16,0.853954166539578,0.0,1.0,0.0,0.0,1.0
73,18.25,physics_sindy_mpc,0,17.474979400634766,752.6637573242188,79.62010955810547,2.8957221508026123,0.0,400.0,-0.9978589232386036,0.06540312923014237,0.8546881560537531,0.0,1.0,0.0,0.0,1.0
74,18.5,physics_sindy_mpc,0,17.43533706665039,752.8819580078125,79.34270477294922,2.821063995361328,0.0,400.0,-0.9914448613738105,0.13052619222005127,0.8456321643527045,0.0,1.0,0.0,0.0,1.0
75,18.75,physics_sindy_mpc,0,17.43046760559082,753.1702880859375,79.21431732177734,2.7460100650787354,0.0,400.0,-0.9807852804032304,0.1950903220161283,0.8365986941647051,0.0,1.0,0.0,0.0,1.0
76,19.0,physics_sindy_mpc,0,17.437713623046875,753.4702758789062,79.22285461425781,2.6709561347961426,0.0,400.0,-0.9659258262890684,0.2588190451025203,0.8321329536329335,0.0,1.0,0.0,0.0,1.0
77,19.25,physics_sindy_mpc,0,17.449325561523438,753.76220703125,79.31006622314453,2.598156690597534,0.0,400.0,-0.9469301294951057,0.3214394653031615,0.8302659685603933,0.0,1.0,0.0,0.0,1.0
78,19.5,physics_sindy_mpc,0,17.337587356567383,753.6893310546875,79.50702667236328,2.5736160278320312,0.0,400.0,-0.923879532511287,0.38268343236508917,0.8458419018063361,0.0,1.0,0.0,0.0,1.0
79,19.75,physics_sindy_mpc,0,17.18438148498535,753.48876953125,79.498291015625,2.548598051071167,0.0,400.0,-0.8968727415326884,0.442288690219001,0.8627372157115786,0.0,1.0,0.0,0.0,1.0
80,20.0,physics_sindy_mpc,0,17.025917053222656,753.2537231445312,79.28619384765625,2.5235800743103027,0.0,400.0,-0.8660254037844386,0.5000000000000001,0.8730973858794276,0.0,1.0,0.0,0.0,1.0
81,20.25,physics_sindy_mpc,0,16.872241973876953,753.0111083984375,78.95791625976562,2.493208169937134,0.0,400.0,-0.8314696123025455,0.5555702330196018,0.8946010112109727,0.0,1.0,0.0,0.0,1.0
82,20.5,physics_sindy_mpc,0,16.76367950439453,752.8765869140625,78.52523803710938,2.208986282348633,0.0,400.0,-0.7933533402912357,0.6087614290087199,0.9368542982046772,0.0,1.0,0.0,0.0,1.0
83,20.75,physics_sindy_mpc,0,16.702848434448242,752.85205078125,78.0022964477539,1.9337886571884155,0.0,400.0,-0.7518398074789772,0.6593458151000691,0.9950953951485371,0.0,1.0,0.0,0.0,1.0
84,21.0,physics_sindy_mpc,0,16.702638626098633,752.9703369140625,77.3367691040039,1.6585909128189087,0.0,400.0,-0.7071067811865477,0.7071067811865474,1.0,0.0,1.0,0.0,0.0,1.0
85,21.25,physics_sindy_mpc,0,16.72743034362793,753.1459350585938,76.69758605957031,1.3814704418182373,0.0,400.0,-0.6593458151000687,0.7518398074789775,1.0,0.0,1.0,0.0,0.0,1.0
86,21.5,physics_sindy_mpc,0,16.742998123168945,753.5634155273438,76.18144226074219,1.0551401376724243,0.0,400.0,-0.608761429008721,0.7933533402912349,1.0,0.0,1.0,0.0,0.0,1.0
87,21.75,physics_sindy_mpc,0,16.742290496826172,754.2600708007812,75.76667785644531,0.7299065589904785,0.0,400.0,-0.555570233019603,0.8314696123025447,1.0,0.0,1.0,0.0,0.006044967248493809,1.0
88,22.0,physics_sindy_mpc,0,16.56268310546875,754.5603637695312,77.94048309326172,0.40467289090156555,0.0,400.0,-0.5000000000000004,0.8660254037844384,1.0,0.0,1.0,0.0,0.0,1.0
89,22.25,physics_sindy_mpc,0,16.695247650146484,756.2255249023438,75.93980407714844,0.10489039123058319,0.0,400.0,-0.4422886902190014,0.8968727415326883,1.0,0.0,1.0,0.0,0.040428783673327404,1.0
90,22.5,physics_sindy_mpc,0,16.366926193237305,755.0394897460938,81.97172546386719,0.3393961191177368,0.0,400.0,-0.38268343236508956,0.9238795325112868,1.0,0.0,1.0,0.0,0.0,1.0
91,22.75,physics_sindy_mpc,0,16.853384017944336,757.6820678710938,76.87371063232422,0.5645578503608704,0.0,400.0,-0.32143946530316186,0.9469301294951056,0.9947356492711712,0.0,1.0,0.0,1.290589002010629e-07,1.0
92,23.0,physics_sindy_mpc,0,16.97278594970703,759.3124389648438,75.62577819824219,0.7897196412086487,0.0,400.0,-0.25881904510252157,0.9659258262890681,0.9229144369059487,0.0,1.0,0.0,0.030577583806802817,1.0
93,23.25,physics_sindy_mpc,0,16.612255096435547,758.3794555664062,81.66724395751953,0.9976357221603394,0.0,399.9999694824219,-0.19509032201612872,0.9807852804032303,1.0,0.0,1.0,0.0,0.0,1.0
94,23.5,physics_sindy_mpc,0,16.979503631591797,760.3387451171875,77.21544647216797,0.8933141827583313,0.0,400.0,-0.13052619222005168,0.9914448613738104,0.938156662672103,0.0,1.0,0.0,1.822360512982956e-05,1.0
95,23.75,physics_sindy_mpc,0,16.962020874023438,760.9078979492188,76.20039367675781,0.7932422757148743,0.0,400.0,-0.0654031292301428,0.9978589232386035,0.8916707874393826,0.0,1.0,0.0,0.034358956149357474,1.0
96,24.0,physics_sindy_mpc,0,16.46442985534668,758.4390869140625,82.20697021484375,0.6931703686714172,0.0,400.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
97,24.25,physics_sindy_mpc,0,16.76390838623047,759.201904296875,77.49119567871094,0.5909495949745178,0.0,400.0,0.06540312923014306,0.9978589232386035,0.9815486061602973,0.0,1.0,0.0,3.080270686865352e-08,1.0
98,24.5,physics_sindy_mpc,0,16.786287307739258,759.4368896484375,76.1545181274414,0.43953990936279297,0.0,400.0,0.13052619222005157,0.9914448613738104,0.9496031760473294,0.0,1.0,0.0,0.031944674239915496,1.0
99,24.75,physics_sindy_mpc,0,16.395998001098633,757.5966186523438,81.80390167236328,0.2894320487976074,0.0,400.0,0.19509032201612825,0.9807852804032304,1.0,0.0,1.0,0.0,0.0,1.0
100,25.0,physics_sindy_mpc,0,16.778926849365234,759.4656372070312,77.1370620727539,0.13932423293590546,0.0,400.0,0.25881904510252074,0.9659258262890683,0.9587289421033008,0.0,1.0,0.0,1.928832201293542e-08,1.0
101,25.25,physics_sindy_mpc,0,16.8303165435791,760.7734985351562,75.972412109375,0.004841497167944908,0.0,400.0,0.3214394653031616,0.9469301294951057,0.886961894724665,0.0,1.0,0.0,2.8476814703782508e-08,1.0
102,25.5,physics_sindy_mpc,0,16.976911544799805,762.6761474609375,75.69034576416016,0.18770667910575867,0.0,400.0,0.3826834323650898,0.9238795325112867,0.7903414681042177,0.0,1.0,0.0,0.0,1.0
103,25.75,physics_sindy_mpc,0,17.132156372070312,764.9241943359375,76.25650787353516,0.3628324866294861,0.0,400.0,0.44228869021900125,0.8968727415326884,0.7110015194222769,0.0,1.0,0.0,0.0,1.0
104,26.0,physics_sindy_mpc,0,17.27544593811035,767.4674682617188,77.40470886230469,0.5379583239555359,0.0,400.0,0.49999999999999994,0.8660254037844387,0.6575744380434352,0.0,1.0,0.0,0.0,1.0
105,26.25,physics_sindy_mpc,0,17.414581298828125,770.3062133789062,78.83234405517578,0.7143534421920776,0.0,400.0,0.5555702330196022,0.8314696123025452,0.6414141277677201,0.0,1.0,0.0,0.0,1.0
106,26.5,physics_sindy_mpc,0,17.329133987426758,772.5632934570312,80.38792419433594,0.9150970578193665,0.0,400.0,0.6087614290087207,0.7933533402912352,0.6974946814434037,0.0,1.0,0.0,0.0,1.0
107,26.75,physics_sindy_mpc,0,17.203744888305664,774.6818237304688,81.30099487304688,1.1152408123016357,0.0,400.0,0.6593458151000688,0.7518398074789774,0.7546743971464318,0.0,1.0,0.0,0.0,1.0
108,27.0,physics_sindy_mpc,0,17.12347412109375,776.8854370117188,81.5748062133789,1.3153846263885498,0.0,400.0,0.7071067811865476,0.7071067811865476,0.7821643334262915,0.0,1.0,0.0,0.0,1.0
109,27.25,physics_sindy_mpc,0,17.085697174072266,779.1597290039062,81.51174926757812,1.4856191873550415,0.0,400.0,0.7518398074789774,0.6593458151000688,0.7955574349121665,0.0,1.0,0.0,0.0,1.0
110,27.5,physics_sindy_mpc,0,17.016923904418945,781.0184326171875,81.35916900634766,1.014737606048584,0.0,400.0,0.7933533402912352,0.6087614290087207,0.829763974660973,0.0,1.0,0.0,0.0,1.0
111,27.75,physics_sindy_mpc,0,16.94788932800293,782.4826049804688,81.03805541992188,0.5644140839576721,0.0,400.0,0.8314696123025451,0.5555702330196024,0.8637279421005546,0.0,1.0,0.0,0.0,1.0
112,28.0,physics_sindy_mpc,0,16.895206451416016,783.601806640625,80.56932067871094,0.11409058421850204,0.0,400.0,0.8660254037844386,0.5000000000000001,0.8828186978932661,0.0,1.0,0.0,0.0,1.0
113,28.25,physics_sindy_mpc,0,16.861373901367188,784.4213256835938,80.03541564941406,-0.2931599020957947,0.0,400.0,0.8968727415326884,0.44228869021900125,0.8732133538671444,0.0,1.0,0.0,0.0,1.0
114,28.5,physics_sindy_mpc,0,16.975696563720703,785.8726196289062,79.4832992553711,-0.08375269919633865,0.0,400.0,0.9238795325112867,0.38268343236508984,0.81402522087715,0.0,1.0,0.0,0.0,1.0
115,28.75,physics_sindy_mpc,0,17.10906982421875,787.7217407226562,79.38800048828125,0.11639108508825302,0.0,400.0,0.9469301294951056,0.3214394653031617,0.7563008078888486,0.0,1.0,0.0,0.0,1.0
116,29.0,physics_sindy_mpc,0,17.20619773864746,789.8220825195312,79.72848510742188,0.3165348768234253,0.0,400.0,0.9659258262890683,0.25881904510252074,0.7255288008131587,0.0,1.0,0.0,0.0,1.0
117,29.25,physics_sindy_mpc,0,17.271467208862305,792.16259765625,80.28790283203125,0.5117766261100769,0.07605629414319992,400.0,0.9807852804032304,0.19509032201612833,0.7222007696821794,0.0,1.0,0.0,0.0,1.0
118,29.5,physics_sindy_mpc,0,17.297100067138672,794.4381103515625,80.92699432373047,0.6355140209197998,2.2585670948028564,400.0,0.9914448613738104,0.1305261922200517,0.7406051450688835,0.0,1.0,0.0,0.0,1.0
