method,budget_days,metric_scope,horizon,state,rmse,mae,r2,failed_rollouts,attempted_rollouts,nonzero_coefficients,total_coefficients,sparsity,condition_number
raw_quadratic,60,rollout,20,co2,95.54484946936552,73.3081062190243,,0.0,20.0,65,360,0.8194444444444444,8.09026824543052
raw_quadratic,60,rollout,20,rh,4.917305001037546,3.543891067569243,,0.0,20.0,65,360,0.8194444444444444,8.09026824543052
raw_quadratic,60,rollout,96,t_in,2.2397902179752114,1.5673956055853568,,0.0,20.0,65,360,0.8194444444444444,8.09026824543052
raw_quadratic,60,rollout,96,co2,118.39778037217317,89.2844848078559,,0.0,20.0,65,360,0.8194444444444444,8.09026824543052
raw_quadratic,60,rollout,96,rh,6.616740045094658,4.707864708369631,,0.0,20.0,65,360,0.8194444444444444,8.09026824543052
physics_no_cross,60,one_step,1,t_in,1.6179983576874024,1.2181661118710707,0.7156357451367488,,,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,one_step,1,co2,83.16640923225964,64.68721958773278,0.7761228728376892,,,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,one_step,1,rh,3.9954933785658193,2.7630530021957647,0.6304003960719268,,,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,4,t_in,2.1117281605097675,1.606990989225904,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,4,co2,100.43527945827759,82.3454803762165,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,4,rh,4.441892518539336,3.3149664117233657,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,20,t_in,2.149761227740514,1.6742880104301678,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,20,co2,167.2619863302604,127.06132258487688,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,20,rh,5.142225200632447,3.718020784492104,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,96,t_in,2.074732582695926,1.5763777745292236,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,96,co2,187.70135461753,136.51627501423152,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_no_cross,60,rollout,96,rh,6.518425010921022,4.439547979468846,,0.0,20.0,39,54,0.2777777777777778,33.27302380761425
physics_full,60,one_step,1,t_in,1.482154200554897,1.089218672936284,0.7613806659718113,,,49,66,0.25757575757575757,78.78995449639699
physics_full,60,one_step,1,co2,75.55834223155567,56.79570349684887,0.8152099150447195,,,49,66,0.25757575757575757,78.78995449639699
physics_full,60,one_step,1,rh,3.718027024048901,2.531941000305096,0.6799515334329002,,,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,4,t_in,2.13396269071507,1.6561898141507438,,0.0,20.0,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,4,co2,103.03137623214947,82.1466447685385,,0.0,20.0,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,4,rh,4.8355395501383915,3.36950883927296,,0.0,20.0,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,20,t_in,2.7861316099606737,2.0955282995032696,,0.0,20.0,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,20,co2,162.0620443248942,122.29812056042745,,0.0,20.0,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,20,rh,7.513196575450357,4.573557189155987,,0.0,20.0,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,96,t_in,32.48333504521924,6.752543498374038,,6.0,20.0,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,96,co2,595.2302021351971,204.39420382504423,,6.0,20.0,49,66,0.25757575757575757,78.78995449639699
physics_full,60,rollout,96,rh,160.76988648902525,29.826931609484863,,6.0,20.0,49,66,0.25757575757575757,78.78995449639699
