block,condition,epi_mean,epi_std,epi_median,viol_mean,n
adapt,dagger,-0.3920918048559171,4.290662543121574,-0.6663380785348836,4653.503333333333,600
adapt,ekf,-2.945459860035402,2.961424867061577,-3.165621366268909,4571.4366666666665,600
adapt,static,-1.5843860779786538,3.8422301305608357,-2.4243235199333997,5424.141666666666,600
