method,span_over_price_grid
nn_mpc,38.57126827987783
oracle_mpc,50.173501485060754
ppo,34.85024358927756
rule_based,49.52628783317812
sac,37.9501447107654
sindy_mpc_conf,37.45648465052651
sindy_mpc_conf_dagger,37.38427801440943
sindy_mpc_dense,39.393556183025055
sindy_mpc_dense_dagger,31.476596983750962
sindy_mpc_lowthr,39.53894436509668
